alert_name,mismatch_count,total_joined_trips,mismatch_pct
fuel_chori,4,5944,0.07
idling,0,5944,0.0
over_speed,0,5944,0.0
freerun,0,5944,0.0
over_acc,0,5944,0.0
hard_brake,0,5944,0.0
unscheduled_driving,0,5944,0.0
continuous_driving,0,5944,0.0
