vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,driver_ids,duration,end_time_trips,carbon_emission,distance,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,load_estimation,vehicle_device_type,active_driver,adblue_consumed
1505916014645215232,1782638997000-632578958264631296-1505916014645215232,1782638997000,1782655834000,1,228.275,72.937,3.129755816663696,632578958264631296,1782638997000,1505916014645215232,RJ47GA8530,,16837000,1782655834000,192.55396585944175,228.275,4.599999999999909,72.93710828009156,3.1297511703285945,241.20500000000175,72.93710828009156,1782638997000-632578958264631296-1505916014645215232,,,,
1071120101278744576,1782626653000-632578958264631296-1071120101278744576,1782626653000,1782647298000,1,227.355,56.978,3.990224297097125,632578958264631296,1782626653000,1071120101278744576,RJ47GA5707,,20645000,1782647298000,150.4211420462446,227.355,5.699999999999818,56.977705320547194,3.990244933890162,237.20000000001164,56.977705320547194,1782626653000-632578958264631296-1071120101278744576,,,,
780067386190462976,1782612676000-632578958264631296-780067386190462976,1782612676000,1782630969000,1,224.678,70.927,3.1677358410760355,632578958264631296,1782612676000,780067386190462976,RJ47GA2450,,18293000,1782630969000,187.24608612277427,224.678,5.0,70.92654777377813,3.167756038495144,254.09999999997672,70.92654777377813,1782612676000-632578958264631296-780067386190462976,,,,
1536014596580573184,1782602871000-632578958264631296-1536014596580573184,1782602871000,1782621289000,1,206.564,96.23,2.146565520108074,632578958264631296,1782602871000,1536014596580573184,NL01AK9192,,18418000,1782621289000,254.0464307478091,206.564,5.050000000000011,96.22970861659435,2.1465720199050775,211.79000000000087,96.22970861659435,1782602871000-632578958264631296-1536014596580573184,,,,
1082330521322651648,1782618329000-632578958264631296-1082330521322651648,1782618329000,1782633167000,1,194.517,67.039,2.9015498441205865,632578958264631296,1782618329000,1082330521322651648,RJ47GA5907,,14838000,1782633167000,176.9829071099032,194.517,4.099999999999454,67.03897996587243,2.9015507112283463,205.29999999998836,67.03897996587243,1782618329000-632578958264631296-1082330521322651648,,,,
916722872880201728,1782610951000-632578958264631296-916722872880201728,1782610951000,1782627799000,1,194.377,47.183,4.119640548502639,632578958264631296,1782610951000,916722872880201728,RJ47GA2142,,16848000,1782627799000,124.56356755478386,194.377,4.649999999999636,47.18316952832722,4.1196257467040756,211.625,47.18316952832722,1782610951000-632578958264631296-916722872880201728,,,,
1471164933021368320,1782614707000-632578958264631296-1471164933021368320,1782614707000,1782628099000,1,189.74,54.81,3.4617770479839445,632578958264631296,1782614707000,1471164933021368320,NL01AK2622,,13392000,1782628099000,144.69881394214505,189.74,3.6499999999998636,54.81015679626706,3.4617671448245626,200.125,54.81015679626706,1782614707000-632578958264631296-1471164933021368320,,,,
1050036987500691456,1782634945000-632578958264631296-1050036987500691456,1782634945000,1782651108000,1,189.557,62.221,3.046511627906977,632578958264631296,1782634945000,1050036987500691456,RJ47GA6281,,16163000,1782651108000,164.26336393884787,189.557,4.449999999999818,62.22097118895753,3.0465130385756662,201.20000000001164,62.22097118895753,1782634945000-632578958264631296-1050036987500691456,,,,
942471450843938816,1782646160000-632578958264631296-942471450843938816,1782646160000,1782661301000,1,184.96,61.621,3.001574138686487,632578958264631296,1782646160000,942471450843938816,RJ47GA3611,,15141000,1782661301000,162.67982558990516,184.96,4.200000000000728,61.62114605678225,3.0015670242413908,,61.62114605678225,1782646160000-632578958264631296-942471450843938816,,,,
947093103351693312,1782626946000-632578958264631296-947093103351693312,1782626946000,1782641831000,1,183.748,64.866,2.8327320938550242,632578958264631296,1782626946000,947093103351693312,RJ47GA3310,,14885000,1782641831000,171.2452273809112,183.748,4.100000000000364,64.86561643216332,2.8327488445618068,214.0,64.86561643216332,1782626946000-632578958264631296-947093103351693312,,,,
943819597830684672,1782603215000-632578958264631296-943819597830684672,1782603215000,1782617161000,1,183.382,58.694,3.1243738712645244,632578958264631296,1782603215000,943819597830684672,RJ47GA1876,,13946000,1782617161000,154.952451365188,183.382,3.850000000000364,58.69411036560152,3.1243679963411375,203.0,58.69411036560152,1782603215000-632578958264631296-943819597830684672,,,,
1067776159577538560,1782615737000-632578958264631296-1067776159577538560,1782615737000,1782630701000,1,183.207,58.852,3.11301230204581,632578958264631296,1782615737000,1067776159577538560,RJ14GP9561,,14964000,1782630701000,155.36923821834054,183.207,4.149999999999636,58.851984173613836,3.113013139192348,190.70000000001164,58.851984173613836,1782615737000-632578958264631296-1067776159577538560,,,,
1536014688339361792,1782623790000-632578958264631296-1536014688339361792,1782623790000,1782636579000,1,182.234,51.321,3.550866117183999,632578958264631296,1782623790000,1536014688339361792,RJ47GA8902,,12789000,1782636579000,135.48740364537795,182.234,3.5,51.320986229309824,3.550867069969219,,51.320986229309824,1782623790000-632578958264631296-1536014688339361792,,,,
1536014688339361792,1782642664000-632578958264631296-1536014688339361792,1782642664000,1782656095000,1,179.561,51.981,3.4543583232334893,632578958264631296,1782642664000,1536014688339361792,RJ47GA8902,,13431000,1782656095000,137.2307786991655,179.561,3.6500000000000057,51.98135556786573,3.4543346943995923,,51.98135556786573,1782642664000-632578958264631296-1536014688339361792,,,,
803716121332023296,1782612212000-632578958264631296-803716121332023296,1782612212000,1782625987000,1,179.388,52.173,3.4383301707779887,632578958264631296,1782612212000,803716121332023296,RJ47GA2708,['900758004201160706'],13775000,1782625987000,137.73610616615247,179.388,3.75,52.17276748717896,3.4383454940181806,198.6600000000326,52.17276748717896,1782612212000-632578958264631296-803716121332023296,,,900758004201160706,
947093103351693312,1782609572000-632578958264631296-947093103351693312,1782609572000,1782624351000,1,177.381,77.223,2.2969970086632223,632578958264631296,1782609572000,947093103351693312,RJ47GA3310,,14779000,1782624351000,203.86969946310214,177.381,4.100000000000364,77.2233710087508,2.29698597306636,207.25,77.2233710087508,1782609572000-632578958264631296-947093103351693312,,,,
876422423786815488,1782627120000-632578958264631296-876422423786815488,1782627120000,1782642490000,1,176.068,30.167,5.836443796201147,632578958264631296,1782627120000,876422423786815488,RJ14GN1576,,15370000,1782642490000,79.64042515284889,176.068,4.300000000001091,30.166827709412456,5.836477129647425,181.29999999998836,30.166827709412456,1782627120000-632578958264631296-876422423786815488,,,,1.7921055665548193
