vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,distance,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,load_estimation,driver_ids,vehicle_device_type,active_driver,adblue_consumed
786329294770012160,1787461654000-632578958264631296-786329294770012160,1787461654000,1787480242000,1,225.976,80.548,2.8054824452500373,632578958264631296,1787461654000,786329294770012160,RJ47GA3336,18588000,1787480242000,212.647432518789,225.976,5.100000000000364,80.54826989348068,2.8054730449063285,,80.54826989348068,1787461654000-632578958264631296-786329294770012160,"{'confidence': 61.5, 'count': 8, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 64788.54832745485, 'std': 14128.207884400385, 'timestamp': 1787480437290}",['900758004226326533'],,900758004226326533,
1458037913185943552,1787446967000-632578958264631296-1458037913185943552,1787446967000,1787463570000,1,214.543,32.698,6.561349318001101,632578958264631296,1787446967000,1458037913185943552,NL01AK1744,16603000,1787463570000,86.32271999999605,214.543,4.5499999999999545,32.6979999999985,6.561349318001402,219.68499999999767,32.6979999999985,1787446967000-632578958264631296-1458037913185943552,"{'confidence': 56.4, 'count': 10, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'LOW', 'mean': 14231.785588583469, 'std': 3921.8305342495637, 'timestamp': 1787502428467}",,,,
1526925618065702912,1787445621000-632578958264631296-1526925618065702912,1787445621000,1787463553000,1,214.405,34.996,6.126557320836667,632578958264631296,1787445621000,1526925618065702912,RJ47GA8695,17932000,1787463553000,92.38837187742948,214.405,4.900000000000006,34.995595408117225,6.126628151332119,220.04500000000007,34.995595408117225,1787445621000-632578958264631296-1526925618065702912,"{'confidence': 82.4, 'count': 42, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'LOW', 'mean': 15059.64175384233, 'std': 3444.7758237681555, 'timestamp': 1787463556584}",,,,
1071481767405289472,1787467031000-632578958264631296-1071481767405289472,1787467031000,1787485578000,1,206.307,60.473,3.4115555702544937,632578958264631296,1787467031000,1071481767405289472,RJ47GA5701,18547000,1787485578000,159.64957607848785,206.307,5.099999999999454,60.473324272154485,3.4115372766930228,213.89999999996508,60.473324272154485,1787467031000-632578958264631296-1071481767405289472,"{'confidence': 68.3, 'count': 20, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 50183.9342061224, 'std': 14207.28211985575, 'timestamp': 1787485596674}",,,,
1488129049464143872,1787485482000-632578958264631296-1488129049464143872,1787485482000,1787503574000,1,201.288,58.662,3.431318400327299,632578958264631296,1787485482000,1488129049464143872,NL01AK3098,18092000,1787503574000,154.86770625177581,201.288,5.0,58.66200994385447,3.431317818681173,211.125,58.66200994385447,1787485482000-632578958264631296-1488129049464143872,"{'confidence': 57.3, 'count': 16, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 49615.83209221075, 'std': 16966.459682067958, 'timestamp': 1787503579283}",,,,
1545823852121030656,1787443413000-632578958264631296-1545823852121030656,1787443413000,1787457382000,1,199.099,40.805,4.8792795000612665,632578958264631296,1787443413000,1545823852121030656,NL01AK8996,13969000,1787457382000,107.72558757380561,199.099,3.8500000000000227,40.8051468082597,4.8792619454489685,204.57500000000073,40.8051468082597,1787443413000-632578958264631296-1545823852121030656,"{'confidence': 67.7, 'count': 9, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'LOW', 'mean': 13295.060524402594, 'std': 2579.6194198289945, 'timestamp': 1787498348668}",,,,
1458037913185943552,1787487087000-632578958264631296-1458037913185943552,1787487087000,1787504263000,1,199.038,29.482,6.751170205549149,632578958264631296,1787487087000,1458037913185943552,NL01AK1744,17176000,1787504263000,77.83363675212489,199.038,4.7000000000000455,29.482438163683668,6.751069870645031,203.74000000000524,29.482438163683664,1787487087000-632578958264631296-1458037913185943552,"{'confidence': 64, 'count': 15, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'LOW', 'mean': 15465.286396915888, 'std': 4311.100376521544, 'timestamp': 1787515390622}",,,,
1526925618065702912,1787487014000-632578958264631296-1526925618065702912,1787487014000,1787504242000,1,198.794,31.745,6.2622145219719645,632578958264631296,1787487014000,1526925618065702912,RJ47GA8695,17228000,1787504242000,83.80581748552065,198.794,4.75,31.744627835424488,6.2622879383125625,204.07999999999993,31.74462783542449,1787487014000-632578958264631296-1526925618065702912,"{'confidence': 72.1, 'count': 16, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'LOW', 'mean': 15869.033301782925, 'std': 3542.0046427155858, 'timestamp': 1787504283955}",,,,
1076924285072703488,1787445028000-632578958264631296-1076924285072703488,1787445028000,1787459038000,1,186.539,48.985,3.80808410737981,632578958264631296,1787445028000,1076924285072703488,RJ47GA3476,14010000,1787459038000,129.31998456827642,186.539,3.849999999998545,48.984842639498645,3.8080963405930253,190.75,48.984842639498645,1787445028000-632578958264631296-1076924285072703488,"{'confidence': 74.6, 'count': 17, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 31186.720813300395, 'std': 6538.116147361718, 'timestamp': 1787499110192}",,,,
927179928254808064,1787487645000-632578958264631296-927179928254808064,1787487645000,1787508173000,1,184.199,77.658,2.3719256226016636,632578958264631296,1787487645000,927179928254808064,RJ47GA3343,20528000,1787508173000,205.01743792998028,184.199,0.0,77.65812042802283,2.3719219443473945,,77.65812042802283,1787487645000-632578958264631296-927179928254808064,"{'confidence': 76.9, 'count': 4, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 50048.02920071276, 'std': 4624.197758796256, 'timestamp': 1787508176612}",,,,
1049341310072258560,1787446088000-632578958264631296-1049341310072258560,1787446088000,1787459806000,1,180.492,67.936,2.656794630240226,632578958264631296,1787446088000,1049341310072258560,RJ47GA3322,13718000,1787459806000,179.3520980476265,180.492,3.75,67.9364007756161,2.6567789570739615,182.375,67.9364007756161,1787446088000-632578958264631296-1049341310072258560,"{'confidence': 56.3, 'count': 7, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 68667.6877867307, 'std': 15885.119521246306, 'timestamp': 1787459860579}",,,,
1545825206881222656,1787470900000-632578958264631296-1545825206881222656,1787470900000,1787484651000,1,175.296,54.789,3.1994743470404643,632578958264631296,1787470900000,1545825206881222656,NL01AK8997,13751000,1787484651000,144.6430148261299,175.296,3.7999999999999545,54.789020767473446,3.1994731342975165,182.13999999999942,54.789020767473446,1787470900000-632578958264631296-1545825206881222656,"{'confidence': 79.3, 'count': 39, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 51688.2935875799, 'std': 13332.966413790904, 'timestamp': 1787484659447}",,,,
1540361293100220416,1787467944000-632578958264631296-1540361293100220416,1787467944000,1787480939000,1,171.552,52.59,3.2620650313747857,632578958264631296,1787467944000,1540361293100220416,NL01AK8392,12995000,1787480939000,138.83843681351092,171.552,3.550000000000068,52.59031697481474,3.2620453701040715,176.09999999999854,52.59031697481474,1787467944000-632578958264631296-1540361293100220416,"{'confidence': 78.9, 'count': 43, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 49495.92883700896, 'std': 13677.162571718194, 'timestamp': 1787480945337}",,,,
1536014603211767808,1787472503000-632578958264631296-1536014603211767808,1787472503000,1787485067000,1,171.168,38.933,4.396475997226004,632578958264631296,1787472503000,1536014603211767808,NL01AK9193,12564000,1787485067000,102.78426183217881,171.168,3.4500000000000455,38.93343251218894,4.396427156696554,174.8199999999997,38.93343251218894,1787472503000-632578958264631296-1536014603211767808,"{'confidence': 84.4, 'count': 35, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'LOW', 'mean': 28739.835858831393, 'std': 5288.001168516852, 'timestamp': 1787510514320}",,,,
1536014709264744448,1787527965000-632578958264631296-1536014709264744448,1787527965000,1787541400000,1,170.266,44.842,3.7970206502832164,632578958264631296,1787527965000,1536014709264744448,RJ47GA8948,13435000,1787541400000,118.38174805965687,170.266,3.450000000000017,44.84157123471851,3.797056956562928,,44.84157123471851,1787527965000-632578958264631296-1536014709264744448,"{'confidence': 76.1, 'count': 26, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 38979.59922002074, 'std': 9504.971278682535, 'timestamp': 1787541407514}",,,,
1071120101278744576,1787525400000-632578958264631296-1071120101278744576,1787525400000,1787539333000,1,169.591,48.064,3.528441245006658,632578958264631296,1787525400000,1071120101278744576,RJ47GA5707,13933000,1787539333000,126.89006622787511,169.591,3.850000000000364,48.064419025710265,3.528410484048161,175.79999999998836,48.064419025710265,1787525400000-632578958264631296-1071120101278744576,"{'confidence': 61.7, 'count': 14, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 47349.419321376095, 'std': 13572.503539387239, 'timestamp': 1787539344632}",,,,
1080818558042112000,1787529555000-632578958264631296-1080818558042112000,1787529555000,1787544685000,1,169.043,43.063,3.925481271625293,632578958264631296,1787529555000,1080818558042112000,RJ47GA5873,15130000,1787544685000,113.68567623284545,169.043,4.200000000000728,43.06275614880509,3.9255035004230825,176.30000000004657,43.06275614880509,1787529555000-632578958264631296-1080818558042112000,"{'confidence': 52.4, 'count': 15, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 30068.72692092522, 'std': 11083.172836398804, 'timestamp': 1787544812312}",,,,
1050037424450699264,1787456131000-632578958264631296-1050037424450699264,1787456131000,1787471974000,1,167.141,53.942,3.098531756330874,632578958264631296,1787456131000,1050037424450699264,RJ47GA5931,15843000,1787471974000,142.4057832979885,167.141,4.350000000000364,53.9415845825714,3.098555618887093,172.26999999998952,53.9415845825714,1787456131000-632578958264631296-1050037424450699264,"{'confidence': 56.4, 'count': 6, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 60262.15770484408, 'std': 12880.094280275369, 'timestamp': 1787472176365}",,,,
947925198747729920,1787449088000-632578958264631296-947925198747729920,1787449088000,1787463295000,1,166.466,58.11,2.864670452589916,632578958264631296,1787449088000,947925198747729920,RJ47GA3426,14207000,1787463295000,153.41052492335263,166.466,3.899999999999636,58.11004731945175,2.8646681198670647,173.375,58.11004731945175,1787449088000-632578958264631296-947925198747729920,"{'confidence': 66.4, 'count': 22, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 61904.11605649579, 'std': 19486.311602546535, 'timestamp': 1787463302117}",,,,
1536014577374855168,1787464843000-632578958264631296-1536014577374855168,1787464843000,1787481111000,1,165.924,66.885,2.4807355909396724,632578958264631296,1787464843000,1536014577374855168,NL01AK9194,16268000,1787481111000,176.57729692439213,165.924,4.5,66.88533974408793,2.480722990043064,170.38999999999942,66.88533974408793,1787464843000-632578958264631296-1536014577374855168,"{'confidence': 79.5, 'count': 41, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 63760.63206463765, 'std': 16707.180821373193, 'timestamp': 1787481150645}",,,,
1471144582421938176,1787485032000-632578958264631296-1471144582421938176,1787485032000,1787499261000,1,165.225,53.5,3.088317757009346,632578958264631296,1787485032000,1471144582421938176,NL01AK2624,14229000,1787499261000,141.24,165.225,3.9500000000000455,53.5,3.088317757009346,175.625,53.5,1787485032000-632578958264631296-1471144582421938176,"{'confidence': 70.6, 'count': 6, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 72710.08735645542, 'std': 10479.54757458462, 'timestamp': 1787535765178}",,,,
933392054296248320,1787480513000-632578958264631296-933392054296248320,1787480513000,1787494511000,1,165.055,47.979,3.4401508993517997,632578958264631296,1787480513000,933392054296248320,RJ47GA4680,13998000,1787494511000,126.66532320942389,165.055,3.849999999998545,47.979289094478744,3.440130171061535,170.79999999998836,47.979289094478744,1787480513000-632578958264631296-933392054296248320,"{'confidence': 65.4, 'count': 17, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 45675.58370802022, 'std': 13013.312847665698, 'timestamp': 1787494595702}",,,,
1362453820235317248,1787527675000-632578958264631296-1362453820235317248,1787527675000,1787542370000,1,164.684,50.808,3.2413005825854198,632578958264631296,1787527675000,1362453820235317248,NL01AJ4179,14695000,1787542370000,134.13238806778836,164.684,4.050000000000182,50.80772275295013,3.241318269680522,176.5,50.80772275295013,1787527675000-632578958264631296-1362453820235317248,"{'confidence': 84.5, 'count': 19, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 45087.22235759777, 'std': 6089.431097232552, 'timestamp': 1787542422439}",,,,
1181299462874595328,1787458959000-632578958264631296-1181299462874595328,1787458959000,1787474218000,1,163.815,44.781,3.658136263147317,632578958264631296,1787458959000,1181299462874595328,RJ47GA5941,15259000,1787474218000,118.22183999998786,163.815,4.199999999999818,44.7809999999954,3.6581362631476924,154.10000000000582,44.7809999999954,1787458959000-632578958264631296-1181299462874595328,"{'confidence': 60.6, 'count': 11, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 41840.410997493906, 'std': 10928.531148725006, 'timestamp': 1787474222298}",,,,
