account_id,start_time,vehicle_id,vehicle_plate,duration,end_time,carbon_emission,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,distance,driver_ids,load_estimation,vehicle_device_type,active_driver,adblue_consumed
902855557075959808,1782821183000,1152270135390633984,RJ47GA6196,1627000,1782822810000,14.012006404098823,0.4499999999998181,5.307578183370766,3.2410262092597684,17.5,5.307578183370766,1782821183000-902855557075959808-1152270135390633984,17202.0,,,,,
902855557075959808,1782819917000,1152270135390633984,RJ47GA6196,543000,1782820460000,2.5519734452209537,0.1500000000005457,0.96665660803824,3.811074138805519,3.5,0.96665660803824,1782819917000-902855557075959808-1152270135390633984,3684.0,,,,,
902855557075959808,1782818118000,1152270135390633984,RJ47GA6196,1765000,1782819883000,15.778388813544515,0.5,5.976662429372922,3.194257702455357,19.100000000034925,5.976662429372922,1782818118000-902855557075959808-1152270135390633984,19091.0,,,,,
902855557075959808,1782812385000,1152270135390633984,RJ47GA6196,3614000,1782815999000,29.0197137650357,0.9499999999998181,10.99231582008928,3.1141754440350464,34.699999999953434,10.99231582008928,1782812385000-902855557075959808-1152270135390633984,34232.0,,,,,
902855557075959808,1782807142000,1152270135390633984,RJ47GA6196,5239000,1782812381000,43.05653653196069,1.3999999999996362,16.3092941408942,3.1462428451355797,52.29999999998836,16.3092941408942,1782807142000-902855557075959808-1152270135390633984,51313.0,,,,,
902855557075959808,1782801955000,1152270135390633984,RJ47GA6196,5180000,1782807135000,48.16174079845552,1.3499999999994543,18.243083635778603,3.3437329575338843,61.0,18.243083635778603,1782801955000-902855557075959808-1152270135390633984,61000.0,,,,,
902855557075959808,1782798746000,1152270135390633984,RJ47GA6196,937000,1782799683000,7.0431790306558355,0.1999999999998181,2.667870844945392,3.7891639391587257,10.099999999976717,2.667870844945392,1782798746000-902855557075959808-1152270135390633984,10109.0,,,,,
902855557075959808,1782793478000,1152270135390633984,RJ47GA6196,5264000,1782798742000,48.43345114322509,1.449999999999818,18.346004220918594,3.30426174931757,62.20000000001164,18.346004220918594,1782793478000-902855557075959808-1152270135390633984,60620.0,,,,,
902855557075959808,1782789459000,1152270135390633984,RJ47GA6196,584000,1782790043000,3.2669186275241464,0.1000000000003638,1.2374691770924797,3.152401750454643,3.7000000000116415,1.2374691770924797,1782789459000-902855557075959808-1152270135390633984,3901.0,,,,,
902855557075959808,1782788645000,1152270135390633984,RJ47GA6196,811000,1782789456000,6.34283373669263,0.1999999999998181,2.4025885366259963,3.278547233502508,7.399999999965075,2.4025885366259963,1782788645000-902855557075959808-1152270135390633984,7877.0,,,,,
