trip_id,vehicle_id,start_time,end_time,distance,fuel_consumed
1785804753000-642689989225816064-589014414737289216,589014414737289216,1785804753000,1785842626000,0.0,79.346
1785804753000-642689989225816064-589014414737289216,589014414737289216,1785842627000,1785850084000,0.0,14.318
1785808824000-642689989225816064-1534933431186620416,1534933431186620416,1785808824000,1785811599000,26.98,13.735
1785808824000-642689989225816064-1534933431186620416,1534933431186620416,1785811600000,1785824915000,0.0,58.754
1785811555000-642689989225816064-1515667522240643072,1515667522240643072,1785811555000,1785817296000,0.0,10.25
1785811555000-642689989225816064-1515667522240643072,1515667522240643072,1785817297000,1785842336000,0.0,49.686
1785813751000-642689989225816064-566306421637943296,566306421637943296,1785813751000,1785819297000,0.0,8.826
1785813751000-642689989225816064-566306421637943296,566306421637943296,1785819298000,1785826619000,0.0,19.198
1785827677000-642689989225816064-1531014613364113408,1531014613364113408,1785827677000,1785836298000,114.47,39.016
1785827677000-642689989225816064-1531014613364113408,1531014613364113408,1785836299000,1785842644000,76.27,23.933
1785834967000-642689989225816064-1326601811460620288,1326601811460620288,1785834967000,1785843655000,115.6,39.693
1785834967000-642689989225816064-1326601811460620288,1326601811460620288,1785843656000,1785849847000,0.0,29.65
1785835286000-642689989225816064-1527036626096619520,1527036626096619520,1785835286000,1785841718000,0.0,15.173
1785835286000-642689989225816064-1527036626096619520,1527036626096619520,1785841719000,1785864125000,0.0,61.435
1785836212000-642689989225816064-589016215549128704,589016215549128704,1785836212000,1785845745000,0.0,20.452
1785836212000-642689989225816064-589016215549128704,589016215549128704,1785845746000,1785851994000,0.0,14.831
1785837021000-642689989225816064-1326601969871093760,1326601969871093760,1785837021000,1785839964000,28.44,12.591
1785837021000-642689989225816064-1326601969871093760,1326601969871093760,1785839965000,1785845776000,86.38,26.321
1785837021000-642689989225816064-1326601969871093760,1326601969871093760,1785845777000,1785852247000,73.84,25.65
1785838098000-642689989225816064-566305825849643008,566305825849643008,1785838098000,1785847213000,0.0,16.587
1785838098000-642689989225816064-566305825849643008,566305825849643008,1785847214000,1785853244000,0.0,13.994
1785842258000-642689989225816064-1326602059092328448,1326602059092328448,1785842258000,1785851266000,120.52,44.527
1785842258000-642689989225816064-1326602059092328448,1326602059092328448,1785851267000,1785856917000,0.0,28.01
1785847337000-642689989225816064-739497118649024512,739497118649024512,1785847337000,1785876424000,0.0,97.838
1785847337000-642689989225816064-739497118649024512,739497118649024512,1785876425000,1785898323000,0.0,83.364
1785848268000-642689989225816064-1531014613364113408,1531014613364113408,1785848268000,1785852558000,0.0,7.45
1785848268000-642689989225816064-1531014613364113408,1531014613364113408,1785852559000,1785867555000,196.01,58.001
1785848861000-642689989225816064-739115416302911488,739115416302911488,1785848861000,1785867465000,0.0,54.789
1785848861000-642689989225816064-739115416302911488,739115416302911488,1785867466000,1785879979000,0.0,35.353
1785850121000-642689989225816064-739915798490906624,739915798490906624,1785850121000,1785860041000,0.0,28.532
1785850121000-642689989225816064-739915798490906624,739915798490906624,1785860042000,1785881949000,0.0,73.381
1785850121000-642689989225816064-739915798490906624,739915798490906624,1785881950000,1785888986000,0.0,25.985
1785852656000-642689989225816064-739919483375714304,739919483375714304,1785852656000,1785865004000,0.0,34.353
1785852656000-642689989225816064-739919483375714304,739919483375714304,1785865005000,1785872509000,0.0,22.176
1785852656000-642689989225816064-739919483375714304,739919483375714304,1785872510000,1785890562000,0.0,72.969
1785852656000-642689989225816064-739919483375714304,739919483375714304,1785890563000,1785901268000,0.0,32.263
1785859819000-642689989225816064-739467157439512576,739467157439512576,1785859819000,1785874664000,0.0,40.299
1785859819000-642689989225816064-739467157439512576,739467157439512576,1785874665000,1785891038000,0.0,43.686
1785860992000-662723863112650752-717369178893320192,717369178893320192,1785860992000,1785868919000,0.0,16.241
1785860992000-662723863112650752-717369178893320192,717369178893320192,1785868920000,1785899041000,0.0,76.422
1785860992000-662723863112650752-717369178893320192,717369178893320192,1785899042000,1785900282000,0.0,1.531
1785861633000-642689989225816064-1533593777682251776,1533593777682251776,1785861633000,1785864905000,14.07,7.328
1785861633000-642689989225816064-1533593777682251776,1533593777682251776,1785864906000,1785876665000,178.43,41.75
1785867305000-642689989225816064-1425525382987120640,1425525382987120640,1785867305000,1785876609000,126.7,26.78
1785867305000-642689989225816064-1425525382987120640,1425525382987120640,1785876610000,1785891084000,217.7,45.699
1785867305000-642689989225816064-1425525382987120640,1425525382987120640,1785891085000,1785896348000,69.7,20.286
1785867424000-642689989225816064-739922158402142208,739922158402142208,1785867424000,1785885695000,0.0,67.333
1785867424000-642689989225816064-739922158402142208,739922158402142208,1785885696000,1785899279000,0.0,44.276
1785870019000-642689989225816064-740159491168796672,740159491168796672,1785870019000,1785879338000,105.75,23.973
1785870019000-642689989225816064-740159491168796672,740159491168796672,1785879339000,1785888250000,103.75,27.217
1785878889000-642689989225816064-1533593777682251776,1533593777682251776,1785878889000,1785880174000,2.08,1.993
1785878889000-642689989225816064-1533593777682251776,1533593777682251776,1785880175000,1785880497000,0.49,0.328
