tags,id,start_time,end_time,account_id,vehicle_id,driver_id,driver_type,trip_id,driver_session_id,distance,mileage,loss,idling_alert_fuel_consumed,ready,alert_breath_test_duration,alert_breath_test_count,alert_camera_tampered_duration,alert_camera_tampered_count,alert_distracted_driving_duration,alert_distracted_driving_count,alert_drowsiness_duration,alert_drowsiness_count,alert_emergency_recording_duration,alert_emergency_recording_count,alert_eyes_closed_duration,alert_eyes_closed_count,alert_fcw_duration,alert_fcw_count,alert_lane_departure_warning_duration,alert_lane_departure_warning_count,alert_mobile_phone_duration,alert_mobile_phone_count,alert_pcw_duration,alert_pcw_count,alert_sd_card_tampered_duration,alert_sd_card_tampered_count,alert_seatbelt_violation_duration,alert_seatbelt_violation_count,alert_tailgating_duration,alert_tailgating_count,alert_smoking_duration,alert_smoking_count,alert_idling_duration,alert_idling_count,alert_over_speed_duration,alert_over_speed_count,alert_speeding_duration,alert_speeding_count,alert_freerun_duration,alert_freerun_count,alert_over_acc_duration,alert_over_acc_count,alert_hard_brake_duration,alert_hard_brake_count,alert_unscheduled_driving_duration,alert_unscheduled_driving_count,alert_slow_running_duration,alert_slow_running_count,alert_continuous_driving_duration,alert_continuous_driving_count,alert_fuel_chori_amount,alert_fuel_chori_count,alert_def_chori_amount,alert_def_chori_count,accident_count,unresolved_alerts_count,day_driving_duration,night_driving_duration,driver_idle_duration_before_trip,vehicle_idle_duration_before_trip,total_alerts_count,gear_utilization,peak_torque_range,fuel_smart_mode,terrain,uphill_slope,engine_load,engine_hours,fuel_consumed,adblue_consumed,avg_speed,last_gear_utilization,last_two_gear_utilization,below_ptr_duration,between_ptr_duration,above_ptr_duration,alert_stoppage_duration,alert_stoppage_count
[],1488129049464143872-1775500011000,1775500011000,1775500230000,632578958264631296,1488129049464143872,,,1775500011000-632578958264631296-1488129049464143872,,17.0,0.214,,0.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,,723.0,0,,,,,,,0.04902778,0.079,,346.74222,,,,,,0,0
[],1471164933021368320-1775499987000,1775499987000,1775501326000,632578958264631296,1471164933021368320,,,1775499987000-632578958264631296-1471164933021368320,,0.681,0.758,,0.15,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.833,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1339,,476.0,1,"{'fifth_gear_duration': 5.752700393167142, 'first_gear_duration': 33.27804858883585, 'sixth_gear_duration': 0, 'third_gear_duration': 21.3749905286288, 'eighth_gear_duration': 0, 'fourth_gear_duration': 11.90418059309025, 'second_gear_duration': 27.690079896277965, 'seventh_gear_duration': 0}",,,,,,0.35,0.898,,1.9457142,0.0,0.0,712070.0,149343.0,0.0,0,0
[],946025653910634496-1775499962000,1775499962000,1775500146000,632578958264631296,946025653910634496,,,1775499962000-632578958264631296-946025653910634496,,0.399,1.355,,0.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,,6014.0,0,,,,,,,0.04685278,0.295,,8.516037,,,,,,0,0
[],1060533930890887168-1775499947000,1775499947000,1775502236000,632578958264631296,1060533930890887168,,,1775499947000-632578958264631296-1060533930890887168,,12.035,1.811,,0.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2289,,168.0,0,"{'fifth_gear_duration': 12.392174984596426, 'first_gear_duration': 1.5033782358055015, 'sixth_gear_duration': 15.654303716270393, 'third_gear_duration': 7.271067024535993, 'eighth_gear_duration': 8.760782501540357, 'fourth_gear_duration': 4.035314275103604, 'second_gear_duration': 2.6946230977641608, 'seventh_gear_duration': 47.68835616438356}",,,,,36.93,0.6,6.646,,20.058332,8.760782,56.44914,326997.0,992832.0,0.0,0,0
[],938815830156640256-1775499944000,1775499944000,1775504687000,632578958264631296,938815830156640256,,,1775499944000-632578958264631296-938815830156640256,,40.009,2.561,,0.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,3130,2,0,0,0,0,0,0,0,0,0,3,0,4743,,1740.0,3,"{'fifth_gear_duration': 2.5489389067524115, 'first_gear_duration': 1.4556913183279743, 'sixth_gear_duration': 8.017304881613562, 'third_gear_duration': 2.2995147617655656, 'eighth_gear_duration': 70.40434960537854, 'fourth_gear_duration': 3.0536802104647762, 'second_gear_duration': 1.5258696287635194, 'seventh_gear_duration': 10.694650686933645}",,,"{'up': 0, 'down': 12.667838671048951, 'plane': 87.33216132895106}",,39.88,,15.623,,,70.40435,81.099,255333.0,2618420.0,0.0,330,1
[],929707161364201472-1775499936000,1775499936000,1775500366000,632578958264631296,929707161364201472,,,1775499936000-632578958264631296-929707161364201472,,0.46,1.25,,0.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,,9195.0,0,,,,,,24.53,0.11506944,0.368,,3.997586,,,,,,0,0
[],943458585302532096-1775499914000,1775499914000,1775500181000,632578958264631296,943458585302532096,,,1775499914000-632578958264631296-943458585302532096,,0.353,1.658,,0.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,,633.0,0,,,,,,,,0.213,,,,,,,,0,0
[],935627425390264320-1775499853000,1775499853000,1775504628000,632578958264631296,935627425390264320,,,1775499853000-632578958264631296-935627425390264320,,39.983,2.652,,0.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,3140,2,0,0,0,0,0,0,0,0,0,3,0,4775,,1307.0,3,"{'fifth_gear_duration': 2.873658961093125, 'first_gear_duration': 1.0426348145291788, 'sixth_gear_duration': 7.616996142747469, 'third_gear_duration': 1.3921291544683434, 'eighth_gear_duration': 69.5472999814768, 'fourth_gear_duration': 2.374557744037335, 'second_gear_duration': 2.131868874383579, 'seventh_gear_duration': 13.02085432726417}",,,"{'up': 12.508606839568515, 'down': 12.33774513554179, 'plane': 75.1536480248897}",0.27031848,39.56,,15.078,,,69.5473,82.56815,435744.0,2511256.0,7917.0,320,1
[],1525526061327056896-1775499784000,1775499784000,1775499988000,632578958264631296,1525526061327056896,,,1775499784000-632578958264631296-1525526061327056896,,0.056,0.385,,0.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,,613.0,0,,,,,,,0.048452776,0.145,,1.1557645,,,,,,0,0
[],1049976646406242304-1775499667000,1775499667000,1775501408000,632578958264631296,1049976646406242304,,,1775499667000-632578958264631296-1049976646406242304,,11.797,1.62,,0.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1390,1,0,0,0,0,0,0,0,0,0,1,0,1741,,531.0,1,"{'fifth_gear_duration': 9.545196280452906, 'first_gear_duration': 3.95238389976612, 'sixth_gear_duration': 7.916381821760226, 'third_gear_duration': 4.995837729159611, 'eighth_gear_duration': 43.27412500165169, 'fourth_gear_duration': 10.222912727229735, 'second_gear_duration': 5.0073822063443165, 'seventh_gear_duration': 15.085780333635391}",,,"{'up': 50.38625736938401, 'down': 49.613742630615974, 'plane': 0}",0.4260774,47.89,0.45,7.283,,26.215555,43.274124,58.359905,239996.0,803993.0,9167.0,0,0
