account_id,start_time,vehicle_id,vehicle_plate,duration,end_time,carbon_emission,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,distance,driver_ids,active_driver,adblue_consumed
901025643674730496,1775485511000,1447671848144732160,RJ14GQ0817,8415000,1775493926000,57.00405407308743,2.300000000000182,21.592444724654328,3.44722429299592,76.30000000001746,21.592444724654328,1775485511000-901025643674730496-1447671848144732160,74434.0,,,
901025643674730496,1775471614000,1447671848144732160,RJ14GQ0817,11289000,1775482903000,94.88127334216867,3.050000000000182,35.93987626597298,3.2611687122297597,120.29999999998836,35.93987626597298,1775471614000-901025643674730496-1447671848144732160,117206.0,,,
901025643674730496,1775462834000,1447671848144732160,RJ14GQ0817,2677000,1775465511000,21.270942490590773,0.7000000000007276,8.057175185829838,3.1326115441041438,25.89999999999418,8.057175185829838,1775462834000-901025643674730496-1447671848144732160,25240.0,,,
901025643674730496,1775460651000,1447671848144732160,RJ14GQ0817,1409000,1775462060000,8.113617743238363,0.3499999999994543,3.0733400542569553,3.0104055641954877,9.39999999999418,3.0733400542569553,1775460651000-901025643674730496-1447671848144732160,9252.0,,,
901025643674730496,1775448359000,1447671848144732160,RJ14GQ0817,12000000,1775460359000,102.16139483924044,3.300000000000182,38.69749804516683,3.4323149224007508,136.20000000001164,38.69749804516683,1775448359000-901025643674730496-1447671848144732160,132822.0,,,
901025643674730496,1775445403000,1447671848144732160,RJ14GQ0817,1125000,1775446528000,6.954985116010684,0.25,2.634464059094956,2.9296281243067868,7.7999999999883585,2.634464059094956,1775445403000-901025643674730496-1447671848144732160,7718.0,,,
901025643674730496,1775444793000,1447671848144732160,RJ14GQ0817,298000,1775445091000,1.8753832140476192,0.06849527777777778,0.7103724295634921,2.2495242403790012,1.6000000000058208,0.7103724295634921,1775444793000-901025643674730496-1447671848144732160,1598.0,,,
901025643674730496,1775441223000,1447671848144732160,RJ14GQ0817,1614000,1775442837000,13.460336086700512,0.4000000000005457,5.098612154053224,1.5157065818109938,7.7999999999883585,5.098612154053224,1775441223000-901025643674730496-1447671848144732160,7728.0,,,
901025643674730496,1775435368000,1447671848144732160,RJ14GQ0817,5851000,1775441219000,65.08319330489377,1.5999999999994543,24.652724736702183,2.4836605549261757,62.60000000000582,24.652724736702183,1775435368000-901025643674730496-1447671848144732160,61229.0,,,
901025643674730496,1775434135000,1447671848144732160,RJ14GQ0817,375000,1775434510000,0.3567345818715393,0.0806827777777778,0.13512673555740123,,0.0,0.13512673555740123,1775434135000-901025643674730496-1447671848144732160,,,,
901025643674730496,1775433758000,1447671848144732160,RJ14GQ0817,283000,1775434041000,0.2840477014920635,0.06583388888888889,0.10759382632275132,,0.0,0.10759382632275132,1775433758000-901025643674730496-1447671848144732160,,,,
632578958264631296,1775485104000,1505944797024616448,RJ47GA8532,1183000,1775486287000,,,,,,,1775485104000-632578958264631296-1505944797024616448,,,,
632578958264631296,1775483128000,1505944797024616448,RJ47GA8532,314000,1775483442000,,,,,,,1775483128000-632578958264631296-1505944797024616448,,,,
632578958264631296,1775471398000,1505944797024616448,RJ47GA8532,181000,1775471579000,,,,,,,1775471398000-632578958264631296-1505944797024616448,,,,
632578958264631296,1775469050000,1505944797024616448,RJ47GA8532,128000,1775469178000,,,,,,,1775469050000-632578958264631296-1505944797024616448,,,,
632578958264631296,1775468371000,1505944797024616448,RJ47GA8532,297000,1775468668000,,,,,,,1775468371000-632578958264631296-1505944797024616448,,,,
632578958264631296,1775463725000,1505944797024616448,RJ47GA8532,254000,1775463979000,,,,,,,1775463725000-632578958264631296-1505944797024616448,,,,
632578958264631296,1775454832000,1505944797024616448,RJ47GA8532,254000,1775455086000,,,,,,,1775454832000-632578958264631296-1505944797024616448,,,,
632578958264631296,1775454507000,1505944797024616448,RJ47GA8532,225000,1775454732000,,,,,,,1775454507000-632578958264631296-1505944797024616448,,,,
632578958264631296,1775453125000,1505944797024616448,RJ47GA8532,173000,1775453298000,,,,,,,1775453125000-632578958264631296-1505944797024616448,,,,
632578958264631296,1775450997000,1505944797024616448,RJ47GA8532,273000,1775451270000,,,,,,,1775450997000-632578958264631296-1505944797024616448,,,,
632578958264631296,1775449519000,1505944797024616448,RJ47GA8532,432000,1775449951000,,,,,,,1775449519000-632578958264631296-1505944797024616448,,,,
632578958264631296,1775437814000,1505944797024616448,RJ47GA8532,208000,1775438022000,,,,,,,1775437814000-632578958264631296-1505944797024616448,,,,
