account_id,start_time,vehicle_id,vehicle_plate,duration,end_time,carbon_emission,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,distance,driver_ids,active_driver,adblue_consumed
632578958264631296,1775477823000,1540361603277389824,NL01AK8393,160000,1775477983000,,,,,,,1775477823000-632578958264631296-1540361603277389824,,,,
632578958264631296,1775467483000,1540361603277389824,NL01AK8393,231000,1775467714000,,,,,,,1775467483000-632578958264631296-1540361603277389824,,,,
632578958264631296,1775467021000,1540361603277389824,NL01AK8393,396000,1775467417000,,,,,,,1775467021000-632578958264631296-1540361603277389824,,,,
632578958264631296,1775451784000,1540361603277389824,NL01AK8393,879000,1775452663000,,,,,,,1775451784000-632578958264631296-1540361603277389824,,,,
632578958264631296,1775456314000,1540361830973571072,NL01AK8390,321000,1775456635000,,,,,,,1775456314000-632578958264631296-1540361830973571072,,,,
1194637793272266752,1775488707000,874238000127541248,RJ47GA4754,8169000,1775496876000,122.82589307911776,2.199999999999818,46.52495949966582,2.146030884792434,102.60000000000582,46.52495949966582,1775488707000-1194637793272266752-874238000127541248,99844.0,,,0.0
1194637793272266752,1775481668000,874238000127541248,RJ47GA4754,4721000,1775486389000,58.74792000001123,1.300000000000182,22.253000000004253,2.3466948276632373,53.70000000001164,22.25300000000425,1775481668000-1194637793272266752-874238000127541248,52221.0,,,0.0
1194637793272266752,1775472711000,874238000127541248,RJ47GA4754,7178000,1775479889000,108.40928905018406,1.9000000000005457,41.06412464022123,1.9197535729955668,80.89999999999418,41.06412464022123,1775472711000-1194637793272266752-874238000127541248,78833.0,,,0.0
1194637793272266752,1775456396000,874238000127541248,RJ47GA4754,3061000,1775459457000,34.580663436329715,0.8000000000001819,13.098736150124891,2.389925229519301,32.10000000000582,13.098736150124891,1775456396000-1194637793272266752-874238000127541248,31305.0,,,0.0
1194637793272266752,1775451705000,874238000127541248,RJ47GA4754,2579000,1775454284000,32.09813722132733,0.6999999999998181,12.158385311108836,2.8286650833953115,34.39999999999418,12.158385311108836,1775451705000-1194637793272266752-874238000127541248,34392.0,,,0.0
1194637793272266752,1775445501000,874238000127541248,RJ47GA4754,784000,1775446285000,7.670729740537489,0.2000000000007276,2.905579447173291,1.6096617163746958,4.699999999982538,2.905579447173291,1775445501000-1194637793272266752-874238000127541248,4677.0,,,0.0
1194637793272266752,1775440241000,874238000127541248,RJ47GA4754,4650000,1775444891000,55.03918182158849,1.2999999999992724,20.848174932419884,2.109872933366372,45.30000000001746,20.848174932419884,1775440241000-1194637793272266752-874238000127541248,43987.0,,,0.0
