vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,distance,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,carbon_emission
1476550907393998848,1773767867000-649034868264558592-1476550907393998848,1773767867000,1773825498000,4,1004.3520000000001,260.726,3.8521359588226725,649034868264558592,1773767867000,1476550907393998848,MP09DP0666,57631000,1773825498000,1004.479,15.980555555555839,260.72089453716046,3.8526985026772835,999.6900000000023,260.72089453716046,1773767867000-649034868264558592-1476550907393998848,
930508235230674944,1773762157000-649034868264558592-930508235230674944,1773762157000,1773819560000,1,878.568,256.899,3.419896535214228,649034868264558592,1773762157000,930508235230674944,MP07P7770,57403000,1773819560000,878.568,0.0,256.89929507637135,3.4198926070965596,900.9299999999348,256.89929507637135,1773762157000-649034868264558592-930508235230674944,
1284476928488636416,1773759535000-649034868264558592-1284476928488636416,1773759535000,1773817195000,3,870.345,256.22,3.3968659745531182,649034868264558592,1773759535000,1284476928488636416,MP09DJ9990,57660000,1773817195000,870.401,16.0,255.09942658026088,3.4120068855825094,926.9050000000279,255.09942658026088,1773759535000-649034868264558592-1284476928488636416,
1474016264899788800,1773758958000-649034868264558592-1474016264899788800,1773758958000,1773815110000,2,797.0820000000001,247.406,3.2217569501143872,649034868264558592,1773758958000,1474016264899788800,MP09BK9990,56152000,1773815110000,797.132,15.549722222222158,246.90208854481966,3.228534860511308,787.0349999999999,246.90208854481966,1773758958000-649034868264558592-1474016264899788800,
1518565483060658176,1773758200000-649034868264558592-1518565483060658176,1773758200000,1773800931000,3,772.712,229.90500000000003,3.3610056327613576,649034868264558592,1773758200000,1518565483060658176,MP09BK9000,42731000,1773800931000,772.776,11.829722222222244,228.93621196597684,3.375507934563211,764.0849999999991,228.93621196597684,1773758200000-649034868264558592-1518565483060658176,
1334833501215653888,1773757584000-649034868264558592-1334833501215653888,1773757584000,1773797059000,1,691.307,192.473,3.5917089669719906,649034868264558592,1773757584000,1334833501215653888,MP09DS9990,39475000,1773797059000,691.307,10.949999999998909,192.4727332098631,3.5917139455084883,711.7850000000326,192.4727332098631,1773757584000-649034868264558592-1334833501215653888,
1406272050288394240,1773746093000-649034868264558592-1406272050288394240,1773746093000,1773801132000,6,683.524,247.31799999999998,2.7637454613089223,649034868264558592,1773746093000,1406272050288394240,MP09AT9000,55039000,1773801132000,683.7,15.240833333333285,247.8047186457487,2.7590273653238584,680.1200000000099,247.8047186457487,1773746093000-649034868264558592-1406272050288394240,
1146409880471470080,1773750143000-649034868264558592-1146409880471470080,1773750143000,1773807806000,4,679.715,242.63400000000001,2.801400463249174,649034868264558592,1773750143000,1146409880471470080,MP09DC0666,57663000,1773807806000,679.786,15.355555555555839,242.61009257697725,2.801969171106565,673.4799999999814,242.61009257697725,1773750143000-649034868264558592-1146409880471470080,
1494312366358134784,1773764643000-649034868264558592-1494312366358134784,1773764643000,1773806859000,2,678.509,212.452,3.1937049309961782,649034868264558592,1773764643000,1494312366358134784,MP09AX9990,42216000,1773806859000,678.559,11.677500000000009,212.44361746662577,3.1940663037645716,674.4199999999983,212.44361746662577,1773764643000-649034868264558592-1494312366358134784,
933044705925529600,1773760030000-649034868264558592-933044705925529600,1773760030000,1773798287000,1,642.715,181.004,3.5508331307595418,649034868264558592,1773760030000,933044705925529600,MP07P5550,38257000,1773798287000,642.715,0.0,181.0041256817697,3.5508306652080517,587.4849999998696,181.0041256817697,1773760030000-649034868264558592-933044705925529600,
1192134718468915200,1773757140000-649034868264558592-1192134718468915200,1773757140000,1773807431000,3,637.684,166.517,3.8295429295507364,649034868264558592,1773757140000,1192134718468915200,MP09ZT0099,50291000,1773807431000,617.417,13.950000000000728,166.7840000000142,3.7018958653105063,656.5899999999674,166.7840000000142,1773757140000-649034868264558592-1192134718468915200,
1474013563159838720,1773755799000-649034868264558592-1474013563159838720,1773755799000,1773805490000,3,620.139,210.409,2.9473026343930155,649034868264558592,1773755799000,1474013563159838720,MP09AM9990,49691000,1773805490000,620.205,13.75,210.49396853308332,2.946426466858705,617.5400000000081,210.49396853308332,1773755799000-649034868264558592-1474013563159838720,
1406271868830220288,1773767621000-649034868264558592-1406271868830220288,1773767621000,1773809973000,2,618.69,199.918,3.094718834722236,649034868264558592,1773767621000,1406271868830220288,MP09AT9990,42352000,1773809973000,618.722,11.71027777777772,199.89591458524268,3.095220836722779,615.5999999999913,199.89591458524268,1773767621000-649034868264558592-1406271868830220288,
1220369364222476288,1773687165000-649034868264558592-1220369364222476288,1773687165000,1773733087000,2,612.506,226.128,2.7086694261657116,649034868264558592,1773687165000,1220369364222476288,MP09ZX9990,45922000,1773733087000,612.532,12.715833333333649,226.14445494192557,2.708587306097334,,226.14445494192555,1773687165000-649034868264558592-1220369364222476288,
1474013221449891840,1773760961000-649034868264558592-1474013221449891840,1773760961000,1773805774000,2,606.8520000000001,201.55200000000002,3.010895451297928,649034868264558592,1773760961000,1474013221449891840,MP09AS9990,44813000,1773805774000,606.883,12.449999999999818,201.57674438201576,3.0106796389660553,603.3249999999971,201.57674438201576,1773760961000-649034868264558592-1474013221449891840,
1284477133422329856,1773764112000-649034868264558592-1284477133422329856,1773764112000,1773799329000,2,606.516,171.154,3.5436858034284913,649034868264558592,1773764112000,1284477133422329856,MP09DH9990,35217000,1773799329000,606.544,9.700000000000728,171.20174375214654,3.5428611105626957,651.984999999986,171.20174375214654,1773764112000-649034868264558592-1284477133422329856,
1066488795177680896,1773757980000-649034868264558592-1066488795177680896,1773757980000,1773799528000,1,578.366,209.406,2.761936143185964,649034868264558592,1773757980000,1066488795177680896,MP09PA6660,41548000,1773799528000,578.366,11.475833333332957,209.40604794009874,2.761935510885738,576.0,209.40604794009874,1773757980000-649034868264558592-1066488795177680896,
1474016042442293248,1773760658000-649034868264558592-1474016042442293248,1773760658000,1773803242000,3,559.497,206.869,2.704595661988988,649034868264558592,1773760658000,1474016042442293248,MP09AP9990,42584000,1773803242000,559.582,11.800000000000182,207.84000000000015,2.692369130100075,551.9499999999971,207.84000000000015,1773760658000-649034868264558592-1474016042442293248,
1220369364222476288,1773761038000-649034868264558592-1220369364222476288,1773761038000,1773801929000,2,559.235,218.835,2.555509859026207,649034868264558592,1773761038000,1220369364222476288,MP09ZX9990,40891000,1773801929000,559.267,11.310555555555766,218.82927835323196,2.5557229096978378,562.3199999999488,218.82927835323196,1773761038000-649034868264558592-1220369364222476288,
1192134642870779904,1773760112000-649034868264558592-1192134642870779904,1773760112000,1773802257000,3,556.9580000000001,184.399,3.0203959891322625,649034868264558592,1773760112000,1192134642870779904,MP09ZU0099,42145000,1773802257000,557.006,11.649999999999636,184.99199999999837,3.010973447500459,593.8549999999814,184.99199999999837,1773760112000-649034868264558592-1192134642870779904,
1268893773056704512,1773688038000-649034868264558592-1268893773056704512,1773688038000,1773728246000,3,553.5350000000001,206.75799999999998,2.677212006306891,649034868264558592,1773688038000,1268893773056704512,MP09DG0009,40208000,1773728246000,553.586,11.121944444443216,207.5691755315584,2.666995225000708,548.6000000000931,207.56917553155841,1773688038000-649034868264558592-1268893773056704512,
1192134793974775808,1773769953000-649034868264558592-1192134793974775808,1773769953000,1773811188000,2,533.321,191.091,2.7909268359054065,649034868264558592,1773769953000,1192134793974775808,MP09ZT9990,41235000,1773811188000,533.34,11.399999999999636,191.61600000000908,2.783379258516902,572.3549999999814,191.61600000000908,1773769953000-649034868264558592-1192134793974775808,
1268893773056704512,1773768825000-649034868264558592-1268893773056704512,1773768825000,1773807873000,3,532.721,191.748,2.778234975071448,649034868264558592,1773768825000,1268893773056704512,MP09DG0009,39048000,1773807873000,532.759,10.799444444444816,191.37149933207374,2.7838993886730234,521.2800000000279,191.37149933207374,1773768825000-649034868264558592-1268893773056704512,
