vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,fuel_consumed,odo_distance_km,raw_fuel_consumed,id,mileage,distance,engine_hours,load_estimation,active_driver,driver_ids
1429476090367180800,1786989794000-642689989225816064-1429476090367180800,1786989794000,1787016587000,2,436.8,100.614,4.341344146937802,642689989225816064,1786989794000,1429476090367180800,MP09AN1563,26793000,1787016587000,265.6789355862499,100.63596044933709,438.29999999998836,100.63596044933709,1786989794000-642689989225816064-1429476090367180800,4.194623851307226,422.13,7.350000000000364,"{'confidence': 81.1, 'count': 52, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 15237.033740825796, 'std': 4158.976523195544, 'timestamp': 1787101318156}",,
1425525382987120640,1786996946000-642689989225816064-1425525382987120640,1786996946000,1787020462000,2,330.6,82.168,4.023464122286048,642689989225816064,1786996946000,1425525382987120640,MP09AM6115,23516000,1787020462000,216.79238437158426,82.11832741347888,331.19999999998254,82.11832741347888,1786996946000-642689989225816064-1425525382987120640,3.8869885694677184,319.193,6.300000000000182,,,
740159491168796672,1786994449000-642689989225816064-740159491168796672,1786994449000,1787011777000,2,227.375,54.842,4.146001239925605,642689989225816064,1786994449000,740159491168796672,MP13P9027,17328000,1787011777000,153.16417843446803,58.016734255480316,229.0,49.0919998971447,1786994449000-642689989225816064-740159491168796672,4.277662353539954,248.176,0.0,,,
1326601836949405696,1786938785000-642689989225816064-1326601836949405696,1786938785000,1786953839000,2,187.2,61.601,3.038911705978799,642689989225816064,1786938785000,1326601836949405696,MP09DY9036,15054000,1786953839000,162.66080011512236,61.61393943754634,189.64000000001397,61.61393943754634,1786938785000-642689989225816064-1326601836949405696,3.1586034228060735,194.614,4.154166666665333,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1787012307981}",,
1363547788364742656,1786965720000-642689989225816064-1363547788364742656,1786965720000,1786972860000,2,35.5,4.877,7.27906499897478,642689989225816064,1786965720000,1363547788364742656,AS01PC9237,7140000,1786972860000,12.885924730340188,4.881032094825828,36.0,4.881032094825828,1786965720000-642689989225816064-1363547788364742656,7.056704264762488,34.444,0.0,,,
1530989903863611392,1786970666000-642689989225816064-1530989903863611392,1786970666000,1786975282000,2,24.1,10.559999999999999,2.28219696969697,642689989225816064,1786970666000,1530989903863611392,MP09BL8795,4616000,1786975282000,27.925724207054103,10.577925836005342,,10.577925836005342,1786970666000-642689989225816064-1530989903863611392,4.8640915806827385,51.452,1.2533333333335577,,,
589014414737289216,1786943374000-642689989225816064-589014414737289216,1786943374000,1786989519000,4,0.0,85.214,0.0,642689989225816064,1786943374000,589014414737289216,MP09BP1574,46145000,1786989519000,283.33602164013917,107.32425062126484,,85.21433873202615,1786943374000-642689989225816064-589014414737289216,4.640675309791698,498.057,7.815562499999954,,,
739115416302911488,1786972423000-642689989225816064-739115416302911488,1786972423000,1787014028000,3,0.0,135.766,0.0,642689989225816064,1786972423000,739115416302911488,MP13P7281,41605000,1787014028000,358.41360174131614,135.76272793231672,,135.76272793231672,1786972423000-642689989225816064-739115416302911488,3.9276170133074673,533.224,0.0,"{'confidence': 79.4, 'count': 5, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 15787.089708572323, 'std': 1455.3484011832613, 'timestamp': 1787101074037}",,
739915798490906624,1786973896000-642689989225816064-739915798490906624,1786973896000,1787020516000,3,0.0,133.856,0.0,642689989225816064,1786973896000,739915798490906624,MP13P5481,46620000,1787020516000,358.51130975376356,135.79973854309225,,135.79973854309225,1786973896000-642689989225816064-739915798490906624,4.1337340264603535,561.36,12.950000000000728,,,
739919483375714304,1786982948000-642689989225816064-739919483375714304,1786982948000,1787017135000,3,0.0,128.143,0.0,642689989225816064,1786982948000,739919483375714304,MP13P8163,34187000,1787017135000,333.7937931959691,126.437042877261,,126.43704287726099,1786982948000-642689989225816064-739919483375714304,3.6354140332608624,459.651,0.0,,,
1515667522240643072,1786934836000-642689989225816064-1515667522240643072,1786934836000,1786966046000,2,0.0,70.437,0.0,642689989225816064,1786934836000,1515667522240643072,MP09BJ5830,31210000,1786966046000,205.19422744017447,77.72508615158124,,70.437599169812,1786934836000-642689989225816064-1515667522240643072,4.320715699755682,335.828,6.434763888889466,,,
566303952333733888,1786936939000-642689989225816064-566303952333733888,1786936939000,1786950635000,2,0.0,45.514,0.0,642689989225816064,1786936939000,566303952333733888,MP09AF4518,13696000,1786950635000,121.507401010257,46.02553068570341,,46.02553068570341,1786936939000-642689989225816064-566303952333733888,3.321591249951354,152.878,3.78055555555693,,,
566305663035146240,1786978998000-642689989225816064-566305663035146240,1786978998000,1786989439000,2,0.0,38.997,0.0,642689989225816064,1786978998000,566305663035146240,MP09AF2754,10441000,1786989439000,103.33109803046402,39.140567435781826,,39.140567435781826,1786978998000-642689989225816064-566305663035146240,3.8616711484315975,151.148,2.8333333333321207,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1787077563158}",,
582166702746271744,1786965511000-642689989225816064-582166702746271744,1786965511000,1786980131000,2,0.0,24.22,0.0,642689989225816064,1786965511000,582166702746271744,MP09AF1836,14620000,1786980131000,86.52406582940367,32.7742673596226,,24.220008998784984,1786965511000-642689989225816064-582166702746271744,4.71992244106052,154.692,2.588298611111117,,,
739421717067202560,1786984145000-642689989225816064-739421717067202560,1786984145000,1787024374000,2,0.0,126.72800000000001,0.0,642689989225816064,1786984145000,739421717067202560,Mp13p8136,40229000,1787024374000,336.1867915260088,127.34348163863969,,127.34348163863969,1786984145000-642689989225816064-739421717067202560,3.942133460937801,502.005,0.0,,,
739497118649024512,1786970964000-642689989225816064-739497118649024512,1786970964000,1787011424000,2,0.0,1.109,0.0,642689989225816064,1786970964000,739497118649024512,MP13P8127,40460000,1787011424000,280.42341897514285,106.22099203603896,,1.108770460342418,1786970964000-642689989225816064-739497118649024512,4.377006758158098,464.93,0.0,"{'confidence': None, 'count': None, 'error_code': 'RPM_FILTER_FAILED', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1787099950283}",,
