vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,distance,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,load_estimation,id
1284476928488636416,1787583190000-649034868264558592-1284476928488636416,1787583190000,1787628456000,2,733.9949999999999,236.48,3.103835419485791,649034868264558592,1787583190000,1284476928488636416,MP09DJ9990,45266000,1787628456000,624.6873600000283,689.057,12.550000000001091,236.6240000000107,2.912033437013865,735.7049999999581,236.6240000000107,"{'confidence': 76.4, 'count': 23, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 26239.836425864767, 'std': 5948.626845686475, 'timestamp': 1787628580912}",1787583190000-649034868264558592-1284476928488636416
1192134793974775808,1787586469000-649034868264558592-1192134793974775808,1787586469000,1787625138000,2,570.5600000000001,187.74200000000002,3.039064247744245,649034868264558592,1787586469000,1192134793974775808,MP09ZT9990,38669000,1787625138000,495.8544808499771,535.895,10.75,187.82366698862768,2.8531814365675614,572.1300000000047,187.82366698862768,"{'confidence': 87, 'count': 15, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 17730.047105166792, 'std': 1782.7158476253812, 'timestamp': 1787625210686}",1787586469000-649034868264558592-1192134793974775808
1474013563159838720,1787591292000-649034868264558592-1474013563159838720,1787591292000,1787632856000,2,522.115,180.018,2.9003488540034885,649034868264558592,1787591292000,1474013563159838720,MP09AM9990,41564000,1787632856000,475.3348327899208,750.188,11.550000000000182,180.05107302648514,4.166528904216244,523.3199999999779,180.05107302648514,"{'confidence': 73.5, 'count': 12, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 526}, 'load_class': 'HIGH', 'mean': 21068.786698208005, 'std': 3861.002977264214, 'timestamp': 1787632906957}",1787591292000-649034868264558592-1474013563159838720
1140330395766620160,1787588992000-649034868264558592-1140330395766620160,1787588992000,1787624467000,2,438.32,176.851,2.478470576926339,649034868264558592,1787588992000,1140330395766620160,MP09DD0666,35475000,1787624467000,466.51785796124665,668.412,9.817222222221972,176.71130983380553,3.7825083217855835,,176.71130983380553,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1787624471084}",1787588992000-649034868264558592-1140330395766620160
1192134718468915200,1787595812000-649034868264558592-1192134718468915200,1787595812000,1787621930000,2,436.405,131.245,3.3251171473198977,649034868264558592,1787595812000,1192134718468915200,MP09ZT0099,26118000,1787621930000,346.87487999998035,411.539,7.200000000000728,131.39199999999255,3.13214655382385,437.05000000004657,131.39199999999255,"{'confidence': 75.7, 'count': 18, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 74}, 'load_class': 'HIGH', 'mean': 21765.04856470521, 'std': 4494.291554213761, 'timestamp': 1787621982229}",1787595812000-649034868264558592-1192134718468915200
1147228695027515392,1787597503000-649034868264558592-1147228695027515392,1787597503000,1787625596000,2,434.85,147.538,2.947376269164554,649034868264558592,1787597503000,1147228695027515392,MP09ZF9990,28093000,1787625596000,389.5569822619441,408.66,7.799999999999272,147.55946297800912,2.7694597943942294,436.4100000000326,147.55946297800912,"{'confidence': 58.7, 'count': 10, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 30315.590273830912, 'std': 7916.335779779356, 'timestamp': 1787625689824}",1787597503000-649034868264558592-1147228695027515392
1474013287929610240,1787599402000-649034868264558592-1474013287929610240,1787599402000,1787626727000,2,375.48,136.025,2.7603749310788457,649034868264558592,1787599402000,1474013287929610240,MP09AM9909,27325000,1787626727000,359.13597408303093,387.284,7.550000000000182,136.0363538193299,2.846915468745601,377.1500000000233,136.0363538193299,"{'confidence': 85.9, 'count': 22, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 21516.448870959608, 'std': 2847.8139639820215, 'timestamp': 1787626730793}",1787599402000-649034868264558592-1474013287929610240
1474013563159838720,1787580251000-649034868264558592-1474013563159838720,1787580251000,1787590011000,2,83.86,27.548000000000002,3.0441411354726293,649034868264558592,1787580251000,1474013563159838720,MP09AM9990,9760000,1787590011000,72.50390299033856,127.042,2.699999999999818,27.463599617552482,4.625832074787646,84.12000000002445,27.463599617552482,"{'confidence': None, 'count': None, 'error_code': 'GEAR_FILTER_FAILED', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 1094}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1787590013315}",1787580251000-649034868264558592-1474013563159838720
1268893877926887424,1787574462000-649034868264558592-1268893877926887424,1787574462000,1787595277000,2,77.2,35.785,2.157328489590611,649034868264558592,1787574462000,1268893877926887424,MP09DH0009,20815000,1787595277000,94.52278057196608,79.882,5.733888888889851,35.80408354998715,2.2310862918324488,78.76000000000931,35.80408354998715,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1787595284732}",1787574462000-649034868264558592-1268893877926887424
1536322320262496256,1787573068000-649034868264558592-1536322320262496256,1787573068000,1787589690000,5,69.15,38.682,1.787653172017993,649034868264558592,1787573068000,1536322320262496256,MP09BL9000,16622000,1787589690000,103.03095358494573,73.116,4.492777777777974,39.026876357933986,1.8734781469420843,72.5799999999872,39.026876357933986,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1787589691487}",1787573068000-649034868264558592-1536322320262496256
