vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,distance,fuel_consumed,mileage,raw_fuel_consumed,id,odo_distance_km,load_estimation,engine_hours,active_driver,driver_ids
1430193762327330816,1789575940000-642689989225816064-1430193762327330816,1789575940000,1789617267000,2,642.0999999999999,172.67000000000002,3.718654080037064,642689989225816064,1789575940000,1430193762327330816,MP09AN2545,41327000,1789617267000,454.3392108813643,620.846,172.0981859399107,3.60751042557051,172.09659994253016,1789575940000-642689989225816064-1430193762327330816,643.7999999999884,"{'confidence': 73.9, 'count': 22, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 13469.832241945061, 'std': 3294.5294853158825, 'timestamp': 1789617825334}",11.287545277777777,,
1537535790538555392,1789534117000-642689989225816064-1537535790538555392,1789534117000,1789577981000,2,539.28,172.34300000000002,3.129108812078239,642689989225816064,1789534117000,1537535790538555392,MP09BP2921,43864000,1789577981000,455.01599847831,549.107,172.35454487814772,3.1859154070361826,172.35454487814772,1789534117000-642689989225816064-1537535790538555392,541.2700000000041,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1789578478595}",12.154722222222063,,
1429476090367180800,1789582224000-642689989225816064-1429476090367180800,1789582224000,1789607430000,4,441.4,113.827,3.877814578263505,642689989225816064,1789582224000,1429476090367180800,MP09AN1563,25206000,1789607430000,300.2563472714802,428.944,113.73346487556068,3.7714845007959705,113.73346487556068,1789582224000-642689989225816064-1429476090367180800,445.3999999999651,"{'confidence': 82.2, 'count': 28, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 13540.532737353386, 'std': 2551.2947488060363, 'timestamp': 1789607438010}",6.799999999999272,,
1440684104986132480,1789577826000-642689989225816064-1440684104986132480,1789577826000,1789610369000,2,426.6,135.74900000000002,3.1425645861111313,642689989225816064,1789577826000,1440684104986132480,MP09AN6571,32543000,1789610369000,358.4375712754031,414.435,135.77180730128904,3.0524378237105876,135.77180730128904,1789577826000-642689989225816064-1440684104986132480,427.69999999998254,"{'confidence': 65.5, 'count': 5, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 14526.777607614935, 'std': 2239.3884327445517, 'timestamp': 1789610470101}",8.899999999999636,,
1439682401377714176,1789583464000-642689989225816064-1439682401377714176,1789583464000,1789607467000,2,403.1,100.604,4.006798934436007,642689989225816064,1789583464000,1439682401377714176,mp09an6583,24003000,1789607467000,265.8143076985501,395.198,100.68723776460232,3.9250058773480037,100.62105060226587,1789583464000-642689989225816064-1439682401377714176,405.5999999999767,"{'confidence': 79.2, 'count': 25, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 16222.540212167227, 'std': 3372.8217093426256, 'timestamp': 1789607473242}",6.300000000000182,,
1425523015684194304,1789582645000-642689989225816064-1425523015684194304,1789582645000,1789608556000,1,389.914,106.389,3.6649841618964367,642689989225816064,1789582645000,1425523015684194304,MP09AM6184,25911000,1789608556000,280.8680784082665,389.914,106.3894236394949,3.664969568039397,106.38959649305654,1789582645000-642689989225816064-1425523015684194304,403.79999999998836,"{'confidence': 86.6, 'count': 42, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 16031.158645069148, 'std': 2785.162246114297, 'timestamp': 1789608560916}",7.075208333333515,,
1533070437565595648,1789556900000-642689989225816064-1533070437565595648,1789556900000,1789585052000,1,360.814,123.557,2.9202230549463004,642689989225816064,1789556900000,1533070437565595648,MP09BP2959,28152000,1789585052000,326.1910836891304,360.814,123.55722867012514,2.9202176504242128,123.55722867012514,1789556900000-642689989225816064-1533070437565595648,353.0599999999977,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1789585094749}",7.792500000000018,,
589014414737289216,1789529474000-642689989225816064-589014414737289216,1789529474000,1789563618000,1,357.581,83.329,4.291195142147393,642689989225816064,1789529474000,589014414737289216,MP09BP1574,34144000,1789563618000,219.98760842595019,357.581,83.32863955528416,4.291213704056261,71.5247675678262,1789529474000-642689989225816064-589014414737289216,,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1789564943955}",5.832124999999984,,
1532377823644221440,1789550504000-642689989225816064-1532377823644221440,1789550504000,1789580172000,1,335.926,68.256,4.921560009376465,642689989225816064,1789550504000,1532377823644221440,MP09BJ9733,29668000,1789580172000,180.19707500422282,335.926,68.25646780462985,4.921526278821215,22.403400042743165,1789550504000-642689989225816064-1532377823644221440,,"{'confidence': 59.9, 'count': 24, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 13907.64324973756, 'std': 5469.526314929224, 'timestamp': 1789580176080}",0.0,,
1532377823644221440,1789521959000-642689989225816064-1532377823644221440,1789521959000,1789549726000,1,335.713,67.639,4.963305193749169,642689989225816064,1789521959000,1532377823644221440,MP09BJ9733,27767000,1789549726000,178.56751542556555,335.713,67.6392103884718,4.963289755629936,21.434003705969225,1789521959000-642689989225816064-1532377823644221440,,"{'confidence': 37.3, 'count': 16, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 10668.955385159747, 'std': 5352.8597354828025, 'timestamp': 1789549733400}",0.0,,
1425525382987120640,1789588564000-642689989225816064-1425525382987120640,1789588564000,1789609293000,2,334.70000000000005,86.589,3.865387058402338,642689989225816064,1789588564000,1425525382987120640,MP09AM6115,20729000,1789609293000,228.77759852661305,324.41,86.6581812600807,3.74355883406291,86.6032205339677,1789588564000-642689989225816064-1425525382987120640,335.0999999999767,"{'confidence': 80, 'count': 40, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 15887.84478798584, 'std': 4029.2469267930583, 'timestamp': 1789609298266}",5.449999999998909,,
1515667522240643072,1789560924000-642689989225816064-1515667522240643072,1789560924000,1789592173000,1,332.35,74.387,4.467850565286946,642689989225816064,1789560924000,1515667522240643072,MP09BJ5830,31249000,1789592173000,196.38180876766467,332.35,74.38704877563055,4.467847635714768,56.87693805210051,1789560924000-642689989225816064-1515667522240643072,,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1789593059579}",5.270645833333325,,
588522082246086656,1789549829000-642689989225816064-588522082246086656,1789549829000,1789578456000,1,320.28,73.006,4.3870366819165545,642689989225816064,1789549829000,588522082246086656,MP09BP1475,28627000,1789578456000,192.73599592272762,320.28,73.00605906163925,4.387033132819655,61.09718190518683,1789549829000-642689989225816064-588522082246086656,,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1789578511613}",4.865243055555554,,
1590315702751854592,1789552954000-642689989225816064-1590315702751854592,1789552954000,1789578099000,1,293.611,62.889,4.668717899791696,642689989225816064,1789552954000,1590315702751854592,MP09BV7337,25145000,1789578099000,166.02645858598692,293.611,62.88881007044959,4.66873199971648,49.77562222222223,1789552954000-642689989225816064-1590315702751854592,,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1789578796007}",4.163733333333332,,
1590315702751854592,1789518086000-642689989225816064-1590315702751854592,1789518086000,1789541457000,1,277.503,59.96,4.628135423615744,642689989225816064,1789518086000,1590315702751854592,MP09BV7337,23371000,1789541457000,158.29342052292455,277.503,59.959628985956265,4.628164061271905,47.393456727475495,1789518086000-642689989225816064-1590315702751854592,,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1789542208757}",3.922933333333336,,
1326601811460620288,1789545398000-642689989225816064-1326601811460620288,1789545398000,1789565670000,1,262.32,88.07,2.9785397978880437,642689989225816064,1789545398000,1326601811460620288,MP09AE9054,20272000,1789565670000,232.5036679864285,262.32,88.06957120698048,2.9785542997989327,88.06957120698048,1789545398000-642689989225816064-1326601811460620288,,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1789565676298}",5.593888888888614,,
589016215549128704,1789558061000-642689989225816064-589016215549128704,1789558061000,1789577021000,1,223.068,48.817,4.569473748898949,642689989225816064,1789558061000,589016215549128704,MP09BP1580,18960000,1789577021000,128.87791322693323,223.068,48.81739137383834,4.5694371149775135,40.40686137500001,1789558061000-642689989225816064-589016215549128704,,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1789577063485}",3.2012500000000093,,
