vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,distance,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,driver_ids,engine_hours
1262145117221814272,1783903822000-1205841794575630336-1262145117221814272,1783903822000,1783920952000,2,124.691,30.19,4.130208678370321,1205841794575630336,1783903822000,1262145117221814272,OD01AX7514,17130000,1783920952000,83.19642172700802,130.125,31.513796108715155,4.129143932742964,130.125,30.252459902466697,1783903822000-1205841794575630336-1262145117221814272,,2.8693333333332425
1262062433732657152,1783930461000-1205841794575630336-1262062433732657152,1783930461000,1783937062000,2,67.354,7.556,8.913975648491265,1205841794575630336,1783930461000,1262062433732657152,OD17AB7337,6601000,1783937062000,19.54870839555732,67.381,7.4048137861959535,9.099621131001511,70.0,7.404813786195953,1783930461000-1205841794575630336-1262062433732657152,,0.0
1262012687315894272,1783915252000-1205841794575630336-1262012687315894272,1783915252000,1783920700000,2,57.886,10.556,5.483705949223191,1205841794575630336,1783915252000,1262012687315894272,OD15Y8952,5448000,1783920700000,18.530641302889265,36.358,7.019182311700479,5.179805622001553,37.89999999999418,7.019182311700479,1783915252000-1205841794575630336-1262012687315894272,,0.0
1262095171030351872,1783922263000-1205841794575630336-1262095171030351872,1783922263000,1783929255000,2,52.6,11.798,4.4583827767418205,1205841794575630336,1783922263000,1262095171030351872,OD23Q8764,6992000,1783929255000,25.462177357644244,46.667,9.64476415062282,4.83858384416652,48.60000000000582,9.64476415062282,1783922263000-1205841794575630336-1262095171030351872,,0.0
1207338538970906624,1783930550000-1205841794575630336-1207338538970906624,1783930550000,1783936330000,3,51.57,8.286,6.223750905141203,1205841794575630336,1783930550000,1207338538970906624,OD20C5841,5780000,1783936330000,17.89248653791094,40.355,6.7774570219359624,5.95429817841511,41.0,6.7774570219359624,1783930550000-1205841794575630336-1207338538970906624,,0.0
1207336843809390592,1783908715000-1205841794575630336-1207336843809390592,1783908715000,1783915426000,3,45.817,9.684000000000001,4.7312061131763725,1205841794575630336,1783908715000,1207336843809390592,OD30F1948,6711000,1783915426000,25.623734831242817,44.452,9.705960163349552,4.579866314293577,46.0,9.705960163349552,1783908715000-1205841794575630336-1207336843809390592,,0.0
1207297577582592000,1783936835000-1205841794575630336-1207297577582592000,1783936835000,1783942987000,3,34.022,6.904,4.927867902665121,1205841794575630336,1783936835000,1207297577582592000,OD18M3323,6152000,1783942987000,18.20246149968215,33.0,6.8948717801826325,4.786165871111513,33.0,6.8948717801826325,1783936835000-1205841794575630336-1207297577582592000,,0.0
1262203570967543808,1783924165000-1205841794575630336-1262203570967543808,1783924165000,1783929576000,2,28.856,4.71,6.126539278131635,1205841794575630336,1783924165000,1262203570967543808,OD06N1202,5411000,1783929576000,14.50704144511525,32.83,5.495091456483049,5.974422857196949,33.625,5.495091456483049,1783924165000-1205841794575630336-1262203570967543808,,1.449999999999818
1207297577582592000,1783910882000-1205841794575630336-1207297577582592000,1783910882000,1783916713000,5,28.0,5.977,4.684624393508448,1205841794575630336,1783910882000,1207297577582592000,OD18M3323,5831000,1783916713000,16.208737456327544,30.0,6.139673278911948,4.88625349219177,30.0,6.139673278911948,1783910882000-1205841794575630336-1207297577582592000,,0.0
1262391983335276544,1783935061000-1205841794575630336-1262391983335276544,1783935061000,1783937599000,2,19.866,3.7780000000000005,5.258337744838538,1205841794575630336,1783935061000,1262391983335276544,OD11AE3402,2538000,1783937599000,9.995126152235887,19.254,3.786032633422684,5.085534612149876,20.0,3.7860326334226837,1783935061000-1205841794575630336-1262391983335276544,,0.6499999999996362
1262456755372163072,1783927723000-1205841794575630336-1262456755372163072,1783927723000,1783930443000,3,5.849,0.813,7.194341943419435,1205841794575630336,1783927723000,1262456755372163072,OD05BS0576,2720000,1783930443000,6.33810477090909,14.131,2.4007972617079885,5.885961395152061,14.75,2.4007972617079885,1783927723000-1205841794575630336-1262456755372163072,,0.6999999999998181
