alert_name,mismatch_count,total_joined_trips,mismatch_pct
unscheduled_driving,25,4670,0.54
over_speed,2,4670,0.04
idling,0,4670,0.0
freerun,0,4670,0.0
over_acc,0,4670,0.0
hard_brake,0,4670,0.0
continuous_driving,0,4670,0.0
