trip_id,vehicle_id,start_time,end_time,distance,fuel_consumed
1788827211000-1205841794575630336-1207322943986597888,1207322943986597888,1788827211000,1788829309000,18.0,2.801
1788827211000-1205841794575630336-1207322943986597888,1207322943986597888,1788829310000,1788830231000,5.0,0.829
1788831655000-1205841794575630336-1262211680859848704,1262211680859848704,1788831655000,1788835086000,13.375,2.938
1788831655000-1205841794575630336-1262211680859848704,1262211680859848704,1788835087000,1788835536000,2.125,0.831
1788831655000-1205841794575630336-1262211680859848704,1262211680859848704,1788835537000,1788835915000,1.375,0.536
1788831655000-1205841794575630336-1262211680859848704,1262211680859848704,1788835916000,1788837893000,10.0,1.955
1788832210000-1205841794575630336-1262124186470449152,1262124186470449152,1788832210000,1788835349000,17.625,4.652
1788832210000-1205841794575630336-1262124186470449152,1262124186470449152,1788835350000,1788835904000,2.625,0.633
1788832210000-1205841794575630336-1262124186470449152,1262124186470449152,1788835905000,1788836103000,0.0,0.257
1788832495000-1205841794575630336-1207349271276290048,1207349271276290048,1788832495000,1788837061000,24.0,6.85
1788832495000-1205841794575630336-1207349271276290048,1207349271276290048,1788837062000,1788837439000,3.0,0.744
1788832495000-1205841794575630336-1207349271276290048,1207349271276290048,1788837440000,1788838097000,0.0,0.484
1788833045000-1205841794575630336-1262068928729841664,1262068928729841664,1788833045000,1788835273000,12.0,2.708
1788833045000-1205841794575630336-1262068928729841664,1262068928729841664,1788835274000,1788836946000,9.5,2.608
1788833592000-1205841794575630336-1262198552675745792,1262198552675745792,1788833592000,1788838146000,20.375,5.278
1788833592000-1205841794575630336-1262198552675745792,1262198552675745792,1788838147000,1788839263000,5.625,1.388
1788834020000-1205841794575630336-1262198299671134208,1262198299671134208,1788834020000,1788839610000,35.125,7.85
1788834020000-1205841794575630336-1262198299671134208,1262198299671134208,1788839611000,1788840861000,3.125,1.151
1788834020000-1205841794575630336-1262198299671134208,1262198299671134208,1788840862000,1788841163000,0.625,0.129
1788836138000-1205841794575630336-1311348957217030144,1311348957217030144,1788836138000,1788840627000,25.0,5.768
1788836138000-1205841794575630336-1311348957217030144,1311348957217030144,1788840628000,1788841149000,2.0,0.34
1788836138000-1205841794575630336-1311348957217030144,1311348957217030144,1788841150000,1788842890000,11.0,2.571
1788836461000-1205841794575630336-1262206023901380608,1262206023901380608,1788836461000,1788837618000,9.0,1.078
1788836461000-1205841794575630336-1262206023901380608,1262206023901380608,1788837619000,1788839002000,6.375,1.097
1788836461000-1205841794575630336-1262206023901380608,1262206023901380608,1788839003000,1788839709000,3.25,0.514
1788840814000-1205841794575630336-1207298620362063872,1207298620362063872,1788840814000,1788850879000,0.0,16.49
1788840814000-1205841794575630336-1207298620362063872,1207298620362063872,1788850880000,1788853336000,0.0,4.695
1788840814000-1205841794575630336-1207298620362063872,1207298620362063872,1788853337000,1788853829000,0.0,0.163
1788840814000-1205841794575630336-1207298620362063872,1207298620362063872,1788853830000,1788861041000,0.0,13.963
1788841198000-1205841794575630336-1262140486982828032,1262140486982828032,1788841198000,1788850782000,54.625,10.83
1788841198000-1205841794575630336-1262140486982828032,1262140486982828032,1788850783000,1788851221000,0.0,0.095
1788842877000-1205841794575630336-1262071077832491008,1262071077832491008,1788842877000,1788846089000,18.4,3.328
1788842877000-1205841794575630336-1262071077832491008,1262071077832491008,1788846090000,1788848339000,13.7,2.699
1788842877000-1205841794575630336-1262071077832491008,1262071077832491008,1788848340000,1788855038000,57.4,10.089
1788844117000-1205841794575630336-1262399706210762752,1262399706210762752,1788844117000,1788852336000,50.0,9.491
1788844117000-1205841794575630336-1262399706210762752,1262399706210762752,1788852337000,1788874149000,140.625,22.937
1788846599000-1205841794575630336-1262225133540474880,1262225133540474880,1788846599000,1788855741000,53.875,10.899
1788846599000-1205841794575630336-1262225133540474880,1262225133540474880,1788855742000,1788862904000,46.0,9.135
1788848841000-1205841794575630336-1262198426167148544,1262198426167148544,1788848841000,1788850561000,5.125,1.407
1788848841000-1205841794575630336-1262198426167148544,1262198426167148544,1788850562000,1788857778000,48.375,9.217
1788851975000-1205841794575630336-1262201721384337408,1262201721384337408,1788851975000,1788853369000,9.25,1.907
1788851975000-1205841794575630336-1262201721384337408,1262201721384337408,1788853370000,1788855057000,8.125,2.279
1788851982000-1205841794575630336-1262202201133023232,1262202201133023232,1788851982000,1788855636000,21.25,4.345
1788851982000-1205841794575630336-1262202201133023232,1262202201133023232,1788855637000,1788856040000,1.625,0.383
1788851982000-1205841794575630336-1262202201133023232,1262202201133023232,1788856041000,1788860756000,36.0,6.458
1788852465000-1205841794575630336-1207337175465590784,1207337175465590784,1788852465000,1788857027000,33.0,6.003
1788852465000-1205841794575630336-1207337175465590784,1207337175465590784,1788857028000,1788859521000,17.0,2.718
1788853855000-1205841794575630336-1262447988672823296,1262447988672823296,1788853855000,1788855529000,16.0,2.415
1788853855000-1205841794575630336-1262447988672823296,1262447988672823296,1788855530000,1788855633000,,
1788859823000-1205841794575630336-1207322174759632896,1207322174759632896,1788859823000,1788861972000,4.0,1.547
1788859823000-1205841794575630336-1207322174759632896,1207322174759632896,1788861973000,1788862408000,1.0,0.403
1788859823000-1205841794575630336-1207322174759632896,1207322174759632896,1788862409000,1788867454000,23.0,4.563
1788860211000-1205841794575630336-1207336970854858752,1207336970854858752,1788860211000,1788861494000,3.0,1.412
1788860211000-1205841794575630336-1207336970854858752,1207336970854858752,1788861495000,1788861792000,0.0,0.738
1788861296000-1205841794575630336-1262202201133023232,1262202201133023232,1788861296000,1788862513000,3.75,0.959
1788861296000-1205841794575630336-1262202201133023232,1262202201133023232,1788862514000,1788863280000,5.0,1.032
1788861296000-1205841794575630336-1262202201133023232,1262202201133023232,1788863281000,1788869376000,37.375,7.098
1788861859000-1205841794575630336-1207336970854858752,1207336970854858752,1788861859000,1788863666000,4.0,1.903
1788861859000-1205841794575630336-1207336970854858752,1207336970854858752,1788863667000,1788865759000,11.0,1.665
1788864247000-1205841794575630336-1262198895564292096,1262198895564292096,1788864247000,1788871459000,36.25,6.102
1788864247000-1205841794575630336-1262198895564292096,1262198895564292096,1788871460000,1788871756000,0.875,0.165
1788868165000-1205841794575630336-1262125582469038080,1262125582469038080,1788868165000,1788870215000,8.625,2.613
1788868165000-1205841794575630336-1262125582469038080,1262125582469038080,1788870216000,1788870857000,3.25,1.014
1788868165000-1205841794575630336-1262125582469038080,1262125582469038080,1788870858000,1788874107000,21.875,6.109
