vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,distance,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,engine_hours
1262199013944328192,1783384297000-1205841794575630336-1262199013944328192,1783384297000,1783429620000,1,253.772,47.72,5.317937971500419,1205841794575630336,1783384297000,1262199013944328192,OD29N3024,45323000,1783429620000,125.98083830169558,253.772,47.72001450821802,5.3179363546986576,274.125,47.72001450821802,1783384297000-1205841794575630336-1262199013944328192,12.5
1262198426167148544,1783384094000-1205841794575630336-1262198426167148544,1783384094000,1783425486000,5,249.52100000000002,57.054,4.373418165246959,1205841794575630336,1783384094000,1262198426167148544,OD29N3021,41392000,1783425486000,124.64414850917521,206.74,47.21369261711182,4.378814461232599,221.5,47.21369261711181,1783384094000-1205841794575630336-1262198426167148544,11.449999999999818
1207351058741854208,1783466963000-1205841794575630336-1207351058741854208,1783466963000,1783496740000,1,248.202,71.812,3.45627471731744,1205841794575630336,1783466963000,1207351058741854208,OD18M8059,29777000,1783496740000,189.5833213753059,248.202,71.81186415731284,3.4562812553686473,255.94000000000233,71.81186415731284,1783466963000-1205841794575630336-1207351058741854208,0.0
1321504772410310656,1783445942000-1205841794575630336-1321504772410310656,1783445942000,1783464976000,1,214.767,46.459,4.622721108934759,1205841794575630336,1783445942000,1321504772410310656,OD08X4547,19034000,1783464976000,122.65158121020268,214.767,46.45893227659192,4.622727847497459,220.29000000000815,46.45893227659192,1783445942000-1205841794575630336-1321504772410310656,0.0
1207350809923158016,1783442975000-1205841794575630336-1207350809923158016,1783442975000,1783460740000,1,194.995,42.706,4.565986044115581,1205841794575630336,1783442975000,1207350809923158016,OD18M8045,17765000,1783460740000,112.7449924522751,194.995,42.70643653495269,4.565939371701223,200.41499999997905,42.70643653495269,1783442975000-1205841794575630336-1207350809923158016,0.0
1207353169709891584,1783412339000-1205841794575630336-1207353169709891584,1783412339000,1783435860000,1,194.57,52.255,3.7234714381398906,1205841794575630336,1783412339000,1207353169709891584,OD10Y3956,23521000,1783435860000,137.95383590451414,194.57,52.25524087292202,3.7234542746280517,199.74000000000524,52.25524087292202,1783412339000-1205841794575630336-1207353169709891584,0.0
1207355284746403840,1783413833000-1205841794575630336-1207355284746403840,1783413833000,1783432670000,1,167.89,49.811,3.3705406436329324,1205841794575630336,1783413833000,1207355284746403840,OD10AA3909,18837000,1783432670000,131.50203461844964,167.89,49.811376749412744,3.37051515047673,173.01499999998487,49.811376749412744,1783413833000-1205841794575630336-1207355284746403840,0.0
1341891089526685696,1783433946000-1205841794575630336-1341891089526685696,1783433946000,1783445165000,1,162.18,25.104,6.460325047801148,1205841794575630336,1783433946000,1341891089526685696,OD05BV5998,11219000,1783445165000,66.27476637447035,162.18,25.104078172147858,6.460304930851169,164.93799999999464,55.529498180037656,1783433946000-1205841794575630336-1341891089526685696,3.1108333333333333
1207345077756624896,1783388060000-1205841794575630336-1207345077756624896,1783388060000,1783405249000,1,151.183,30.5,4.9568196721311475,1205841794575630336,1783388060000,1207345077756624896,OD08V3486,17189000,1783405249000,80.52000000000001,151.183,30.5,4.9568196721311475,155.0,30.5,1783388060000-1205841794575630336-1207345077756624896,0.0
1207345077756624896,1783408687000-1205841794575630336-1207345077756624896,1783408687000,1783428382000,1,151.057,33.5,4.509164179104477,1205841794575630336,1783408687000,1207345077756624896,OD08V3486,19695000,1783428382000,88.44,151.057,33.5,4.509164179104477,155.0,33.5,1783408687000-1205841794575630336-1207345077756624896,0.0
1207322272113623040,1783394856000-1205841794575630336-1207322272113623040,1783394856000,1783416229000,1,151.048,32.723,4.615958194542065,1205841794575630336,1783394856000,1207322272113623040,OD10X1817,21373000,1783416229000,86.38874236404413,151.048,32.72300847122884,4.6159569995774214,154.0,32.72300847122884,1783394856000-1205841794575630336-1207322272113623040,0.0
1262220397747634176,1783383229000-1205841794575630336-1262220397747634176,1783383229000,1783401706000,1,144.522,37.398,3.8644312530081817,1205841794575630336,1783383229000,1262220397747634176,OD21R1629,18477000,1783401706000,98.7296867792895,144.522,37.397608628518746,3.8644716948502986,156.375,37.397608628518746,1783383229000-1205841794575630336-1262220397747634176,5.099999999999454
1262062608723214336,1783421786000-1205841794575630336-1262062608723214336,1783421786000,1783432350000,1,143.566,20.05,7.160399002493765,1205841794575630336,1783421786000,1262062608723214336,OD17AB7319,10564000,1783432350000,52.931188099336126,143.566,20.049692461869743,7.160508834388959,151.5,20.049692461869743,1783421786000-1205841794575630336-1262062608723214336,0.0
