vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,fuel_consumed,odo_distance_km,raw_fuel_consumed,id,mileage,distance,load_estimation,engine_hours,active_driver,driver_ids
1429476090367180800,1785514827000-642689989225816064-1429476090367180800,1785514827000,1785556228000,3,644.4,160.394,4.017606643640036,642689989225816064,1785514827000,1429476090367180800,MP09AN1563,41401000,1785556228000,423.44942386171704,160.39750903852917,648.2000000000116,160.39750903852917,1785514827000-642689989225816064-1429476090367180800,3.8956839401408816,624.858,"{'confidence': 91.4, 'count': 148, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 16675.575064480967, 'std': 3491.8247956693767, 'timestamp': 1785618190852}",11.349999999999454,,
1430193762327330816,1785524393000-642689989225816064-1430193762327330816,1785524393000,1785557750000,2,514.8,145.03,3.549610425429221,642689989225816064,1785524393000,1430193762327330816,MP09AN2545,33357000,1785557750000,382.9037086705425,145.0392835873267,516.7000000000116,145.0392835873267,1785524393000-642689989225816064-1430193762327330816,3.4394681748385953,498.858,"{'confidence': 76.9, 'count': 25, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 16327.83199023894, 'std': 3776.4359243632293, 'timestamp': 1785570402656}",9.100000000000364,,
1425525382987120640,1785521741000-642689989225816064-1425525382987120640,1785521741000,1785548698000,2,409.1,108.87299999999999,3.757589117595731,642689989225816064,1785521741000,1425525382987120640,MP09AM6115,26957000,1785548698000,288.9163200000051,109.43800000000192,410.0,109.43800000000192,1785521741000-642689989225816064-1425525382987120640,3.6102085198924785,395.094,"{'confidence': 76.2, 'count': 32, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 14511.67973495318, 'std': 3909.757031185646, 'timestamp': 1785620474355}",7.300000000000182,,
1533593777682251776,1785509403000-642689989225816064-1533593777682251776,1785509403000,1785526110000,2,197.97,57.157999999999994,3.4635571573533017,642689989225816064,1785509403000,1533593777682251776,MP09BL8707,16707000,1785526110000,183.12952268738485,69.36724344219122,,57.16085570086444,1785509403000-642689989225816064-1533593777682251776,5.880816070483798,407.936,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1785579859711}",4.585555555555402,,
1531014613364113408,1785516398000-642689989225816064-1531014613364113408,1785516398000,1785532002000,2,192.03,55.072,3.48688988959907,642689989225816064,1785516398000,1531014613364113408,MP09BM0929,15604000,1785532002000,145.4281731000039,55.08642920454693,192.81999999999243,55.08642920454693,1785516398000-642689989225816064-1531014613364113408,5.340698321678767,294.2,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1785551109952}",4.27944444444438,,
739497118649024512,1785524430000-642689989225816064-739497118649024512,1785524430000,1785566839000,4,0.0,146.791,0.0,642689989225816064,1785524430000,739497118649024512,MP13P8127,42409000,1785566839000,385.7631125964146,146.12239113500553,,146.12239113500553,1785524430000-642689989225816064-739497118649024512,3.4755659009903512,507.858,"{'confidence': 75.6, 'count': 6, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 23159.097921712942, 'std': 2770.0791566846547, 'timestamp': 1785625420331}",0.0,,
582166702746271744,1785482326000-642689989225816064-582166702746271744,1785482326000,1785513779000,3,0.0,57.092,0.0,642689989225816064,1785482326000,582166702746271744,MP09AF1836,31453000,1785513779000,183.9428158319344,69.67530902724788,,57.09115141986656,1785482326000-642689989225816064-582166702746271744,4.413098474809095,307.484,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1785574187696}",5.458118055555544,,
739910017485897728,1785509059000-642689989225816064-739910017485897728,1785509059000,1785520178000,3,0.0,26.634,0.0,642689989225816064,1785509059000,739910017485897728,MP13P3663,11119000,1785520178000,80.89351658141483,30.64148355356622,,26.72427507034802,1785509059000-642689989225816064-739910017485897728,4.101139547643555,125.665,"{'confidence': 38.7, 'count': 4, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 12262.002275610383, 'std': 3008.646243742355, 'timestamp': 1785544568471}",0.0,,
739919483375714304,1785528426000-642689989225816064-739919483375714304,1785528426000,1785559003000,3,0.0,113.821,0.0,642689989225816064,1785528426000,739919483375714304,MP13P8163,30577000,1785559003000,299.886269129258,113.59328376108257,,113.59328376108257,1785528426000-642689989225816064-739919483375714304,3.3278375928904245,378.02,"{'confidence': 63.8, 'count': 8, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 22474.916258534027, 'std': 4605.73885917666, 'timestamp': 1785587562823}",0.0,,
1515667522240643072,1785466004000-642689989225816064-1515667522240643072,1785466004000,1785496732000,2,0.0,80.717,0.0,642689989225816064,1785466004000,1515667522240643072,MP09BJ5830,30728000,1785496732000,223.4110040930896,84.6253803382915,,80.83961219119247,1785466004000-642689989225816064-1515667522240643072,3.9608802779977808,335.191,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1785537315399}",7.416465277771395,,
