account_id,start_time,vehicle_id,vehicle_plate,duration,end_time,carbon_emission,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,distance,driver_ids,vehicle_device_type,active_driver,adblue_consumed
902855557075959808,1775746323000,1152270135390633984,RJ47GA6196,460000,1775746783000,0.7279652683380419,0.1000000000003638,0.27574441982501585,3.0898177397050106,0.8000000000174623,0.27574441982501585,1775746323000-902855557075959808-1152270135390633984,852.0,,,,
902855557075959808,1775737443000,1152270135390633984,RJ47GA6196,8876000,1775746319000,70.62435723633945,2.449999999999818,26.751650468310395,3.364465310527983,92.60000000000582,26.751650468310395,1775737443000-902855557075959808-1152270135390633984,90005.0,,,,
902855557075959808,1775721344000,1152270135390633984,RJ47GA6196,14270000,1775735614000,134.79262367045735,3.899999999999636,51.05781199638536,3.050346145091879,161.5,51.05781199638536,1775721344000-902855557075959808-1152270135390633984,155744.0,,,,
902855557075959808,1775717438000,1152270135390633984,RJ47GA6196,1634000,1775719072000,6.9046335229703475,0.4000000000005457,2.6153914859736163,5.601838225203964,14.799999999988358,1.7171113490393821,1775717438000-902855557075959808-1152270135390633984,14651.0,,,,
902855557075959808,1775706329000,1152270135390633984,RJ47GA6196,11105000,1775717434000,107.46086248918859,3.050000000000182,40.70487215499568,2.775515411762187,116.20000000001164,40.70487215499568,1775706329000-902855557075959808-1152270135390633984,112977.0,,,,
902855557075959808,1775693796000,1152270135390633984,RJ47GA6196,11173000,1775704969000,96.37984212887424,3.100000000000364,36.50751595790691,3.1052783796824404,117.59999999997672,36.50751595790691,1775693796000-902855557075959808-1152270135390633984,113366.0,,,,
902855557075959808,1775689867000,1152270135390633984,RJ47GA6196,3556000,1775693423000,13.489929916310615,0.9499999999998181,5.109821937996445,2.3550722796259547,12.5,5.109821937996445,1775689867000-902855557075959808-1152270135390633984,12034.0,,,,
902855557075959808,1775683319000,1152270135390633984,RJ47GA6196,364000,1775683683000,0.3800203285185187,0.08356472222222223,0.14394709413580253,0.04168198070285102,0.0,0.14394709413580253,1775683319000-902855557075959808-1152270135390633984,,,,,
901025643674730496,1775698845000,1291421127226163200,NL01AG9585,328000,1775699173000,0.49543844509803914,0.07027777777777779,0.18766607768865118,,0.0,0.18766607768865118,1775698845000-901025643674730496-1291421127226163200,,,,,
901025643674730496,1775737636000,1447671848144732160,RJ14GQ0817,3555000,1775741191000,14.341514442993189,0.9500000000007276,5.432391834467117,4.913673537067014,27.300000000017462,5.432391834467117,1775737636000-901025643674730496-1447671848144732160,26693.0,,,,
901025643674730496,1775735876000,1447671848144732160,RJ14GQ0817,357000,1775736233000,1.4784313501410264,0.08,0.5600118750534191,3.6267088082842256,1.8999999999941792,0.5600118750534191,1775735876000-901025643674730496-1447671848144732160,2031.0,,,,
901025643674730496,1775730225000,1447671848144732160,RJ14GQ0817,160000,1775730385000,0.11745320812500003,0.02666666666666667,0.04448985156250001,0.6068799749100083,,0.04448985156250001,1775730225000-901025643674730496-1447671848144732160,27.0,,,,
901025643674730496,1775729125000,1447671848144732160,RJ14GQ0817,202000,1775729327000,0.18601608701587313,0.03737333333333334,0.07046063902116406,0.3831926643737944,,0.07046063902116406,1775729125000-901025643674730496-1447671848144732160,27.0,,,,
901025643674730496,1775725802000,1447671848144732160,RJ14GQ0817,970000,1775726772000,6.003221731653401,0.1999999999998181,2.2739476256262883,4.082767736325066,9.5,2.2739476256262883,1775725802000-901025643674730496-1447671848144732160,9284.0,,,,
901025643674730496,1775725008000,1447671848144732160,RJ14GQ0817,193000,1775725201000,0.4159510857971015,0.04462888888888889,0.15755722946859904,1.992926640428009,0.1999999999825377,0.15755722946859904,1775725008000-901025643674730496-1447671848144732160,314.0,,,,
