vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,distance,driver_ids,vehicle_device_type,active_driver,adblue_consumed
863411203819438080,1775754283000-632578958264631296-863411203819438080,1775754283000,1775776970000,1,246.869,110.951,2.225027264287839,632578958264631296,1775754283000,863411203819438080,RJ47GA4438,22687000,1775776970000,292.9097235110619,6.199999999999818,110.95065284509919,2.2250342262037845,258.5,110.9506528450992,1775754283000-632578958264631296-863411203819438080,246.869,['829378564599054336'],,829378564599054336,0.0
1083728245179809792,1775715245000-632578958264631296-1083728245179809792,1775715245000,1775731346000,1,206.496,73.881,2.7949811182848094,632578958264631296,1775715245000,1083728245179809792,RJ47GA6241,16101000,1775731346000,195.04519999839502,4.450000000000728,73.88075757514963,2.794990289453347,217.89999999999418,73.88075757514963,1775715245000-632578958264631296-1083728245179809792,206.496,,,,
1083726698509238272,1775732208000-632578958264631296-1083726698509238272,1775732208000,1775748142000,1,204.843,39.602,5.172541790818646,632578958264631296,1775732208000,1083726698509238272,RJ47GA6387,15934000,1775748142000,104.55011751868622,4.399999999999636,39.6023172419266,5.172500355184637,213.30000000001746,33.60836359731766,1775732208000-632578958264631296-1083726698509238272,204.843,,,,
1110856695237574656,1775723970000-632578958264631296-1110856695237574656,1775723970000,1775740632000,1,203.616,66.82,3.0472313678539367,632578958264631296,1775723970000,1110856695237574656,RJ47GA5552,16662000,1775740632000,176.40434467279889,4.549999999999272,66.81982752757533,3.0472392332346474,215.19999999995343,66.81982752757533,1775723970000-632578958264631296-1110856695237574656,203.616,,,,
1050766698002513920,1775694337000-632578958264631296-1050766698002513920,1775694337000,1775710327000,1,202.073,67.859,2.9778363960565293,632578958264631296,1775694337000,1050766698002513920,RJ47GA3882,15990000,1775710327000,179.14683722043495,4.400000000001455,67.85865046228596,2.9778517347955042,206.625,67.85865046228596,1775694337000-632578958264631296-1050766698002513920,202.073,,,,
1067775323560476672,1775721630000-632578958264631296-1067775323560476672,1775721630000,1775737059000,1,188.562,52.838,3.568681630644612,632578958264631296,1775721630000,1067775323560476672,RJ14GP9558,15429000,1775737059000,139.49244010008866,4.25,52.83804549245782,3.568678558083978,196.5,52.83804549245782,1775721630000-632578958264631296-1067775323560476672,188.562,,,,
863411203819438080,1775736892000-632578958264631296-863411203819438080,1775736892000,1775754120000,1,186.879,65.446,2.8554686306267762,632578958264631296,1775736892000,863411203819438080,RJ47GA4438,17228000,1775754120000,172.77864491215644,4.699999999999818,65.44645640611986,2.855448717350647,195.80000000001746,65.44645640611986,1775736892000-632578958264631296-863411203819438080,186.879,['829378564599054336'],,829378564599054336,0.0
1142833661045899264,1775695042000-632578958264631296-1142833661045899264,1775695042000,1775710450000,1,183.541,36.478,5.031553264981633,632578958264631296,1775695042000,1142833661045899264,RJ47GA6293,15408000,1775710450000,96.3024742484522,4.25,36.47820994259553,5.031524306944666,192.5,31.573966121917287,1775695042000-632578958264631296-1142833661045899264,183.541,,,,
1535695002116554752,1775694238000-632578958264631296-1535695002116554752,1775694238000,1775709766000,1,180.301,37.472,4.811619342442357,632578958264631296,1775694238000,1535695002116554752,NL01AK7895,15528000,1775709766000,98.92654001824853,4.299999999999997,37.47217424933656,4.811596967933938,185.84000000000015,37.47217424933656,1775694238000-632578958264631296-1535695002116554752,180.301,,,,
1525526061327056896,1775693060000-632578958264631296-1525526061327056896,1775693060000,1775706580000,1,179.698,45.901,3.914903814731705,632578958264631296,1775693060000,1525526061327056896,NL01AK6559,13520000,1775706580000,121.177961038247,3.6999999999999886,45.9007428175178,3.914925749990676,186.375,45.9007428175178,1775693060000-632578958264631296-1525526061327056896,179.698,,,,
1396881232180019200,1775723324000-632578958264631296-1396881232180019200,1775723324000,1775737814000,1,175.085,56.399,3.1043990141669178,632578958264631296,1775723324000,1396881232180019200,NL01AJ6926,14490000,1775737814000,148.89380245072437,4.0,56.399167594971345,3.1043897891785712,180.375,56.399167594971345,1775723324000-632578958264631296-1396881232180019200,175.085,,,,
1050766698002513920,1775730457000-632578958264631296-1050766698002513920,1775730457000,1775744184000,1,173.678,58.861,2.950646438218855,632578958264631296,1775730457000,1050766698002513920,RJ47GA3882,13727000,1775744184000,155.39231541851626,3.8000000000010914,58.86072553731677,2.9506601968385677,177.5,58.86072553731677,1775730457000-632578958264631296-1050766698002513920,173.678,,,,
873822835015942144,1775732784000-632578958264631296-873822835015942144,1775732784000,1775747291000,1,173.609,32.145,5.400808834966558,632578958264631296,1775732784000,873822835015942144,RJ14GN1589,14507000,1775747291000,84.86304450278035,3.899999999999636,32.145092614689524,5.400793274450388,163.79999999998836,32.145092614689524,1775732784000-632578958264631296-873822835015942144,173.609,['1096406669316849665'],,,1.7073207575920333
