account_id,start_time,vehicle_id,vehicle_plate,duration,end_time,carbon_emission,distance,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,driver_ids,active_driver,adblue_consumed
901025643674730496,1777899938000,1447671848144732160,RJ14GQ0817,8547000,1777908485000,74.02558914762938,92318.0,2.350000000000364,28.03999588925355,3.29236852831998,95.10000000000582,28.03999588925355,1777899938000-901025643674730496-1447671848144732160,,,
901025643674730496,1777898451000,1447671848144732160,RJ14GQ0817,870000,1777899321000,4.82633372789011,5841.0,0.1999999999998181,1.82815671510989,3.1950214944504354,6.0,1.8281567151098903,1777898451000-901025643674730496-1447671848144732160,,,
901025643674730496,1777886342000,1447671848144732160,RJ14GQ0817,10266000,1777896608000,76.06433883875235,116205.0,2.8499999999994543,28.812249560133463,4.033180392855854,119.5,28.812249560133466,1777886342000-901025643674730496-1447671848144732160,,,
901025643674730496,1777869377000,1447671848144732160,RJ14GQ0817,11940000,1777881317000,106.16622645750488,143627.0,3.300000000000182,40.214479718751846,3.5715245106858196,147.89999999999418,40.214479718751846,1777869377000-901025643674730496-1447671848144732160,,,
901025643674730496,1777860526000,1447671848144732160,RJ14GQ0817,6925000,1777867451000,48.249684569221415,65780.0,1.8500000000003638,18.276395670159626,3.599177933502546,67.60000000000582,18.276395670159626,1777860526000-901025643674730496-1447671848144732160,,,
901025643674730496,1777859491000,1447671848144732160,RJ14GQ0817,352000,1777859843000,1.1857004513397433,31.0,0.08,0.44912895884081183,0.06902249207000603,,0.44912895884081183,1777859491000-901025643674730496-1447671848144732160,,,
632578958264631296,1777902773000,1505944797024616448,RJ47GA8532,224000,1777902997000,,,,,,,,1777902773000-632578958264631296-1505944797024616448,,,
632578958264631296,1777900116000,1505944797024616448,RJ47GA8532,232000,1777900348000,,,,,,,,1777900116000-632578958264631296-1505944797024616448,,,
632578958264631296,1777896940000,1505944797024616448,RJ47GA8532,209000,1777897149000,,,,,,,,1777896940000-632578958264631296-1505944797024616448,,,
632578958264631296,1777890648000,1505944797024616448,RJ47GA8532,285000,1777890933000,,,,,,,,1777890648000-632578958264631296-1505944797024616448,,,
632578958264631296,1777889264000,1505944797024616448,RJ47GA8532,268000,1777889532000,,,,,,,,1777889264000-632578958264631296-1505944797024616448,,,
632578958264631296,1777880290000,1505944797024616448,RJ47GA8532,731000,1777881021000,,,,,,,,1777880290000-632578958264631296-1505944797024616448,,,
632578958264631296,1777880055000,1505944797024616448,RJ47GA8532,233000,1777880288000,,,,,,,,1777880055000-632578958264631296-1505944797024616448,,,
632578958264631296,1777874501000,1505944797024616448,RJ47GA8532,5552000,1777880053000,,,,,,,,1777874501000-632578958264631296-1505944797024616448,,,
632578958264631296,1777833457000,1505944797024616448,RJ47GA8532,659000,1777834116000,,,,,,,,1777833457000-632578958264631296-1505944797024616448,,,
1194637793272266752,1777906262000,874238000127541248,RJ47GA4754,659000,1777906921000,1.8753600130122186,,0.1000000000003638,0.710363641292507,,0.0,0.710363641292507,1777906262000-1194637793272266752-874238000127541248,,,0.0
