account_id,start_time,vehicle_id,vehicle_plate,duration,end_time,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,distance,carbon_emission,driver_ids,vehicle_device_type,active_driver,adblue_consumed
632578958264631296,1773531871000,1083726988146900992,RJ47GA6307,1731000,1773533602000,0.4499999999998181,5.268008962175395,2.827443936968777,15.60000000000582,5.268008962175395,1773531871000-632578958264631296-1083726988146900992,14895.0,,,,,
902855557075959808,1773580395000,1152270135390633984,RJ47GA6196,7066000,1773587461000,1.9500000000007276,18.118241949743553,3.3790806067067978,63.30000000001746,18.118241949743553,1773580395000-902855557075959808-1152270135390633984,61223.0,,,,,
902855557075959808,1773572042000,1152270135390633984,RJ47GA6196,5214000,1773577256000,1.3999999999996362,14.294746604051463,3.5759290749170924,52.89999999999418,14.294746604051463,1773572042000-902855557075959808-1152270135390633984,51117.0,,,,,
902855557075959808,1773565083000,1152270135390633984,RJ47GA6196,6586000,1773571669000,1.800000000000182,18.277528576556577,3.786781112670512,71.5,18.277528576556577,1773565083000-902855557075959808-1152270135390633984,69213.0,,,,,
902855557075959808,1773554191000,1152270135390633984,RJ47GA6196,9317000,1773563508000,2.550000000000182,27.475127115337187,3.4398384984083497,97.89999999999418,27.475127115337187,1773554191000-902855557075959808-1152270135390633984,94510.0,,,,,
902855557075959808,1773553576000,1152270135390633984,RJ47GA6196,170000,1773553746000,0.020503055555555556,0.047976230392156864,1.313150272229375,,0.04797623039215686,1773553576000-902855557075959808-1152270135390633984,63.0,,,,,
902855557075959808,1773551608000,1152270135390633984,RJ47GA6196,363000,1773551971000,0.07780083333333333,0.10407102386229325,0.09608822541452074,0.10000000000582077,0.10407102386229325,1773551608000-902855557075959808-1152270135390633984,,,,,,
902855557075959808,1773551129000,1152270135390633984,RJ47GA6196,183000,1773551312000,0.01487722222222222,0.04307351805555556,0.3946740542082879,,0.04307351805555556,1773551129000-902855557075959808-1152270135390633984,17.0,,,,,
902855557075959808,1773548859000,1152270135390633984,RJ47GA6196,2266000,1773551125000,0.6000000000003638,5.026771111086917,2.7269990411471072,14.199999999982538,5.026771111086917,1773548859000-902855557075959808-1152270135390633984,13708.0,,,,,
901025643674730496,1773587710000,1291421127226163200,NL01AG9585,726000,1773588436000,0.1499999999996362,0.36015382759520037,,0.0,0.36015382759520037,1773587710000-901025643674730496-1291421127226163200,,,,,,
901025643674730496,1773580334000,1291421127226163200,NL01AG9585,274000,1773580608000,0.05275361111111111,0.2021707835097001,0.3957050500136268,0.0,0.2021707835097001,1773580334000-901025643674730496-1291421127226163200,,,,,,
901025643674730496,1773570208000,1291421127226163200,NL01AG9585,774000,1773570982000,0.1999999999998181,0.8850254832103363,2.319707216285976,2.0,0.8850254832103363,1773570208000-901025643674730496-1291421127226163200,2053.0,,,,,
901025643674730496,1773564639000,1291421127226163200,NL01AG9585,200000,1773564839000,0.03385777777777778,0.11202956611842108,0.6248350540428441,,0.11202956611842108,1773564639000-901025643674730496-1291421127226163200,70.0,0.29575805455263166,,,,
901025643674730496,1773563019000,1291421127226163200,NL01AG9585,223000,1773563242000,0.041759722222222226,0.1235631450922266,0.3075350661529138,,0.1235631450922266,1773563019000-901025643674730496-1291421127226163200,38.0,,,,,
901025643674730496,1773561862000,1291421127226163200,NL01AG9585,155000,1773562017000,0.025972222222222223,0.08228683073870573,1.1301929988689559,,0.08228683073870573,1773561862000-901025643674730496-1291421127226163200,93.0,,,,,
901025643674730496,1773559810000,1291421127226163200,NL01AG9585,1838000,1773561648000,0.5,3.242098393895346,3.375591567673214,10.799999999988358,3.242098393895346,1773559810000-901025643674730496-1291421127226163200,10944.0,,,,,
901025643674730496,1773555683000,1291421127226163200,NL01AG9585,2227000,1773557910000,0.5500000000001819,3.203845154067273,3.2485964519187425,10.5,3.203845154067273,1773555683000-901025643674730496-1291421127226163200,10408.0,8.4581512067376,,,,
901025643674730496,1773552126000,1291421127226163200,NL01AG9585,167000,1773552293000,0.025972222222222223,0.08561813186813189,1.6351676560243862,,0.08561813186813189,1773552126000-901025643674730496-1291421127226163200,140.0,,,,,
901025643674730496,1773551906000,1291421127226163200,NL01AG9585,194000,1773552100000,0.03135416666666667,0.07755376797385624,0.7478682405160777,,0.07755376797385624,1773551906000-901025643674730496-1291421127226163200,58.0,,,,,
901025643674730496,1773549037000,1291421127226163200,NL01AG9585,296000,1773549333000,0.05638888888888889,0.25005791293103447,0.07198332493866878,0.10000000000582077,0.25005791293103447,1773549037000-901025643674730496-1291421127226163200,18.0,,,,,
901025643674730496,1773546666000,1291421127226163200,NL01AG9585,193000,1773546859000,0.031076388888888886,0.11777842836257314,0.2971681698133618,,0.11777842836257314,1773546666000-901025643674730496-1291421127226163200,35.0,,,,,
901025643674730496,1773544628000,1291421127226163200,NL01AG9585,978000,1773545606000,0.25,1.5629306913932903,1.670579517299259,2.6000000000058208,1.5629306913932903,1773544628000-901025643674730496-1291421127226163200,2611.0,,,,,
901025643674730496,1773591064000,1447671848144732160,RJ14GQ0817,5423000,1773596487000,1.4500000000007276,16.49437321007651,3.356720458233355,56.79999999998836,16.49437321007651,1773591064000-901025643674730496-1447671848144732160,55367.0,,,,,
901025643674730496,1773583341000,1447671848144732160,RJ14GQ0817,6875000,1773590216000,1.8999999999996362,17.614772889660983,4.494863515752307,81.10000000000582,17.614772889660983,1773583341000-901025643674730496-1447671848144732160,79176.0,,,,,
901025643674730496,1773579253000,1447671848144732160,RJ14GQ0817,1877000,1773581130000,0.5,5.129018557355019,2.1696158583872607,11.39999999999418,5.129018557355019,1773579253000-901025643674730496-1447671848144732160,11128.0,,,,,
901025643674730496,1773571145000,1447671848144732160,RJ14GQ0817,7580000,1773578725000,2.100000000000364,25.26346069615497,2.9941266127293678,77.5,25.26346069615497,1773571145000-901025643674730496-1447671848144732160,75642.0,,,,,
901025643674730496,1773562128000,1447671848144732160,RJ14GQ0817,7013000,1773569141000,1.8999999999996362,29.016437059859758,2.2955954193337456,68.39999999999418,29.016437059859758,1773562128000-901025643674730496-1447671848144732160,66610.0,,,,,
901025643674730496,1773556204000,1447671848144732160,RJ14GQ0817,5657000,1773561861000,1.5,16.488378387664476,3.655423146104626,61.60000000000582,16.488378387664476,1773556204000-901025643674730496-1447671848144732160,60272.0,,,,,
901025643674730496,1773556108000,1447671848144732160,RJ14GQ0817,91000,1773556199000,0.021297222222222224,0.19806416666666665,1.8377882588555057,,0.19806416666666665,1773556108000-901025643674730496-1447671848144732160,364.0,,,,,
901025643674730496,1773539599000,1447671848144732160,RJ14GQ0817,14569000,1773554168000,4.0,55.61994741375543,2.9727823863261706,169.89999999999418,55.61994741375543,1773539599000-901025643674730496-1447671848144732160,165346.0,,,,,
901025643674730496,1773538880000,1447671848144732160,RJ14GQ0817,386000,1773539266000,0.09016666666666667,0.17912113599887752,0.7760111570578196,0.10000000000582077,0.17912113599887752,1773538880000-901025643674730496-1447671848144732160,139.0,,,,,
901025643674730496,1773538593000,1447671848144732160,RJ14GQ0817,283000,1773538876000,0.06583388888888889,0.13158586494708996,,0.0,0.13158586494708996,1773538593000-901025643674730496-1447671848144732160,,,,,,
632578958264631296,1773580070000,1500848886552461312,NL01AK3124,8243000,1773588313000,,,,,,1773580070000-632578958264631296-1500848886552461312,93544.0,,,c,,
632578958264631296,1773572631000,1500848886552461312,NL01AK3124,2217000,1773574848000,,,,,,1773572631000-632578958264631296-1500848886552461312,21140.0,,,c,,
632578958264631296,1773563639000,1500848886552461312,NL01AK3124,5421000,1773569060000,,,,,,1773563639000-632578958264631296-1500848886552461312,54604.0,,,c,,
632578958264631296,1773561319000,1500848886552461312,NL01AK3124,574000,1773561893000,,,,,,1773561319000-632578958264631296-1500848886552461312,2876.0,,,c,,
632578958264631296,1773558832000,1500848886552461312,NL01AK3124,2211000,1773561043000,,,,,,1773558832000-632578958264631296-1500848886552461312,21907.0,,,c,,
632578958264631296,1773557262000,1500848886552461312,NL01AK3124,1172000,1773558434000,,,,,,1773557262000-632578958264631296-1500848886552461312,11112.0,,,c,,
632578958264631296,1773545385000,1500848886552461312,NL01AK3124,6763000,1773552148000,,,,,,1773545385000-632578958264631296-1500848886552461312,85465.0,,,c,,
632578958264631296,1773543863000,1500848886552461312,NL01AK3124,52000,1773543915000,,,,,,1773543863000-632578958264631296-1500848886552461312,151.0,,,c,,
632578958264631296,1773541218000,1500848886552461312,NL01AK3124,1473000,1773542691000,,,,,,1773541218000-632578958264631296-1500848886552461312,9573.0,,,c,,
632578958264631296,1773537681000,1500848886552461312,NL01AK3124,2498000,1773540179000,,,,,,1773537681000-632578958264631296-1500848886552461312,21627.0,,,c,,
632578958264631296,1773579750000,1505944797024616448,RJ47GA8532,7590000,1773587340000,,,,,,1773579750000-632578958264631296-1505944797024616448,,,,,,
632578958264631296,1773566225000,1505944797024616448,RJ47GA8532,11578000,1773577803000,,,,,,1773566225000-632578958264631296-1505944797024616448,,,,,,
632578958264631296,1773564557000,1505944797024616448,RJ47GA8532,892000,1773565449000,,,,,,1773564557000-632578958264631296-1505944797024616448,,,,,,
632578958264631296,1773555436000,1505944797024616448,RJ47GA8532,325000,1773555761000,,,,,,1773555436000-632578958264631296-1505944797024616448,,,,,,
