tags,id,start_time,end_time,account_id,vehicle_id,driver_id,driver_type,trip_id,driver_session_id,distance,mileage,loss,idling_alert_fuel_consumed,ready,alert_breath_test_duration,alert_breath_test_count,alert_camera_tampered_duration,alert_camera_tampered_count,alert_distracted_driving_duration,alert_distracted_driving_count,alert_drowsiness_duration,alert_drowsiness_count,alert_emergency_recording_duration,alert_emergency_recording_count,alert_eyes_closed_duration,alert_eyes_closed_count,alert_fcw_duration,alert_fcw_count,alert_lane_departure_warning_duration,alert_lane_departure_warning_count,alert_mobile_phone_duration,alert_mobile_phone_count,alert_pcw_duration,alert_pcw_count,alert_sd_card_tampered_duration,alert_sd_card_tampered_count,alert_seatbelt_violation_duration,alert_seatbelt_violation_count,alert_tailgating_duration,alert_tailgating_count,alert_smoking_duration,alert_smoking_count,alert_idling_duration,alert_idling_count,alert_over_speed_duration,alert_over_speed_count,alert_speeding_duration,alert_speeding_count,alert_freerun_duration,alert_freerun_count,alert_over_acc_duration,alert_over_acc_count,alert_hard_brake_duration,alert_hard_brake_count,alert_unscheduled_driving_duration,alert_unscheduled_driving_count,alert_slow_running_duration,alert_slow_running_count,alert_continuous_driving_duration,alert_continuous_driving_count,alert_fuel_chori_amount,alert_fuel_chori_count,alert_def_chori_amount,alert_def_chori_count,accident_count,unresolved_alerts_count,day_driving_duration,night_driving_duration,driver_idle_duration_before_trip,vehicle_idle_duration_before_trip,total_alerts_count,gear_utilization,peak_torque_range,fuel_smart_mode,terrain,uphill_slope,engine_load,engine_hours,fuel_consumed,adblue_consumed,avg_speed,last_gear_utilization,last_two_gear_utilization,below_ptr_duration,between_ptr_duration,above_ptr_duration,alert_stoppage_duration,alert_stoppage_count,last_gear_utilization_duration,last_two_gear_utilization_duration,total_gear_utilization_duration,first_gear_pickup_count,second_gear_pickup_count,third_and_higher_gear_pickup_count,accounts_with_access,unresolved_idling_count,unresolved_over_speed_count,unresolved_speeding_count,unresolved_freerun_count,unresolved_over_acc_count,unresolved_hard_brake_count,unresolved_unscheduled_driving_count,unresolved_slow_running_count,unresolved_continuous_driving_count,unresolved_fuel_chori_count,unresolved_def_chori_count,unresolved_breath_test_count,unresolved_camera_tampered_count,unresolved_distracted_driving_count,unresolved_drowsiness_count,unresolved_emergency_recording_count,unresolved_eyes_closed_count,unresolved_fcw_count,unresolved_lane_departure_warning_count,unresolved_mobile_phone_count,unresolved_pcw_count,unresolved_sd_card_tampered_count,unresolved_seatbelt_violation_count,unresolved_tailgating_count,unresolved_smoking_count
[],1334833384924381184-1789084676000,1789084676000,1789092918000,649034868264558592,1334833384924381184,1510268287898877952,verified_drivers,1789084676000-649034868264558592-1334833384924381184,,107.316,3.19,,0.0,,0,0,0,0,85.202,5,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,30,5,0,0,0,0,0,0,0,0,0,0,0,10,2718,5524,8.0,8,10,"{'fifth_gear_duration': 13.760185389999688, 'first_gear_duration': 1.7312117152910356, 'sixth_gear_duration': 55.96884660673707, 'third_gear_duration': 8.548116938989082, 'fourth_gear_duration': 16.703011131817593, 'second_gear_duration': 3.2886282171655368}",,"{'MODE_HEAVY': 0, 'MODE_LIGHT': 0, 'MODE_TURBO': 100}","{'up': 28.68953908609336, 'down': 42.83380365364622, 'plane': 28.476657260260417}",1.2828829,53.68,2.25,33.638,,46.874252,55.968845,69.729034,924247.0,2277892.0,1578848.0,,,3537.277,4406.932,6320.082,8.0,5.0,0.0,['649034868264558592'],,,,,,5.0,,,,,,,,5.0,,,,,,,,,,,
[],1552709347677569024-1789084438000,1789084438000,1789084874000,649034868264558592,1552709347677569024,1599211772714156032,unverified_drivers,1789065970000-649034868264558592-1552709347677569024,,7.2,3.031,,0.0,,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,4,1,34,4,0,0,0,0,0,0,0,0,0,0,0,5,0,436,16693.0,1,5,,,"{'MODE_HEAVY': 9.34319146557515, 'MODE_LIGHT': 0, 'MODE_TURBO': 90.65680853442485}",,,51.89,0.1,2.376,,59.449543,,,,,,,,,,,,,,['649034868264558592'],,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,
[],933044705925529600-1789084203000,1789084203000,1789092310000,649034868264558592,933044705925529600,1410694615215898624,verified_drivers,1789084203000-649034868264558592-933044705925529600,,94.09,3.283,,0.0,,0,0,0,0,195.559,5,0.0,0,0,0,14.817,2,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,2110,5997,1000.0,1000,8,,,,,,52.71,2.2565835,28.663,,41.78167,,,,,,,,,,,,,,['649034868264558592'],,,,,,1.0,,,,,,,,5.0,,,2.0,,,,,,,,
[],1334833384924381184-1789084177000,1789084177000,1789084668000,649034868264558592,1334833384924381184,1510268287898877952,verified_drivers,1789066152000-649034868264558592-1334833384924381184,,2.475,1.31,,0.0,,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,23531.0,1,0,,,"{'MODE_HEAVY': 0, 'MODE_LIGHT': 0, 'MODE_TURBO': 100}",,,,0.06833139,1.889,,18.146639,,,,,,,,,,,,,,['649034868264558592'],,,,,,,,,,,,,,,,,,,,,,,,,
[],1192134642870779904-1789084094000,1789084094000,1789093361000,649034868264558592,1192134642870779904,1408898239079383040,verified_drivers,1789066027000-649034868264558592-1192134642870779904,,132.09,3.433,,0.0,,0,0,0,0,27.785,2,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,0,0,0,7,3161,6106,95263.0,1,7,,,,,,46.89,1.0,38.48,,51.313694,,,,,,,,,,,,,,['649034868264558592'],,,,,,5.0,,,,,,,,2.0,,,,,,,,,,,
[],1552709347677569024-1789084039000,1789084039000,1789084437000,649034868264558592,1552709347677569024,1538292211936919552,verified_drivers,1789065970000-649034868264558592-1552709347677569024,,5.945,3.715,,0.0,,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,2,0,398,30543.0,1,2,,,"{'MODE_HEAVY': 0, 'MODE_LIGHT': 0, 'MODE_TURBO': 100}",,,,0.0928925,1.6,,53.77387,,,,,,,,,,,,,,['649034868264558592'],,,,,,2.0,,,,,,,,,,,,,,,,,,,
[],1494312585351135232-1789083950000,1789083950000,1789091591000,649034868264558592,1494312585351135232,,,1789083950000-649034868264558592-1494312585351135232,,119.512,2.684,,0.71,,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,2.115,1,0,0,118.142,2,0,0,0,0,0,0,0.0,0,0.0,0,1483.25,1,1117,21,0,0,0,0,4,1,18,4,0,0,0,0,0,0,0,0,0,0,0,30,1391,6250,,1,30,"{'fifth_gear_duration': 0.6940378840815093, 'first_gear_duration': 0.09914826915450133, 'ninth_gear_duration': 6.496572302694944, 'sixth_gear_duration': 0.892334422390512, 'tenth_gear_duration': 9.589054031085343, 'third_gear_duration': 0.297444807463504, 'eighth_gear_duration': 3.677928651016978, 'fourth_gear_duration': 0.5335121149742215, 'second_gear_duration': 0.297444807463504, 'seventh_gear_duration': 1.841324998583596, 'twelfth_gear_duration': 52.021680421521786, 'eleventh_gear_duration': 23.5595172895696}",,,"{'up': 47.94412180775817, 'down': 20.71420594147867, 'plane': 31.341672250763153}",0.8609328,51.71,2.057778,44.52,,56.307186,52.02168,75.5812,718250.0,2571200.0,357750.0,,,2754.6,4002.1,5295.1,,,,['649034868264558592'],1.0,21.0,,,1.0,4.0,,,,,,,,,,,,1.0,,2.0,,,,,
[],1268893877926887424-1789083792000,1789083792000,1789088990000,649034868264558592,1268893877926887424,1511002494879137792,verified_drivers,1789083792000-649034868264558592-1268893877926887424,,72.32,2.857,,0.0,,0,0,0,0,0.0,0,0.0,0,0,0,390.416,3,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,550,12,0,0,0,0,0,0,42,8,0,0,0,0,0,0,0,0,0,0,0,23,0,5198,351.0,2,23,,,,,,50.55,1.4252778,25.312,,50.086956,,,,,,,,,,,,,,['649034868264558592'],,12.0,,,,8.0,,,,,,,,,,,3.0,,,,,,,,
[],1268893877926887424-1789083443000,1789083443000,1789083790000,649034868264558592,1268893877926887424,,,1789083443000-649034868264558592-1268893877926887424,,1.909,1.018,,0.0,,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,,2,0,,,,,,50.2,0.08975,1.875,,19.805187,,,,,,,,,,,,,,['649034868264558592'],,,,,,,,,,,,,,,,,,,,,,,,,
[],1406646524208742400-1789083285000,1789083285000,1789087856000,649034868264558592,1406646524208742400,,,1789083285000-649034868264558592-1406646524208742400,,51.27,3.476,,0.65,,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,1289.0,1,243,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,4571,,1,5,"{'fifth_gear_duration': 2.7868852459016393, 'first_gear_duration': 0.16393442622950818, 'ninth_gear_duration': 6.065573770491803, 'sixth_gear_duration': 2.622950819672131, 'tenth_gear_duration': 11.967213114754099, 'third_gear_duration': 1.1475409836065573, 'eighth_gear_duration': 5.409836065573771, 'fourth_gear_duration': 1.3114754098360655, 'second_gear_duration': 0.819672131147541, 'seventh_gear_duration': 2.622950819672131, 'twelfth_gear_duration': 36.39344262295082, 'eleventh_gear_duration': 28.688524590163933}",,,"{'up': 49.86067090680905, 'down': 50.139329093190945, 'plane': 0}",1.4091505,44.33,0.8164022,14.751,,40.37891,36.393444,65.08197,354000.0,909000.0,57000.0,,,666.0,1191.0,1830.0,,,,['649034868264558592'],1.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,
