vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,fuel_consumed,odo_distance_km,raw_fuel_consumed,id,mileage,distance,load_estimation,engine_hours,active_driver,driver_ids
1429476090367180800,1785687573000-642689989225816064-1429476090367180800,1785687573000,1785729156000,4,646.5,160.504,4.027936998454868,642689989225816064,1785687573000,1429476090367180800,MP09AN1563,41583000,1785729156000,424.46641661022346,160.78273356447858,651.5000000000582,160.78100000000268,1785687573000-642689989225816064-1429476090367180800,3.9124536948349027,629.055,"{'confidence': 90.1, 'count': 109, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 16110.042816181387, 'std': 3322.88800045665, 'timestamp': 1785729215901}",11.050000000000182,,
1439682401377714176,1785688534000-642689989225816064-1439682401377714176,1785688534000,1785721504000,4,436.4,130.512,3.3437538310653423,642689989225816064,1785688534000,1439682401377714176,mp09an6583,32970000,1785721504000,344.6692370083794,130.55652916984067,439.69999999998254,130.55652916984067,1785688534000-642689989225816064-1439682401377714176,3.26691436048476,426.517,"{'confidence': 83.5, 'count': 52, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 16557.313970045507, 'std': 3948.3227280915185, 'timestamp': 1785721507245}",9.050000000000182,,
1430193762327330816,1785695491000-642689989225816064-1430193762327330816,1785695491000,1785723618000,1,422.154,109.107,3.8691742967912233,642689989225816064,1785695491000,1430193762327330816,MP09AN2545,28127000,1785723618000,288.0431397561581,109.10724990763563,436.0999999999767,109.09955475125355,1785695491000-642689989225816064-1430193762327330816,3.869165434536871,422.154,"{'confidence': 83.8, 'count': 58, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 15493.86091364791, 'std': 3813.562563507044, 'timestamp': 1785723623558}",7.600000000001273,,
1440684104986132480,1785687231000-642689989225816064-1440684104986132480,1785687231000,1785719708000,1,415.174,119.238,3.481893356144853,642689989225816064,1785687231000,1440684104986132480,MP09AN6571,32477000,1785719708000,314.7877062346404,119.23776751312136,427.5,119.23776751312136,1785687231000-642689989225816064-1440684104986132480,3.481900145055238,415.174,"{'confidence': 82.8, 'count': 31, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 15135.909247088028, 'std': 2894.47222512024, 'timestamp': 1785719713025}",8.900000000000546,,
1425525382987120640,1785694626000-642689989225816064-1425525382987120640,1785694626000,1785718938000,2,408.1,110.457,3.69465040694569,642689989225816064,1785694626000,1425525382987120640,MP09AM6115,24312000,1785718938000,293.20632000000506,111.06300000000192,409.30000000001746,111.06300000000192,1785694626000-642689989225816064-1425525382987120640,3.5525872702879733,394.561,"{'confidence': 82.8, 'count': 50, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 14588.54450235722, 'std': 3547.796724425828, 'timestamp': 1785718944442}",6.550000000000182,,
1326601740895649792,1785656839000-642689989225816064-1326601740895649792,1785656839000,1785690027000,1,405.318,146.809,2.760852536288647,642689989225816064,1785656839000,1326601740895649792,MP09DT3654,33188000,1785690027000,387.5767221307926,146.80936444348202,401.5200000000186,146.80936444348202,1785656839000-642689989225816064-1326601740895649792,2.760845682674673,405.318,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1785690033022}",9.170833333333576,,
1326601941924446208,1785665255000-642689989225816064-1326601941924446208,1785665255000,1785696900000,1,393.76,126.826,3.1047261602510527,642689989225816064,1785665255000,1326601941924446208,MP09BN3854,31645000,1785696900000,334.820332060981,126.82588335643219,390.74000000000524,126.82588335643217,1785665255000-642689989225816064-1326601941924446208,3.1047290157118375,393.76,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1785696972441}",8.74194444444447,,
1326602160833560576,1785660336000-642689989225816064-1326602160833560576,1785660336000,1785692315000,1,393.654,143.264,2.7477524011614918,642689989225816064,1785660336000,1326602160833560576,MP09DT3645,31979000,1785692315000,378.21565309790066,143.263504961326,389.35999999998603,143.263504961326,1785660336000-642689989225816064-1326602160833560576,2.7477618958594303,393.654,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1785692320400}",8.85527777777861,,
566305663035146240,1785636539000-642689989225816064-566305663035146240,1785636539000,1785665550000,1,391.36,83.209,4.70333737937002,642689989225816064,1785636539000,566305663035146240,MP09AF2754,29011000,1785665550000,219.67119726002497,83.20878684091855,,69.29392423611111,1785636539000-642689989225816064-566305663035146240,4.703349428086431,391.36,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1785665614276}",5.056913333333329,,
718907611667234816,1785651700000-642689989225816064-718907611667234816,1785651700000,1785682024000,1,389.33,149.28,2.608051982851018,642689989225816064,1785651700000,718907611667234816,MP09DK6372,30324000,1785682024000,394.09985428146064,149.2802478338866,387.2083348201122,149.2802478338866,1785651700000-642689989225816064-718907611667234816,2.6080476529837466,389.33,"{'confidence': 57.1, 'count': 4, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 18355.25942228715, 'std': 3153.1188737344046, 'timestamp': 1785682042024}",0.0,,
