vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,distance,engine_hours,active_driver,driver_ids
1326602160833560576,1784717029000-642689989225816064-1326602160833560576,1784717029000,1784734052000,1,197.026,55.145,3.5728715205367667,642689989225816064,1784717029000,1326602160833560576,MP09DT3645,17023000,1784734052000,145.5836274381555,55.14531342354375,3.572851213787493,194.79999999993015,55.14531342354375,1784717029000-642689989225816064-1326602160833560576,197.026,4.680000000000291,,
1326601999923281920,1784699650000-642689989225816064-1326601999923281920,1784699650000,1784713934000,1,197.025,59.879,3.2903856109821477,642689989225816064,1784699650000,1326601999923281920,MP09DZ9027,14284000,1784713934000,158.08129145017145,59.879277064458876,3.2903703862006624,194.71999999997206,59.879277064458876,1784699650000-642689989225816064-1326601999923281920,197.025,3.9402777777777374,,
1326601836949405696,1784701016000-642689989225816064-1326601836949405696,1784701016000,1784715450000,1,196.929,59.99,3.2826971161860308,642689989225816064,1784701016000,1326601836949405696,MP09DY9036,14434000,1784715450000,158.37272851469072,59.9896698919283,3.2827151800429744,196.03999999997905,59.9896698919283,1784701016000-642689989225816064-1326601836949405696,196.929,3.968611111111386,,
1515667522240643072,1784722323000-642689989225816064-1515667522240643072,1784722323000,1784743204000,1,196.718,44.164,4.454261389366905,642689989225816064,1784722323000,1515667522240643072,MP09BJ5830,20881000,1784743204000,116.59182474385409,44.16356997873261,4.454304760569207,,33.68555461390775,1784722323000-642689989225816064-1515667522240643072,196.718,3.468305555555565,,
1326601836949405696,1784738672000-642689989225816064-1326601836949405696,1784738672000,1784753256000,2,196.64000000000001,54.372,3.6165673508423457,642689989225816064,1784738672000,1326601836949405696,MP09DY9036,14584000,1784753256000,143.66198448788572,54.41741836662338,3.65901224233977,198.1600000000326,54.41741836662338,1784738672000-642689989225816064-1326601836949405696,199.114,3.9961111111115315,,
1533070725588451328,1784688003000-642689989225816064-1533070725588451328,1784688003000,1784702003000,1,196.034,52.62,3.725465602432535,642689989225816064,1784688003000,1533070725588451328,MP09BQ7645,14000000,1784702003000,138.9155278217178,52.61951811428705,3.7254997199750792,,52.61951811428705,1784688003000-642689989225816064-1533070725588451328,196.034,3.851666666666688,,
1326601941924446208,1784685217000-642689989225816064-1326601941924446208,1784685217000,1784699468000,1,196.021,59.441,3.2977406167460166,642689989225816064,1784685217000,1326601941924446208,MP09BN3854,14251000,1784699468000,156.92403632645198,59.44092285092878,3.2977448969222576,194.27999999999884,59.44092285092878,1784685217000-642689989225816064-1326601941924446208,196.021,3.931111111111022,,
1326601969871093760,1784682987000-642689989225816064-1326601969871093760,1784682987000,1784696938000,1,196.002,59.496,3.2943727309398954,642689989225816064,1784682987000,1326601969871093760,MP09BN3893,13951000,1784696938000,157.06991814061956,59.496181113871046,3.2943627024542548,194.64999999999418,59.496181113871046,1784682987000-642689989225816064-1326601969871093760,196.002,3.8427777777776555,,
1557834733679804416,1784686737000-642689989225816064-1557834733679804416,1784686737000,1784701617000,1,195.931,53.204,3.682636643861364,642689989225816064,1784686737000,1557834733679804416,MP09BQ8967,14880000,1784701617000,140.4586056443136,53.20401728951273,3.682635447128554,,53.20401728951273,1784686737000-642689989225816064-1557834733679804416,195.931,4.0961111111110995,,
1326601875818020864,1784679114000-642689989225816064-1326601875818020864,1784679114000,1784693443000,1,195.921,53.19,3.6834179357021997,642689989225816064,1784679114000,1326601875818020864,MP09BN1094,14329000,1784693443000,140.42254795131842,53.19035907246909,3.683393070031128,,53.19035907246909,1784679114000-642689989225816064-1326601875818020864,195.921,3.9430555555554747,,
1533070673256120320,1784688411000-642689989225816064-1533070673256120320,1784688411000,1784703686000,1,195.921,51.212,3.8256853862376,642689989225816064,1784688411000,1533070673256120320,MP09BQ7694,15275000,1784703686000,135.19881165170503,51.211671080191294,3.825709957662021,194.23999999999796,51.211671080191294,1784688411000-642689989225816064-1533070673256120320,195.921,4.18777777777791,,
1326601740895649792,1784702391000-642689989225816064-1326601740895649792,1784702391000,1784718197000,1,195.876,63.343,3.0923069636739653,642689989225816064,1784702391000,1326601740895649792,MP09DT3654,15806000,1784718197000,167.2267468642941,63.34346472132352,3.0922842768665544,194.31999999994878,63.34346472132352,1784702391000-642689989225816064-1326601740895649792,195.876,4.341388888889924,,
1326602092428656640,1784713982000-642689989225816064-1326602092428656640,1784713982000,1784729281000,1,195.837,55.211,3.5470648964880187,642689989225816064,1784713982000,1326602092428656640,MP09DT9054,15299000,1784729281000,145.756122602354,55.21065250089166,3.547087221924015,194.5199999999022,55.21065250089166,1784713982000-642689989225816064-1326602092428656640,195.837,4.218888888888614,,
1326601705701244928,1784715558000-642689989225816064-1326601705701244928,1784715558000,1784731541000,1,195.818,59.864,3.2710477081384477,642689989225816064,1784715558000,1326601705701244928,MP09DU7263,15983000,1784731541000,158.0421414570043,59.86444752159254,3.2710232551527403,194.59999999997672,59.86444752159254,1784715558000-642689989225816064-1326601705701244928,195.818,4.411111111110586,,
1429476090367180800,1784726223000-642689989225816064-1429476090367180800,1784726223000,1784742569000,3,195.6,52.839,3.7018111622097316,642689989225816064,1784726223000,1429476090367180800,MP09AN1563,16346000,1784742569000,139.5802925707039,52.87132294344845,3.6373215061347373,199.29999999998836,52.87132294344845,1784726223000-642689989225816064-1429476090367180800,192.31,4.350000000000364,,
1557834963942899712,1784700428000-642689989225816064-1557834963942899712,1784700428000,1784717585000,1,195.58,60.374,3.2394739457382316,642689989225816064,1784700428000,1557834963942899712,MP09BQ8912,17157000,1784717585000,159.38631626874425,60.37360464725161,3.23949515922938,193.61000000000058,60.37360464725161,1784700428000-642689989225816064-1557834963942899712,195.58,4.710555555555629,,
1326602059092328448,1784689152000-642689989225816064-1326602059092328448,1784689152000,1784704570000,2,195.16,65.912,2.960917587085811,642689989225816064,1784689152000,1326602059092328448,MP09DT9045,15418000,1784704570000,173.9141570110953,65.87657462541489,3.0236696600061803,195.8399999999674,65.87657462541489,1784689152000-642689989225816064-1326602059092328448,199.189,4.249166666666497,,
1326601941924446208,1784745492000-642689989225816064-1326601941924446208,1784745492000,1784759491000,1,194.73,49.872,3.904595765158806,642689989225816064,1784745492000,1326601941924446208,MP09BN3854,13999000,1784759491000,131.66274868376115,49.872253289303465,3.904575934646318,,49.872253289303465,1784745492000-642689989225816064-1326601941924446208,194.73,3.851388888889005,,
1326601875818020864,1784703002000-642689989225816064-1326601875818020864,1784703002000,1784717374000,1,194.679,54.101,3.5984362581098317,642689989225816064,1784703002000,1326601875818020864,MP09BN1094,14372000,1784717374000,142.826688082285,54.10101821298674,3.5984350467043162,193.18000000000757,54.10101821298674,1784703002000-642689989225816064-1326601875818020864,194.679,3.9436111111110677,,
1326601941924446208,1784706239000-642689989225816064-1326601941924446208,1784706239000,1784721073000,1,194.59,62.215,3.127702322591015,642689989225816064,1784706239000,1326601941924446208,MP09BN3854,14834000,1784721073000,164.24767129797445,62.2150270068085,3.1277009648923735,192.875,62.21502700680849,1784706239000-642689989225816064-1326601941924446208,194.59,4.06583333333333,,
1326601999923281920,1784718909000-642689989225816064-1326601999923281920,1784718909000,1784734749000,1,194.562,66.897,2.9083815417731738,642689989225816064,1784718909000,1326601999923281920,MP09DZ9027,15840000,1784734749000,176.6075159471021,66.89678634359927,2.908390830624943,192.44000000000233,66.89678634359927,1784718909000-642689989225816064-1326601999923281920,194.562,4.362499999999272,,
