tags,id,start_time,end_time,account_id,vehicle_id,driver_id,driver_type,trip_id,driver_session_id,distance,mileage,loss,idling_alert_fuel_consumed,ready,alert_breath_test_duration,alert_breath_test_count,alert_camera_tampered_duration,alert_camera_tampered_count,alert_distracted_driving_duration,alert_distracted_driving_count,alert_drowsiness_duration,alert_drowsiness_count,alert_emergency_recording_duration,alert_emergency_recording_count,alert_eyes_closed_duration,alert_eyes_closed_count,alert_fcw_duration,alert_fcw_count,alert_lane_departure_warning_duration,alert_lane_departure_warning_count,alert_mobile_phone_duration,alert_mobile_phone_count,alert_pcw_duration,alert_pcw_count,alert_sd_card_tampered_duration,alert_sd_card_tampered_count,alert_seatbelt_violation_duration,alert_seatbelt_violation_count,alert_tailgating_duration,alert_tailgating_count,alert_smoking_duration,alert_smoking_count,alert_idling_duration,alert_idling_count,alert_over_speed_duration,alert_over_speed_count,alert_speeding_duration,alert_speeding_count,alert_freerun_duration,alert_freerun_count,alert_over_acc_duration,alert_over_acc_count,alert_hard_brake_duration,alert_hard_brake_count,alert_unscheduled_driving_duration,alert_unscheduled_driving_count,alert_slow_running_duration,alert_slow_running_count,alert_continuous_driving_duration,alert_continuous_driving_count,alert_fuel_chori_amount,alert_fuel_chori_count,alert_def_chori_amount,alert_def_chori_count,accident_count,unresolved_alerts_count,day_driving_duration,night_driving_duration,driver_idle_duration_before_trip,vehicle_idle_duration_before_trip,total_alerts_count,gear_utilization,peak_torque_range,fuel_smart_mode,terrain,uphill_slope,engine_load,engine_hours,fuel_consumed,adblue_consumed,avg_speed,last_gear_utilization,last_two_gear_utilization,below_ptr_duration,between_ptr_duration,above_ptr_duration,alert_stoppage_duration,alert_stoppage_count,last_gear_utilization_duration,last_two_gear_utilization_duration,total_gear_utilization_duration,first_gear_pickup_count,second_gear_pickup_count,third_and_higher_gear_pickup_count
[],1207347610021527552-1786665587000,1786665587000,1786665776000,1205841794575630336,1207347610021527552,,,1786665587000-1205841794575630336-1207347610021527552,,0.134,2.114,,0.0,True,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,,25,0,,,,,,,,0.063,,2.552381,,,,,,0,0,,,,,,
[],1262028573498146816-1786665584000,1786665584000,1786669917000,1205841794575630336,1262028573498146816,,,1786665584000-1205841794575630336-1262028573498146816,,17.509,4.635,,0.77,True,0,0,0,0,23.212,2,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,4517.412,1,0.0,0,0,0,1440.248,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4333,,0,4,"{'fifth_gear_duration': 28.418467240976703, 'first_gear_duration': 3.1212654967028066, 'third_gear_duration': 20.04985149158241, 'fourth_gear_duration': 45.487055835149846, 'second_gear_duration': 2.923359935588238}",,,"{'up': 33.16118510464799, 'down': 0, 'plane': 66.838814895352}",0.6827899,34.34,,3.777,,14.547057,28.418467,73.905525,269415.0,1091002.0,0.0,0,0,537.911,1398.9,1892.822,2.0,0.0,0.0
[],1262095452426207232-1786665583000,1786665583000,1786665928000,1205841794575630336,1262095452426207232,,,1786665583000-1205841794575630336-1262095452426207232,,0.194,0.985,,0.0,True,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,345,,0,1,,,,,,,,0.197,,2.0243478,,,,,,1856,1,,,,,,
[],1262198177772077056-1786665583000,1786665583000,1786665808000,1205841794575630336,1262198177772077056,,,1786665583000-1205841794575630336-1262198177772077056,,0.076,1.094,,0.0,True,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,,0,0,,,,,,,0.028472222,0.069,,1.216,,,,,,0,0,,,,,,
[],1207343773206446080-1786665570000,1786665570000,1786665728000,1205841794575630336,1207343773206446080,,,1786665570000-1205841794575630336-1207343773206446080,,0.0,,,0.0,True,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,,0,0,,,,,,,,0.088,,0.0,,,,,,0,0,,,,,,
[],1207341648170713088-1786665562000,1786665562000,1786665899000,1205841794575630336,1207341648170713088,,,1786665562000-1205841794575630336-1207341648170713088,,0.277,1.97,,0.0,True,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,337,,0,1,,,,,,,,0.141,,2.9590504,,,,,,1769,1,,,,,,
[],1262014010006437888-1786665553000,1786665553000,1786665891000,1205841794575630336,1262014010006437888,,,1786665553000-1205841794575630336-1262014010006437888,,0.026,0.203,,0.0,True,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,,0,0,,,,,,,,0.128,,0.2769231,,,,,,0,0,,,,,,
[],1262207033747177472-1786665506000,1786665506000,1786676434000,1205841794575630336,1262207033747177472,1445296447888031744,verified_drivers,1786665506000-1205841794575630336-1262207033747177472,,30.248,4.196,,0.86,True,0,0,0,0,0.0,0,0.0,0,0,0,6.126,1,0.0,0,0,0,0.0,0,0.0,0,0,0,17425.129,2,0.0,0,0,0,3115.753,2,0,0,0,0,0.0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,9,5434,5494,0.0,0,9,"{'fifth_gear_duration': 32.44910763739206, 'first_gear_duration': 3.4200639505468367, 'sixth_gear_duration': 3.1832617536790937, 'third_gear_duration': 18.46666432463685, 'fourth_gear_duration': 33.71316350990596, 'second_gear_duration': 8.767738823839192}",,,"{'up': 0, 'down': 0, 'plane': 100}",,23.43,3.0,7.209,,9.964568,3.1832619,35.63237,3041748.0,1491329.0,0.0,2348,2,193.911,2170.575,6091.582,4.0,24.0,5.0
[],1262052470364831744-1786665505000,1786665505000,1786666084000,1205841794575630336,1262052470364831744,,,1786665505000-1205841794575630336-1262052470364831744,,0.825,2.063,,0.0,True,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,579,,0,1,,,,,,32.52,,0.4,,5.129534,,,,,,481,1,,,,,,
[],1207302141857759232-1786665504000,1786665504000,1786666093000,1205841794575630336,1207302141857759232,,,1786665504000-1205841794575630336-1207302141857759232,,0.0,,,0.0,True,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,,0,0,,,,,,,,0.23,,0.0,,,,,,0,0,,,,,,
