vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,distance,fuel_consumed,mileage,raw_fuel_consumed,id,odo_distance_km,load_estimation,driver_ids,engine_hours
1207339629926154240,1786607519000-1205841794575630336-1207339629926154240,1786607519000,1786618563000,2,90.0,11.883,7.573844988639233,1205841794575630336,1786607519000,1207339629926154240,OD20C5823,11044000,1786618563000,31.391208086990208,86.941,11.890609123859926,7.311736437920788,11.890609123859926,1786607519000-1205841794575630336-1207339629926154240,90.0,,,0.0
1207338603856789504,1786581898000-1205841794575630336-1207338603856789504,1786581898000,1786592079000,2,75.0,16.298000000000002,4.601791630874954,1205841794575630336,1786581898000,1207338603856789504,OD20C5886,10181000,1786592079000,42.819874167400094,72.198,16.219649305833368,4.451267634623525,16.219649305833368,1786581898000-1205841794575630336-1207338603856789504,75.0,"{'confidence': 0, 'count': 2, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 10845.043096631014, 'std': 176.00785551791017, 'timestamp': 1786650863413}",,0.0
1262399706210762752,1786600349000-1205841794575630336-1262399706210762752,1786600349000,1786609931000,2,64.0,11.384,5.621925509486999,1205841794575630336,1786600349000,1262399706210762752,OD11AE3392,9582000,1786609931000,31.68,61.452,12.0,5.1209999999999996,12.0,1786600349000-1205841794575630336-1262399706210762752,65.375,"{'confidence': 0, 'count': 2, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 5663.606628598731, 'std': 1459.254587168806, 'timestamp': 1786732746659}",,2.600000000000364
1262213270287155200,1786608505000-1205841794575630336-1262213270287155200,1786608505000,1786616079000,2,49.25,7.031,7.0046935002133415,1205841794575630336,1786608505000,1262213270287155200,OD34T6536,7574000,1786616079000,18.496324378053718,47.373,7.006183476535498,6.761598544865052,7.006183476535498,1786608505000-1205841794575630336-1262213270287155200,51.0,"{'confidence': 75.4, 'count': 10, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'LOW', 'mean': 5378.383085691984, 'std': 837.4455540811692, 'timestamp': 1786680730390}",,2.050000000000182
1262449046203662336,1786611603000-1205841794575630336-1262449046203662336,1786611603000,1786617866000,2,45.875,7.362,6.231323010051616,1205841794575630336,1786611603000,1262449046203662336,OD11AE3488,6263000,1786617866000,19.458914068029895,43.294,7.370800783344657,5.87371728969107,7.370800783344657,1786611603000-1205841794575630336-1262449046203662336,46.875,,,1.699999999999818
1262013077063204864,1786586323000-1205841794575630336-1262013077063204864,1786586323000,1786592703000,2,38.1,7.59,5.019762845849803,1205841794575630336,1786586323000,1262013077063204864,OD17AB5437,6380000,1786592703000,20.044762147913048,36.586,7.592712934815548,4.818567528378286,7.592712934815549,1786586323000-1205841794575630336-1262013077063204864,38.20000000001164,,,0.0
1262204802662662144,1786616081000-1205841794575630336-1262204802662662144,1786616081000,1786621444000,2,29.75,4.655,6.390977443609022,1205841794575630336,1786616081000,1262204802662662144,OD29M5907,5363000,1786621444000,12.310614784191639,28.409,4.663111660678651,6.092283879787143,4.663111660678651,1786616081000-1205841794575630336-1262204802662662144,30.375,,,1.449999999999818
1262395942196215808,1786618338000-1205841794575630336-1262395942196215808,1786618338000,1786622931000,2,24.25,4.961,4.88812739367063,1205841794575630336,1786618338000,1262395942196215808,OD05BR6981,4593000,1786622931000,13.101357061580934,23.54,4.962635250598838,4.743447545769043,4.962635250598838,1786618338000-1205841794575630336-1262395942196215808,25.0,,,1.25
1207323404718309376,1786609022000-1205841794575630336-1207323404718309376,1786609022000,1786612907000,2,24.0,4.952,4.846526655896607,1205841794575630336,1786609022000,1207323404718309376,OD10X1868,3885000,1786612907000,13.079653067684239,24.826,4.9544140407894846,5.010885201682495,4.9544140407894846,1786609022000-1205841794575630336-1207323404718309376,25.0,,,0.0
1262071077832491008,1786585709000-1205841794575630336-1262071077832491008,1786585709000,1786588915000,2,22.5,3.452,6.5179606025492465,1205841794575630336,1786585709000,1262071077832491008,OD23Q8703,3206000,1786588915000,9.125670326132502,23.325,3.4566933053532205,6.747778278124256,3.4566933053532205,1786585709000-1205841794575630336-1262071077832491008,23.20000000001164,,,0.0
1262202920749760512,1786585407000-1205841794575630336-1262202920749760512,1786585407000,1786588934000,3,22.125,3.229,6.851966553112418,1205841794575630336,1786585407000,1262202920749760512,OD06N1254,3527000,1786588934000,8.532611656699348,23.531,3.232049869961874,7.280518849258219,3.232049869961874,1786585407000-1205841794575630336-1262202920749760512,25.25,,,0.8999999999996362
1262458684584230912,1786580526000-1205841794575630336-1262458684584230912,1786580526000,1786584456000,2,18.0,3.221,5.588326606643899,1205841794575630336,1786580526000,1262458684584230912,OD05BS0536,3930000,1786584456000,8.513216488182726,17.467,3.224703215220729,5.41662250267096,3.224703215220729,1786580526000-1205841794575630336-1262458684584230912,18.625,,,1.050000000000182
1207340356891312128,1786582136000-1205841794575630336-1207340356891312128,1786582136000,1786583704000,2,13.0,1.763,7.37379466817924,1205841794575630336,1786582136000,1207340356891312128,OD20C5882,1568000,1786583704000,4.909247904479638,13.798,1.859563600181681,7.420020481500027,1.654428324898374,1786582136000-1205841794575630336-1207340356891312128,13.0,,,0.0
1207342631755972608,1786608055000-1205841794575630336-1207342631755972608,1786608055000,1786610047000,2,12.0,2.325,5.161290322580645,1205841794575630336,1786608055000,1207342631755972608,OD08V3250,1992000,1786610047000,6.150895605842475,11.074,2.3298846991827555,4.753024904573339,2.3298846991827555,1786608055000-1205841794575630336-1207342631755972608,12.0,,,0.0
1262028728490262528,1786585507000-1205841794575630336-1262028728490262528,1786585507000,1786587444000,2,6.800000000000001,1.072,6.343283582089552,1205841794575630336,1786585507000,1262028728490262528,OD03AA8197,1937000,1786587444000,2.843857890458541,7.249,1.0772188979009625,6.729365790114889,1.0772188979009625,1786585507000-1205841794575630336-1262028728490262528,7.2999999999883585,,,0.0
