vehicle_id,trip_id,start_time,end_time,counts,total_distance,total_fuel_consumed,mean_mileage
1465365829724930048,1784449742000-632578958264631296-1465365829724930048,1784449742000,1784469332000,1,213.221,68.177,3.127462340672074
866245373776101376,1784503269000-632578958264631296-866245373776101376,1784503269000,1784518643000,1,197.263,55.231,3.571599283011352
866648789010612224,1784433618000-632578958264631296-866648789010612224,1784433618000,1784448837000,1,194.429,55.091,3.5292334501098184
1488156479612518400,1784425016000-632578958264631296-1488156479612518400,1784425016000,1784442507000,1,193.388,66.265,2.9184033803667093
1536014633725329408,1784406765000-632578958264631296-1536014633725329408,1784406765000,1784424332000,1,191.212,39.279,4.8680465388630045
1083728870357598208,1784407392000-632578958264631296-1083728870357598208,1784407392000,1784424752000,1,191.075,34.972,5.463656639597391
866245373776101376,1784463913000-632578958264631296-866245373776101376,1784463913000,1784477914000,1,189.34,53.566,3.534704850091476
1571542304466927616,1784470303000-632578958264631296-1571542304466927616,1784470303000,1784487250000,1,186.522,33.24,5.6113718411552345
927153603469115392,1784417469000-632578958264631296-927153603469115392,1784417469000,1784431777000,1,184.475,66.687,2.7662812842083166
944591832124227584,1784442851000-632578958264631296-944591832124227584,1784442851000,1784461124000,1,181.345,78.898,2.298473979061573
1067775974323519488,1784469191000-632578958264631296-1067775974323519488,1784469191000,1784485404000,1,180.897,55.372,3.266939969659756
857602255610707968,1784449858000-632578958264631296-857602255610707968,1784449858000,1784463892000,1,178.666,50.678,3.525514029756502
1156948637754851328,1784437485000-632578958264631296-1156948637754851328,1784437485000,1784451757000,1,178.274,48.58,3.6696994648003294
1131239476161413120,1784462008000-632578958264631296-1131239476161413120,1784462008000,1784477283000,1,177.669,58.462,3.0390510074920463
866245373776101376,1784447327000-632578958264631296-866245373776101376,1784447327000,1784461557000,1,177.39,50.677,3.500404522761805
1067765446171688960,1784463725000-632578958264631296-1067765446171688960,1784463725000,1784479996000,1,175.028,58.8,2.9766666666666666
947582270531698688,1784453133000-632578958264631296-947582270531698688,1784453133000,1784467175000,1,173.882,62.128,2.798770280710791
1536014535985463296,1784469863000-632578958264631296-1536014535985463296,1784469863000,1784484462000,1,173.703,51.553,3.3694062421197604
1536402078727929856,1784449111000-632578958264631296-1536402078727929856,1784449111000,1784461946000,1,173.401,62.583,2.7707364619784927
1076924285072703488,1784434637000-632578958264631296-1076924285072703488,1784434637000,1784447969000,1,173.228,60.721,2.852851567003179
786545248472924160,1784447982000-632578958264631296-786545248472924160,1784447982000,1784461601000,1,172.849,55.192,3.1317763443977387
873109579045535744,1784471323000-632578958264631296-873109579045535744,1784471323000,1784484944000,1,171.115,39.815,4.297752103478589
947582270531698688,1784503829000-632578958264631296-947582270531698688,1784503829000,1784517803000,1,170.49,59.686,2.856448748450223
1067765446171688960,1784447761000-632578958264631296-1067765446171688960,1784447761000,1784462173000,1,170.305,59.965,2.8400733761360795
947093723013971968,1784449330000-632578958264631296-947093723013971968,1784449330000,1784463664000,1,169.088,61.947,2.7295591392642096
1138783076164304896,1784413444000-632578958264631296-1138783076164304896,1784413444000,1784428290000,1,168.564,51.159,3.294904122441799
