trip_id,vehicle_id,start_time,end_time,distance,fuel_consumed
1786763705000-642689989225816064-1326601875818020864,1326601875818020864,1786763705000,1786766048000,14.81,6.951
1786763705000-642689989225816064-1326601875818020864,1326601875818020864,1786766049000,1786779024000,0.0,57.011
1786764578000-642689989225816064-566303952333733888,566303952333733888,1786764578000,1786769329000,0.0,11.889
1786764578000-642689989225816064-566303952333733888,566303952333733888,1786769330000,1786777297000,0.0,32.577
1786784921000-642689989225816064-589014414737289216,589014414737289216,1786784921000,1786788670000,0.0,9.435
1786784921000-642689989225816064-589014414737289216,589014414737289216,1786788671000,1786813264000,0.0,43.227
1786787520000-642689989225816064-566304909352275968,566304909352275968,1786787520000,1786792499000,0.0,15.769
1786787520000-642689989225816064-566304909352275968,566304909352275968,1786792500000,1786810104000,0.0,59.001
1786792272000-642689989225816064-582166702746271744,582166702746271744,1786792272000,1786800837000,0.0,11.606
1786792272000-642689989225816064-582166702746271744,582166702746271744,1786800838000,1786806968000,0.0,13.32
1786792661000-642689989225816064-1326601836949405696,1326601836949405696,1786792661000,1786805970000,158.72,51.97
1786792661000-642689989225816064-1326601836949405696,1326601836949405696,1786805971000,1786808642000,28.84,10.804
1786792661000-642689989225816064-1326601836949405696,1326601836949405696,1786808643000,1786810665000,12.12,5.187
1786800163000-642689989225816064-739471116254314496,739471116254314496,1786800163000,1786821900000,0.0,59.046
1786800163000-642689989225816064-739471116254314496,739471116254314496,1786821901000,1786833407000,0.0,39.348
1786800163000-642689989225816064-739471116254314496,739471116254314496,1786833408000,1786838848000,0.0,21.883
1786800163000-642689989225816064-739471116254314496,739471116254314496,1786838849000,1786846647000,0.0,25.065
1786800302000-642689989225816064-739919483375714304,739919483375714304,1786800302000,1786805753000,0.0,18.345
1786800302000-642689989225816064-739919483375714304,739919483375714304,1786805754000,1786815575000,0.0,29.96
1786806550000-642689989225816064-739497118649024512,739497118649024512,1786806550000,1786830654000,0.0,74.276
1786806550000-642689989225816064-739497118649024512,739497118649024512,1786830655000,1786841642000,0.0,30.486
1786809293000-642689989225816064-1533070516129103872,1533070516129103872,1786809293000,1786816060000,0.0,16.333
1786809293000-642689989225816064-1533070516129103872,1533070516129103872,1786816061000,1786823923000,0.0,18.018
1786809348000-642689989225816064-739915798490906624,739915798490906624,1786809348000,1786818659000,0.0,26.385
1786809348000-642689989225816064-739915798490906624,739915798490906624,1786818660000,1786841310000,0.0,67.415
1786809348000-642689989225816064-739915798490906624,739915798490906624,1786841311000,1786851511000,0.0,30.242
1786809565000-642689989225816064-739928272518774784,739928272518774784,1786809565000,1786828881000,176.375,44.918
1786809565000-642689989225816064-739928272518774784,739928272518774784,1786828882000,1786853883000,177.625,50.312
1786816455000-642689989225816064-1429476090367180800,1429476090367180800,1786816455000,1786832963000,241.0,59.896
1786816455000-642689989225816064-1429476090367180800,1429476090367180800,1786832964000,1786852507000,286.8,65.25
1786821067000-642689989225816064-740159491168796672,740159491168796672,1786821067000,1786828980000,100.5,23.072
1786821067000-642689989225816064-740159491168796672,740159491168796672,1786828981000,1786840317000,172.25,42.706
1786835985000-642689989225816064-1533070725588451328,1533070725588451328,1786835985000,1786838645000,15.88,7.199
1786835985000-642689989225816064-1533070725588451328,1533070725588451328,1786838646000,1786849874000,0.0,46.654
