vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,distance,driver_ids,load_estimation,vehicle_device_type,active_driver,adblue_consumed
947105297703370752,1786534108000-632578958264631296-947105297703370752,1786534108000,1786552812000,1,214.719,72.194,2.9741945314015013,632578958264631296,1786534108000,947105297703370752,RJ47GA3607,18704000,1786552812000,190.59180371589568,5.200000000000728,72.19386504389988,2.9742000912325857,,72.19386504389988,1786534108000-632578958264631296-947105297703370752,214.719,,"{'confidence': 52.6, 'count': 11, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 42680.24810040919, 'std': 13409.68088566814, 'timestamp': 1786635037555}",,,
786246735176400896,1786536447000-632578958264631296-786246735176400896,1786536447000,1786556398000,1,206.717,74.0,2.7934729729729733,632578958264631296,1786536447000,786246735176400896,RJ47GA3340,19951000,1786556398000,195.36,5.5,74.0,2.7934729729729733,231.10000000003492,74.0,1786536447000-632578958264631296-786246735176400896,206.717,['900758004226326541'],"{'confidence': 59.3, 'count': 12, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 53651.34490745788, 'std': 15121.13574594985, 'timestamp': 1786637632230}",,900758004226326541,
791672232936996864,1786536314000-632578958264631296-791672232936996864,1786536314000,1786555551000,1,200.738,60.5,3.3179834710743803,632578958264631296,1786536314000,791672232936996864,RJ47GA3334,19237000,1786555551000,159.72,5.299999999999272,60.5,3.3179834710743803,227.0,60.5,1786536314000-632578958264631296-791672232936996864,200.738,['900758004226326529'],,,900758004226326529,
1545767666730401792,1786505453000-632578958264631296-1545767666730401792,1786505453000,1786519759000,1,197.106,38.001,5.1868635035920105,632578958264631296,1786505453000,1545767666730401792,NL01AK8998,14306000,1786519759000,100.32351415438985,3.9500000000000455,38.00133111908706,5.1868183086091655,202.76499999999942,38.00133111908706,1786505453000-632578958264631296-1545767666730401792,197.106,,,,,
964170762879500288,1786540690000-632578958264631296-964170762879500288,1786540690000,1786556478000,1,190.926,65.069,2.9342083019563843,632578958264631296,1786540690000,964170762879500288,RJ47GA4713,15788000,1786556478000,171.78142095658092,4.350000000000364,65.06872005931095,2.934220925599406,199.0,65.06872005931095,1786540690000-632578958264631296-964170762879500288,190.926,,"{'confidence': 57.3, 'count': 5, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'LOW', 'mean': 19770.147815205943, 'std': 3777.6437738791, 'timestamp': 1786603021771}",,,
1093089257012068352,1786492831000-632578958264631296-1093089257012068352,1786492831000,1786509981000,1,189.633,56.696,3.344733314519543,632578958264631296,1786492831000,1093089257012068352,RJ47GA5972,17150000,1786509981000,149.67743999999018,4.699999999999818,56.695999999996275,3.344733314519763,196.02999999999884,56.695999999996275,1786492831000-632578958264631296-1093089257012068352,189.633,,"{'confidence': 62.4, 'count': 4, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 63317.24817601543, 'std': 9512.32297282905, 'timestamp': 1786630585690}",,,
1088168906306093056,1786493480000-632578958264631296-1088168906306093056,1786493480000,1786509392000,1,189.504,57.299,3.307282849613431,632578958264631296,1786493480000,1088168906306093056,RJ47GA5908,15912000,1786509392000,151.27035070882096,4.399999999999636,57.29937526849279,3.3072611893589454,198.29999999998836,57.29937526849278,1786493480000-632578958264631296-1088168906306093056,189.504,,"{'confidence': 78.1, 'count': 6, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 41976.20948860804, 'std': 4507.721251401462, 'timestamp': 1786657978978}",,,
1073664045493518336,1786532617000-632578958264631296-1073664045493518336,1786532617000,1786550743000,1,188.237,59.633,3.156591149195915,632578958264631296,1786532617000,1073664045493518336,RJ47GA5839,18126000,1786550743000,157.4300444437375,5.0,59.632592592324805,3.156612714910329,194.89499999998952,59.63259259232481,1786532617000-632578958264631296-1073664045493518336,188.237,,"{'confidence': 72.6, 'count': 8, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 64877.92556633642, 'std': 10042.36753693791, 'timestamp': 1786600837701}",,,
947925198747729920,1786510808000-632578958264631296-947925198747729920,1786510808000,1786524825000,1,183.276,61.439,2.9830563648496886,632578958264631296,1786510808000,947925198747729920,RJ47GA3426,14017000,1786524825000,162.1999979122307,3.850000000000364,61.439393148572236,2.98303727637419,189.25,61.439393148572236,1786510808000-632578958264631296-947925198747729920,183.276,,"{'confidence': 67.1, 'count': 6, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 62754.60504614011, 'std': 10125.727689692509, 'timestamp': 1786664865315}",,,
876422423786815488,1786541842000-632578958264631296-876422423786815488,1786541842000,1786556257000,1,183.061,52.254,3.503291614039117,632578958264631296,1786541842000,876422423786815488,RJ14GN1576,14415000,1786556257000,137.94977269288242,3.899999999999636,52.25370177760697,3.5033116080294575,191.29999999998836,52.25370177760697,1786541842000-632578958264631296-876422423786815488,183.061,,,,,1.855179484321561
1545823852121030656,1786514799000-632578958264631296-1545823852121030656,1786514799000,1786528771000,1,180.172,52.578,3.4267564380539386,632578958264631296,1786514799000,1545823852121030656,NL01AK8996,13972000,1786528771000,138.8068323909147,3.849999999999909,52.57834560261921,3.426733913647992,186.00500000000102,52.57834560261921,1786514799000-632578958264631296-1545823852121030656,180.172,,,,,
1094226778622263296,1786516262000-632578958264631296-1094226778622263296,1786516262000,1786531734000,1,179.744,62.803,2.862028883970511,632578958264631296,1786516262000,1094226778622263296,RJ47GA6284,15472000,1786531734000,165.79914443289292,4.25,62.802706224580646,2.8620422718288716,190.89999999996508,62.80270622458064,1786516262000-632578958264631296-1094226778622263296,179.744,,,,,
1080818558042112000,1786519770000-632578958264631296-1080818558042112000,1786519770000,1786534052000,1,177.839,58.971,3.015702633497821,632578958264631296,1786519770000,1080818558042112000,RJ47GA5873,14282000,1786534052000,155.6827059303979,3.949999999999818,58.970721943332535,3.0157168530324765,185.40000000002328,58.970721943332535,1786519770000-632578958264631296-1080818558042112000,177.839,,"{'confidence': 74.9, 'count': 25, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 34961.88984760536, 'std': 8792.188627412956, 'timestamp': 1786616454436}",,,
1175796663680237568,1786536220000-632578958264631296-1175796663680237568,1786536220000,1786551073000,1,177.128,66.528,2.662457912457912,632578958264631296,1786536220000,1175796663680237568,RJ47GA6336,14853000,1786551073000,175.63321346150818,4.100000000000364,66.5277323717834,2.6624686230118044,186.70000000001164,66.5277323717834,1786536220000-632578958264631296-1175796663680237568,177.128,,,,,
1536432469593554944,1786524874000-632578958264631296-1536432469593554944,1786524874000,1786539163000,1,173.972,58.263,2.985977378439147,632578958264631296,1786524874000,1536432469593554944,NL01AK8052,14289000,1786539163000,153.81382584374683,3.9500000000000455,58.262812819601066,2.985986971461005,178.52000000000044,58.262812819601066,1786524874000-632578958264631296-1536432469593554944,173.972,,,,,
1471144582421938176,1786535339000-632578958264631296-1471144582421938176,1786535339000,1786551482000,1,173.9,50.154,3.4673206523906366,632578958264631296,1786535339000,1471144582421938176,NL01AK2624,16143000,1786551482000,132.40581733176185,4.4500000000000455,50.15371868627343,3.4673401006971534,184.375,50.15371868627343,1786535339000-632578958264631296-1471144582421938176,173.9,,,,,
1286352128566099968,1786566648000-632578958264631296-1286352128566099968,1786566648000,1786582007000,1,173.895,64.139,2.711220942016558,632578958264631296,1786566648000,1286352128566099968,NL01AG9587,15359000,1786582007000,169.32578830281204,4.199999999999818,64.13855617530758,2.7112397030687614,178.20000000001164,64.13855617530758,1786566648000-632578958264631296-1286352128566099968,173.895,,,,,
1046443546271285248,1786503738000-632578958264631296-1046443546271285248,1786503738000,1786518313000,1,172.278,56.149,3.068229175942581,632578958264631296,1786503738000,1046443546271285248,RJ47GA3452,14575000,1786518313000,148.23214778313647,4.0,56.14854082694563,3.0682542673900435,167.0,56.14854082694563,1786503738000-632578958264631296-1046443546271285248,172.278,,,,,
1545824860603678720,1786532305000-632578958264631296-1545824860603678720,1786532305000,1786543685000,1,172.083,38.008,4.527546832245843,632578958264631296,1786532305000,1545824860603678720,NL01AK8994,11380000,1786543685000,100.3405989282653,3.1000000000000227,38.007802624342915,4.52757034393211,178.17499999999927,38.007802624342915,1786532305000-632578958264631296-1545824860603678720,172.083,,,,,
943858330336493568,1786493611000-632578958264631296-943858330336493568,1786493611000,1786508577000,1,172.007,52.716,3.26289930950755,632578958264631296,1786493611000,943858330336493568,RJ47GA3486,14966000,1786508577000,139.17064575355477,4.0,52.71615369452832,3.262889796488576,172.75,52.71615369452832,1786493611000-632578958264631296-943858330336493568,172.007,,,,,
1312806942439112704,1786517930000-632578958264631296-1312806942439112704,1786517930000,1786532391000,1,169.387,63.975,2.647706135209066,632578958264631296,1786517930000,1312806942439112704,NL01AH8912,14461000,1786532391000,168.89366660259995,4.0,63.974873713106035,2.647711361801391,173.375,63.974873713106035,1786517930000-632578958264631296-1312806942439112704,169.387,,"{'confidence': 56.7, 'count': 20, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 69829.00027497839, 'std': 27066.256452417707, 'timestamp': 1786572752325}",,,
