vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,distance,carbon_emission,driver_ids,vehicle_device_type,active_driver,adblue_consumed
863411203819438080,1773260655000-632578958264631296-863411203819438080,1773260655000,1773289493000,1,317.474,104.233,3.0458108276649427,632578958264631296,1773260655000,863411203819438080,RJ47GA4438,28838000,1773289493000,8.0,104.23258780685734,3.045822872480901,332.20000000001164,104.23258780685735,1773260655000-632578958264631296-863411203819438080,317.474,,['829378564599054336'],,829378564599054336,0.0
1362453820235317248,1773286808000-632578958264631296-1362453820235317248,1773286808000,1773305045000,1,240.762,67.718,3.555361942171948,632578958264631296,1773286808000,1362453820235317248,NL01AJ4179,18237000,1773305045000,5.049999999999727,67.71803347787164,3.5553601845020246,255.75,67.71803347787164,1773286808000-632578958264631296-1362453820235317248,240.762,,,,,
951562688989757440,1773278689000-632578958264631296-951562688989757440,1773278689000,1773297700000,1,223.443,70.35,3.176162046908316,632578958264631296,1773278689000,951562688989757440,RJ14GH7555,19011000,1773297700000,0.0,70.34963656510976,3.176178455352783,,0.001,1773278689000-632578958264631296-951562688989757440,223.443,,,,,
943461119844941824,1773323130000-632578958264631296-943461119844941824,1773323130000,1773340866000,1,219.42,73.927,2.9680630892637327,632578958264631296,1773323130000,943461119844941824,RJ47GA3779,17736000,1773340866000,4.899999999999636,73.92705891057307,2.9680607240905466,226.0,73.92705891057307,1773323130000-632578958264631296-943461119844941824,219.42,,,,,
1370798572273926144,1773285197000-632578958264631296-1370798572273926144,1773285197000,1773301777000,1,201.379,57.897,3.4782285783373923,632578958264631296,1773285197000,1370798572273926144,NL01AJ4827,16580000,1773301777000,4.199999999999818,57.897258497830066,3.4782130488535565,203.39999999999418,57.897258497830066,1773285197000-632578958264631296-1370798572273926144,201.379,,,,,
1076186718555602944,1773304122000-632578958264631296-1076186718555602944,1773304122000,1773321518000,1,200.044,60.475,3.3078792889623814,632578958264631296,1773304122000,1076186718555602944,RJ47GA2653,17396000,1773321518000,4.800000000001091,60.47480978320827,3.307889693528977,194.75,60.47480978320827,1773304122000-632578958264631296-1076186718555602944,200.044,,,,,
1105914583932993536,1773311459000-632578958264631296-1105914583932993536,1773311459000,1773328350000,1,192.125,58.365,3.291784459864645,632578958264631296,1773311459000,1105914583932993536,RJ47GA3805,16891000,1773328350000,4.649999999999636,58.36453943608128,3.2918104358624865,192.125,58.36453943608128,1773311459000-632578958264631296-1105914583932993536,192.125,,,,,
1361380561528029184,1773321846000-632578958264631296-1361380561528029184,1773321846000,1773338460000,1,190.753,61.5,3.101674796747967,632578958264631296,1773321846000,1361380561528029184,NL01AJ4177,16614000,1773338460000,4.599999999999909,61.5,3.101674796747967,201.875,61.5,1773321846000-632578958264631296-1361380561528029184,190.753,,,,,
1152269234303139840,1773280233000-632578958264631296-1152269234303139840,1773280233000,1773295863000,1,186.276,35.099,5.307159748140974,632578958264631296,1773280233000,1152269234303139840,NL01AJ4202,15630000,1773295863000,4.300000000000182,35.0985965029676,5.307220759788794,191.125,35.0985965029676,1773280233000-632578958264631296-1152269234303139840,186.276,,,,,
1385588586753032192,1773272326000-632578958264631296-1385588586753032192,1773272326000,1773287538000,1,185.947,52.798,3.521856888518504,632578958264631296,1773272326000,1385588586753032192,NL01AJ5698,15212000,1773287538000,4.150000000000091,52.79791346372387,3.5218626608750276,198.625,52.79791346372387,1773272326000-632578958264631296-1385588586753032192,185.947,,,,,
