tags,id,start_time,end_time,account_id,vehicle_id,driver_id,driver_type,trip_id,driver_session_id,distance,mileage,loss,idling_alert_fuel_consumed,ready,alert_breath_test_duration,alert_breath_test_count,alert_camera_tampered_duration,alert_camera_tampered_count,alert_distracted_driving_duration,alert_distracted_driving_count,alert_drowsiness_duration,alert_drowsiness_count,alert_emergency_recording_duration,alert_emergency_recording_count,alert_eyes_closed_duration,alert_eyes_closed_count,alert_fcw_duration,alert_fcw_count,alert_lane_departure_warning_duration,alert_lane_departure_warning_count,alert_mobile_phone_duration,alert_mobile_phone_count,alert_pcw_duration,alert_pcw_count,alert_sd_card_tampered_duration,alert_sd_card_tampered_count,alert_seatbelt_violation_duration,alert_seatbelt_violation_count,alert_tailgating_duration,alert_tailgating_count,alert_smoking_duration,alert_smoking_count,alert_idling_duration,alert_idling_count,alert_over_speed_duration,alert_over_speed_count,alert_speeding_duration,alert_speeding_count,alert_freerun_duration,alert_freerun_count,alert_over_acc_duration,alert_over_acc_count,alert_hard_brake_duration,alert_hard_brake_count,alert_unscheduled_driving_duration,alert_unscheduled_driving_count,alert_slow_running_duration,alert_slow_running_count,alert_continuous_driving_duration,alert_continuous_driving_count,alert_fuel_chori_amount,alert_fuel_chori_count,alert_def_chori_amount,alert_def_chori_count,accident_count,unresolved_alerts_count,day_driving_duration,night_driving_duration,driver_idle_duration_before_trip,vehicle_idle_duration_before_trip,total_alerts_count,gear_utilization,peak_torque_range,fuel_smart_mode,terrain,uphill_slope,engine_load,engine_hours,fuel_consumed,adblue_consumed,avg_speed,last_gear_utilization,last_two_gear_utilization,below_ptr_duration,between_ptr_duration,above_ptr_duration,alert_stoppage_duration,alert_stoppage_count,last_gear_utilization_duration,last_two_gear_utilization_duration,total_gear_utilization_duration,first_gear_pickup_count,second_gear_pickup_count,third_and_higher_gear_pickup_count,accounts_with_access,unresolved_idling_count,unresolved_over_speed_count,unresolved_speeding_count,unresolved_freerun_count,unresolved_over_acc_count,unresolved_hard_brake_count,unresolved_unscheduled_driving_count,unresolved_slow_running_count,unresolved_continuous_driving_count,unresolved_fuel_chori_count,unresolved_def_chori_count,unresolved_breath_test_count,unresolved_camera_tampered_count,unresolved_distracted_driving_count,unresolved_drowsiness_count,unresolved_emergency_recording_count,unresolved_eyes_closed_count,unresolved_fcw_count,unresolved_lane_departure_warning_count,unresolved_mobile_phone_count,unresolved_pcw_count,unresolved_sd_card_tampered_count,unresolved_seatbelt_violation_count,unresolved_tailgating_count,unresolved_smoking_count
[],812260483275948032-1787356777000,1787356777000,1787362919000,632578958264631296,812260483275948032,900758004222132228,verified_drivers,1787356777000-632578958264631296-812260483275948032,,55.114,2.459,,0.59,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946.158,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,719,5423,0.0,0,2,"{'fifth_gear_duration': 46.2719869989001, 'first_gear_duration': 1.2701298800077243, 'sixth_gear_duration': 37.29544754452543, 'third_gear_duration': 3.9489869088963814, 'fourth_gear_duration': 9.964404164847931, 'second_gear_duration': 1.2490445028224404}",,,"{'up': 54.889454191762376, 'down': 0, 'plane': 45.11054580823762}",0.38595888,,1.7,22.417,,32.303875,37.29545,83.56744,248156.0,3000770.0,0.0,,,1765.245,3955.362,4733.138,3.0,0.0,0.0,"['632578958264631296', '626450357429469184', '617025595422801920', '902855557075959808', '1451622538516889600']",2.0,,,,,,,,,,,,,,,,,,,,,,,,
[],862693652038680576-1787356772000,1787356772000,1787358453000,632578958264631296,862693652038680576,900758004234715138,verified_drivers,1787356772000-632578958264631296-862693652038680576,,5.796,1.697,,0.36,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1681,0.0,0,1,"{'fifth_gear_duration': 7.634351660464518, 'first_gear_duration': 6.22612382658919, 'sixth_gear_duration': 3.708701918365402, 'third_gear_duration': 23.09186162451034, 'fourth_gear_duration': 42.74357630350758, 'second_gear_duration': 16.595384666562975}",,"{'MODE_HEAVY': 100, 'MODE_LIGHT': 0, 'MODE_TURBO': 0}","{'up': 0, 'down': 100, 'plane': 0}",,40.4,0.4,3.416,0.368,12.412612,3.7087018,11.343054,462585.0,374834.0,32917.0,,,41.25,126.163,1112.249,2.0,0.0,0.0,"['617025595422801920', '626450357429469184', '632578958264631296', '902855557075959808', '1451622538516889600', '655416183197007872', '1118993497857196032', '1543138600562982912', '1301567776128761856', '1301567780587307008', '616373927383461888', '1472684168218411008', '1246118177964818432', '1301567870072782848', '1301567878423642112', '1529730274244427776', '1301567868013379584', '1301567875835756544', '710168436180779008']",1.0,,,,,,,,,,,,,,,,,,,,,,,,
[],1501934002158698496-1787356750000,1787356750000,1787360969000,632578958264631296,1501934002158698496,,,1787356750000-632578958264631296-1501934002158698496,,20.118,1.778,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4219,,0,0,"{'fifth_gear_duration': 16.6593131548312, 'first_gear_duration': 3.242374854481956, 'sixth_gear_duration': 15.243044237485448, 'third_gear_duration': 9.18722351571595, 'eighth_gear_duration': 19.72217694994179, 'fourth_gear_duration': 16.863183934807914, 'second_gear_duration': 7.079365541327125, 'seventh_gear_duration': 12.003317811408614}",,,"{'up': 0, 'down': 24.233019587891118, 'plane': 75.76698041210888}",,35.07,1.15,11.315,,17.166342,19.722178,31.725494,1057996.0,1498594.0,56668.0,,,677.654,1090.088,3436.0,3.0,0.0,0.0,"['632578958264631296', '907979122293080064', '1451622538516889600', '902855557075959808']",,,,,,,,,,,,,,,,,,,,,,,,,
[],1536014625517076480-1787356709000,1787356709000,1787366369000,632578958264631296,1536014625517076480,,,1787356709000-632578958264631296-1536014625517076480,,82.976,2.116,,0.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624.217,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4169,5491,,0,1,"{'fifth_gear_duration': 12.207063535847757, 'first_gear_duration': 3.1967393499802546, 'sixth_gear_duration': 16.255920027252476, 'third_gear_duration': 5.237685388674346, 'eighth_gear_duration': 33.198553166944514, 'fourth_gear_duration': 3.016864980671042, 'second_gear_duration': 3.429043580846495, 'seventh_gear_duration': 23.458129969783116}",,"{'MODE_HEAVY': 35.330541554831356, 'MODE_LIGHT': 0, 'MODE_TURBO': 64.66945844516864}","{'up': 43.82241845745496, 'down': 31.269460466540767, 'plane': 24.90812107600428}",0.51284486,50.97,2.65,39.208,,30.922733,33.198555,56.656685,3482569.0,2104605.0,39582.0,,,1321.487,2255.251,3980.556,3.0,1.0,0.0,"['632578958264631296', '907979122293080064', '1451622538516889600', '902855557075959808']",1.0,,,,,,,,,,,,,,,,,,,,,,,,
[],1074385452921782272-1787356704000,1787356704000,1787356973000,632578958264631296,1074385452921782272,,,1787356704000-632578958264631296-1074385452921782272,,2.186,2.992,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,,129,0,,,"{'MODE_HEAVY': 0, 'MODE_LIGHT': 0, 'MODE_TURBO': 100}",,,36.97,0.07275361,0.731,,29.255018,,,,,,,,,,,,,,"['632578958264631296', '902855557075959808', '1451622538516889600']",,,,,,,,,,,,,,,,,,,,,,,,,
[],1536014744312348672-1787356695000,1787356695000,1787365747000,632578958264631296,1536014744312348672,,,1787356695000-632578958264631296-1536014744312348672,,82.902,2.422,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3547,5505,,0,0,"{'fifth_gear_duration': 8.012421695730787, 'first_gear_duration': 0.7075119535098129, 'sixth_gear_duration': 17.391350864062346, 'third_gear_duration': 3.1709885677046143, 'eighth_gear_duration': 43.531149830192476, 'fourth_gear_duration': 3.122286068340724, 'second_gear_duration': 1.0156820187302276, 'seventh_gear_duration': 23.04860900172901}",,"{'MODE_HEAVY': 33.01021699320153, 'MODE_LIGHT': 0, 'MODE_TURBO': 66.98978300679846}","{'up': 43.570571873325335, 'down': 31.461964426978344, 'plane': 24.96746369969632}",0.50345474,50.81,2.45,34.232,,32.970306,43.53115,66.57976,3984677.0,1410251.0,46081.0,,,1871.654,2862.646,4299.574,0.0,1.0,0.0,"['632578958264631296', '907979122293080064', '1451622538516889600', '902855557075959808']",,,,,,,,,,,,,,,,,,,,,,,,,
[],951557843473924096-1787356678000,1787356678000,1787359252000,632578958264631296,951557843473924096,,,1787356678000-632578958264631296-951557843473924096,,20.283,2.26,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2574,,0,0,"{'fifth_gear_duration': 1.7180037485125061, 'first_gear_duration': 1.2942372285547998, 'sixth_gear_duration': 4.0902561336155125, 'third_gear_duration': 0.861295641124421, 'eighth_gear_duration': 76.91027944713034, 'fourth_gear_duration': 0.861295641124421, 'second_gear_duration': 0.861295641124421, 'seventh_gear_duration': 13.403336518813585}",,,"{'up': 23.998131229235877, 'down': 24.12271594684385, 'plane': 51.87915282392027}",0.3417936,47.02,0.7,8.974,,28.367832,76.91028,90.313614,265916.0,939752.0,15666.0,,,1391.5,1634.0,1809.251,2.0,0.0,0.0,"['632578958264631296', '902855557075959808', '1451622538516889600']",,,,,,,,,,,,,,,,,,,,,,,,,
[],819592403370377216-1787356622000,1787356622000,1787356768000,632578958264631296,819592403370377216,900758004209549319,verified_drivers,1787356622000-632578958264631296-819592403370377216,,0.1,0.334,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,172.0,172,0,,,,,,,0.030850556,0.12,,2.4657533,,,,,,,,,,,,,,"['632578958264631296', '617025595422801920', '902855557075959808', '626450357429469184', '1001277748557119488', '614846731539984384', '1046636663771496448', '632187352659263488', '710168217074532352', '934026195438141440', '626747887283380224', '893558259586170880', '710168351711690752', '765956845578747904', '710125843673812992', '648126632187412480', '661993139065585664', '1263201250237743104', '1451622538516889600']",,,,,,,,,,,,,,,,,,,,,,,,,
[],1540361830973571072-1787356621000,1787356621000,1787363527000,632578958264631296,1540361830973571072,,,1787356621000-632578958264631296-1540361830973571072,,76.65,3.921,,0.32,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538.247,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1327,5579,,0,1,"{'fifth_gear_duration': 9.717389093620916, 'first_gear_duration': 0.5313078583200567, 'sixth_gear_duration': 85.23824512638234, 'third_gear_duration': 0.7438310016480794, 'fourth_gear_duration': 3.0253959183805237, 'second_gear_duration': 0.7438310016480794}",,"{'MODE_HEAVY': 0, 'MODE_LIGHT': 100, 'MODE_TURBO': 0}","{'up': 0, 'down': 6.590469925584837, 'plane': 93.40953007441517}",,39.77,1.9,19.55,,39.95656,85.23824,94.955635,793502.0,3473926.0,6583.0,,,5280.586,5882.587,6195.09,3.0,1.0,0.0,"['632578958264631296', '907979122293080064', '1451622538516889600', '902855557075959808', '1495083123510083584']",1.0,,,,,,,,,,,,,,,,,,,,,,,,
[],870309644059279360-1787356591000,1787356591000,1787357125000,632578958264631296,870309644059279360,,,1787356591000-632578958264631296-870309644059279360,,0.0,,,0.53,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.286,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,534,,0,1,,,"{'MODE_HEAVY': 0, 'MODE_LIGHT': 100, 'MODE_TURBO': 0}",,,,0.13285722,0.527,,0.0,,,,,,,,,,,,,,"['617025595422801920', '626450357429469184', '632578958264631296', '902855557075959808', '1451622538516889600', '1301567705056280576', '1001277697621491712', '1301567403271913472', '660813775028355072', '1301567395604725760', '1495665442885206016', '1195094815495159808', '1543138259201163264']",1.0,,,,,,,,,,,,,,,,,,,,,,,,
