account_id,start_time,vehicle_id,vehicle_plate,duration,end_time,distance,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,carbon_emission,driver_ids,vehicle_device_type,active_driver,adblue_consumed
901025643674730496,1773804509000,1291421127226163200,NL01AG9585,4354000,1773808863000,37358.0,1.199999999999818,15.843608316675867,2.3579224664800376,37.69999999998254,15.843608316675867,1773804509000-901025643674730496-1291421127226163200,,,,,
901025643674730496,1773802388000,1291421127226163200,NL01AG9585,367000,1773802755000,,0.08236111111111111,0.22930450375375375,,0.0,0.22930450375375375,1773802388000-901025643674730496-1291421127226163200,,,,,
901025643674730496,1773837589000,1447671848144732160,RJ14GQ0817,11895000,1773849484000,118810.0,3.2999999999992724,34.68252927243106,3.425644048816283,121.89999999999418,34.68252927243106,1773837589000-901025643674730496-1447671848144732160,,,,,
901025643674730496,1773835262000,1447671848144732160,RJ14GQ0817,243000,1773835505000,722.0,0.05136472222222222,0.3292537576495726,2.1928375401213502,0.5,0.3292537576495726,1773835262000-901025643674730496-1447671848144732160,,,,,
901025643674730496,1773820621000,1447671848144732160,RJ14GQ0817,14306000,1773834927000,148898.0,3.949999999999818,44.74390952466434,3.327782520164503,152.79999999998836,44.74390952466434,1773820621000-901025643674730496-1447671848144732160,,,,,
901025643674730496,1773806079000,1447671848144732160,RJ14GQ0817,9115000,1773815194000,85005.0,2.5,30.700386762133704,2.7688576257562456,87.30000000001746,30.7003867621337,1773806079000-901025643674730496-1447671848144732160,,,,,
901025643674730496,1773797825000,1447671848144732160,RJ14GQ0817,5942000,1773803767000,53548.0,1.550000000000182,19.58644062754704,2.7339321634931597,55.0,19.58644062754704,1773797825000-901025643674730496-1447671848144732160,,,,,
901025643674730496,1773792967000,1447671848144732160,RJ14GQ0817,4797000,1773797764000,28744.0,1.300000000000182,11.013786548765239,2.609819962710509,29.5,11.013786548765239,1773792967000-901025643674730496-1447671848144732160,,,,,
901025643674730496,1773790041000,1447671848144732160,RJ14GQ0817,1535000,1773791576000,10686.0,0.3999999999996362,2.6394206638064777,4.048615723341741,10.900000000023283,2.639420663806477,1773790041000-901025643674730496-1447671848144732160,,,,,
632578958264631296,1773816421000,1500848886552461312,NL01AK3124,233000,1773816654000,1659.0,,,,,,1773816421000-632578958264631296-1500848886552461312,,,c,,
632578958264631296,1773815310000,1500848886552461312,NL01AK3124,10000,1773815320000,46.0,,,,,,1773815310000-632578958264631296-1500848886552461312,,,c,,
632578958264631296,1773814755000,1500848886552461312,NL01AK3124,299000,1773815054000,924.0,,,,,,1773814755000-632578958264631296-1500848886552461312,,,c,,
632578958264631296,1773810906000,1500848886552461312,NL01AK3124,287000,1773811193000,738.0,,,,,,1773810906000-632578958264631296-1500848886552461312,,,c,,
632578958264631296,1773808671000,1500848886552461312,NL01AK3124,51000,1773808722000,114.0,,,,,,1773808671000-632578958264631296-1500848886552461312,,,c,,
632578958264631296,1773807193000,1500848886552461312,NL01AK3124,96000,1773807289000,213.0,,,,,,1773807193000-632578958264631296-1500848886552461312,,,c,,
632578958264631296,1773806343000,1500848886552461312,NL01AK3124,105000,1773806448000,638.0,,,,,,1773806343000-632578958264631296-1500848886552461312,,,c,,
632578958264631296,1773843288000,1505944797024616448,RJ47GA8532,14010000,1773857298000,,,,,,,1773843288000-632578958264631296-1505944797024616448,,,,,
632578958264631296,1773829033000,1505944797024616448,RJ47GA8532,12181000,1773841214000,,,,,,,1773829033000-632578958264631296-1505944797024616448,,,,,
632578958264631296,1773817112000,1505944797024616448,RJ47GA8532,9190000,1773826302000,,,,,,,1773817112000-632578958264631296-1505944797024616448,,,,,
632578958264631296,1773809573000,1505944797024616448,RJ47GA8532,4985000,1773814558000,,,,,,,1773809573000-632578958264631296-1505944797024616448,,,,,
632578958264631296,1773805707000,1505944797024616448,RJ47GA8532,1587000,1773807294000,,,,,,,1773805707000-632578958264631296-1505944797024616448,,,,,
632578958264631296,1773801019000,1505944797024616448,RJ47GA8532,3841000,1773804860000,,,,,,,1773801019000-632578958264631296-1505944797024616448,,,,,
632578958264631296,1773798516000,1505944797024616448,RJ47GA8532,496000,1773799012000,,,,,,,1773798516000-632578958264631296-1505944797024616448,,,,,
1194637793272266752,1773855296000,874238000127541248,RJ47GA4754,3186000,1773858482000,39614.0,0.8000000000001819,19.176646113918554,2.065741828089942,40.69999999998254,19.176646113918554,1773855296000-1194637793272266752-874238000127541248,,,,,0.0
1194637793272266752,1773853212000,874238000127541248,RJ47GA4754,1420000,1773854632000,58.0,0.3000000000001819,1.0511236718049475,0.055179044631736555,,1.0511236718049475,1773853212000-1194637793272266752-874238000127541248,,,,,0.0
1194637793272266752,1773847416000,874238000127541248,RJ47GA4754,5018000,1773852434000,59479.0,1.2999999999992724,23.488911846433222,2.5322160681118078,61.10000000000582,23.488911846433222,1773847416000-1194637793272266752-874238000127541248,,,,,0.0
1194637793272266752,1773843968000,874238000127541248,RJ47GA4754,2813000,1773846781000,30654.0,0.8000000000001819,15.361833304288853,1.995464954787769,31.5,15.361833304288853,1773843968000-1194637793272266752-874238000127541248,,,,,0.0
1194637793272266752,1773842265000,874238000127541248,RJ47GA4754,1243000,1773843508000,,0.3000000000001819,1.1546901540500423,0.04070356002876517,0.09999999997671694,1.1546901540500423,1773842265000-1194637793272266752-874238000127541248,,,,,0.0
1194637793272266752,1773816253000,874238000127541248,RJ47GA4754,183000,1773816436000,57.0,0.034166666666666665,0.30902235294117664,0.18445267618181047,,0.30902235294117664,1773816253000-1194637793272266752-874238000127541248,,,,,
1194637793272266752,1773815737000,874238000127541248,RJ47GA4754,226000,1773815963000,50.0,0.05277777777777778,0.2844006550422705,0.17580831518327023,0.10000000000582077,0.2844006550422705,1773815737000-1194637793272266752-874238000127541248,,,,,
1194637793272266752,1773808619000,874238000127541248,RJ47GA4754,425000,1773809044000,100.00000000582077,0.10257944444444443,0.6097045841802169,0.16401385621903525,0.10000000000582077,0.6097045841802169,1773808619000-1194637793272266752-874238000127541248,,,,,
