vehicle_id,trip_id,start_time,end_time,counts,total_distance,total_fuel_consumed,mean_mileage
739497118649024512,1783427908000-642689989225816064-739497118649024512,1783427908000,1783484020000,2,671.995,180.414,3.724738656645272
739919483375714304,1783514297000-642689989225816064-739919483375714304,1783514297000,1783570157000,2,598.566,192.888,3.1031790469080502
566305663035146240,1783477114000-642689989225816064-566305663035146240,1783477114000,1783520650000,3,586.284,124.32400000000001,4.715774910717158
1430193762327330816,1783448154000-642689989225816064-1430193762327330816,1783448154000,1783480620000,1,497.143,128.091,3.8811704179060196
739915798490906624,1783526378000-642689989225816064-739915798490906624,1783526378000,1783563545000,3,489.606,119.53,4.096093031038233
1430193762327330816,1783531276000-642689989225816064-1430193762327330816,1783531276000,1783561142000,1,432.263,125.75,3.4374791252485086
1429476090367180800,1783533930000-642689989225816064-1429476090367180800,1783533930000,1783560593000,4,428.812,105.46000000000001,4.066110373601365
1439682401377714176,1783527969000-642689989225816064-1439682401377714176,1783527969000,1783558492000,3,415.10699999999997,117.18,3.5424731182795695
1440684104986132480,1783529916000-642689989225816064-1440684104986132480,1783529916000,1783559001000,1,414.726,115.312,3.5965554322186764
739508566909517824,1783520052000-642689989225816064-739508566909517824,1783520052000,1783556803000,2,412.66600000000005,105.185,3.923240005704236
739928272518774784,1783527709000-642689989225816064-739928272518774784,1783527709000,1783562609000,2,409.866,94.92699999999999,4.317696756454961
1425523015684194304,1783535384000-642689989225816064-1425523015684194304,1783535384000,1783564298000,1,394.645,110.031,3.5866710290736243
566305825849643008,1783471922000-642689989225816064-566305825849643008,1783471922000,1783499571000,2,391.465,82.56099999999999,4.741524448589528
1531014613364113408,1783459164000-642689989225816064-1531014613364113408,1783459164000,1783472910000,1,385.923,66.319,5.819192086732309
1531026470644744192,1783477966000-642689989225816064-1531026470644744192,1783477966000,1783494884000,2,368.71299999999997,70.661,5.218055221409263
740159491168796672,1783524948000-642689989225816064-740159491168796672,1783524948000,1783556261000,2,368.608,91.378,4.033881240561185
1530989903863611392,1783473450000-642689989225816064-1530989903863611392,1783473450000,1783488297000,1,365.166,66.417,5.49808031076381
1530989903863611392,1783532945000-642689989225816064-1530989903863611392,1783532945000,1783547779000,1,363.781,65.23,5.5768971332209105
1531026470644744192,1783497361000-642689989225816064-1531026470644744192,1783497361000,1783511140000,1,342.317,62.504,5.4767214898246515
1515667522240643072,1783478424000-642689989225816064-1515667522240643072,1783478424000,1783511004000,1,338.44,81.704,4.1422696563203765
1530989903863611392,1783515362000-642689989225816064-1530989903863611392,1783515362000,1783528703000,1,336.726,57.895,5.816149926591242
739451124913799168,1783534969000-642689989225816064-739451124913799168,1783534969000,1783559385000,1,335.764,83.982,3.998047200590603
589017381083291648,1783473329000-642689989225816064-589017381083291648,1783473329000,1783501353000,1,335.001,70.627,4.743242669234146
1527036626096619520,1783502278000-642689989225816064-1527036626096619520,1783502278000,1783531032000,1,333.439,77.899,4.280401545591086
1514683047356661760,1783478670000-642689989225816064-1514683047356661760,1783478670000,1783510290000,1,332.508,71.517,4.649356097151726
1514683047356661760,1783512291000-642689989225816064-1514683047356661760,1783512291000,1783541842000,1,330.506,74.509,4.4357862808519775
1425525382987120640,1783541591000-642689989225816064-1425525382987120640,1783541591000,1783562169000,2,325.245,84.168,3.864235814086113
1425523015684194304,1783456528000-642689989225816064-1425523015684194304,1783456528000,1783478165000,1,324.836,90.345,3.595506115446345
1531014613364113408,1783518373000-642689989225816064-1531014613364113408,1783518373000,1783535411000,1,307.269,55.301,5.556300971049348
566304909352275968,1783507996000-642689989225816064-566304909352275968,1783507996000,1783533937000,1,296.279,76.088,3.89389916938282
566306901520842752,1783469800000-642689989225816064-566306901520842752,1783469800000,1783493197000,1,295.934,62.884,4.70603015075377
589016215549128704,1783503873000-642689989225816064-589016215549128704,1783503873000,1783527136000,1,293.486,64.092,4.579136241652624
739467157439512576,1783446832000-642689989225816064-739467157439512576,1783446832000,1783470093000,1,292.481,65.97,4.433545551008034
718906843354628096,1783491558000-642689989225816064-718906843354628096,1783491558000,1783519942000,3,291.527,108.262,2.692791561212614
589016215549128704,1783469702000-642689989225816064-589016215549128704,1783469702000,1783493436000,4,291.018,66.65899999999999,4.365772063787336
1530989903863611392,1783493125000-642689989225816064-1530989903863611392,1783493125000,1783508821000,1,274.615,61.569,4.460280335883318
1429476090367180800,1783441692000-642689989225816064-1429476090367180800,1783466182000,1783484943000,1,263.981,70.317,3.754156178449024
1531026470644744192,1783519512000-642689989225816064-1531026470644744192,1783519512000,1783529518000,1,256.488,47.249,5.428432347774556
739902048702562304,1783450129000-642689989225816064-739902048702562304,1783450129000,1783472349000,1,247.082,60.925,4.055510874025441
739902048702562304,1783535667000-642689989225816064-739902048702562304,1783535667000,1783554232000,1,238.309,60.955,3.9095890410958907
1440684104986132480,1783441328000-642689989225816064-1440684104986132480,1783455784000,1783472165000,1,225.219,52.353,4.301931121425706
