vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,load_estimation,carbon_emission,distance,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,engine_hours,active_driver,driver_ids
1326601969871093760,1789319886000-642689989225816064-1326601969871093760,1789319886000,1789333920000,1,199.16,50.861,3.915770433141307,642689989225816064,1789319886000,1326601969871093760,MP09BN3893,14034000,1789333920000,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1789333930400}",134.27350787730512,199.16,50.86117722625194,3.9157567886022857,198.5100000000093,50.86117722625194,1789319886000-642689989225816064-1326601969871093760,3.854444444444198,,
1533070725588451328,1789302087000-642689989225816064-1533070725588451328,1789302087000,1789318818000,1,199.139,58.304,3.415528951701427,642689989225816064,1789302087000,1533070725588451328,MP09BQ7645,16731000,1789318818000,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1789318826126}",153.9235382408921,199.139,58.30437054579246,3.415507244754414,196.34999999999127,58.30437054579246,1789302087000-642689989225816064-1533070725588451328,4.618888888888932,,
1557834963942899712,1789322113000-642689989225816064-1557834963942899712,1789322113000,1789336896000,1,199.127,53.869,3.6965044830978857,642689989225816064,1789322113000,1557834963942899712,MP09BQ8912,14783000,1789336896000,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1789336902697}",142.2143033126887,199.127,53.869054285109364,3.696500758043626,197.88499999999476,53.869054285109364,1789322113000-642689989225816064-1557834963942899712,4.06555555555542,,
1534933431186620416,1789318441000-642689989225816064-1534933431186620416,1789318441000,1789333043000,1,199.122,52.105,3.821552634104213,642689989225816064,1789318441000,1534933431186620416,MP09BL8455,14602000,1789333043000,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1789333053538}",137.55770077909048,199.122,52.105189689049425,3.8215387217340475,197.10999999998603,52.105189689049425,1789318441000-642689989225816064-1534933431186620416,4.007222222222026,,
1326602030344568832,1789316326000-642689989225816064-1326602030344568832,1789316326000,1789331140000,1,199.101,52.425,3.797825464949929,642689989225816064,1789316326000,1326602030344568832,MP09DY9063,14814000,1789331140000,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1789331161851}",138.40211863646732,199.101,52.4250449380558,3.797822209504123,198.04000000003725,52.4250449380558,1789316326000-642689989225816064-1326602030344568832,4.059444444445035,,
1326601705701244928,1789259772000-642689989225816064-1326601705701244928,1789259772000,1789275306000,1,199.024,68.611,2.9007593534564426,642689989225816064,1789259772000,1326601705701244928,MP09DU7263,15534000,1789275306000,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1789275313201}",181.13206932138357,199.024,68.6106323187059,2.9007748984954103,197.44000000006054,68.6106323187059,1789259772000-642689989225816064-1326601705701244928,4.274166666666133,,
1326601740895649792,1789305440000-642689989225816064-1326601740895649792,1789305440000,1789322204000,1,199.014,55.341,3.5961402938147127,642689989225816064,1789305440000,1326601740895649792,MP09DT3654,16764000,1789322204000,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1789322310108}",146.09907399355774,199.014,55.34055833089308,3.596168994357675,,55.34055833089308,1789305440000-642689989225816064-1326601740895649792,4.619722222223572,,
1534933431186620416,1789267646000-642689989225816064-1534933431186620416,1789267646000,1789281911000,1,198.983,61.052,3.259238026600275,642689989225816064,1789267646000,1534933431186620416,MP09BL8455,14265000,1789281911000,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1789281917480}",161.17639066350546,198.983,61.051663130115706,3.2592560103714066,196.76999999998952,61.0516631301157,1789267646000-642689989225816064-1534933431186620416,3.912777777777592,,
1533593777682251776,1789328848000-642689989225816064-1533593777682251776,1789328848000,1789342252000,1,198.976,56.687,3.510081676574876,642689989225816064,1789328848000,1533593777682251776,MP09BL8707,13404000,1789342252000,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1789342259650}",149.65468134558301,198.976,56.68737929756932,3.510058190475068,196.4199999999837,56.68737929756932,1789328848000-642689989225816064-1533593777682251776,3.6680555555553838,,
1533070673256120320,1789262588000-642689989225816064-1533070673256120320,1789262588000,1789277330000,1,198.962,55.859,3.5618611145920975,642689989225816064,1789262588000,1533070673256120320,MP09BQ7694,14742000,1789277330000,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1789277335940}",147.46677990398933,198.962,55.858628751511105,3.5618847874889448,196.43000000000757,55.858628751511105,1789262588000-642689989225816064-1533070673256120320,4.066388888888923,,
