account_id,start_time,vehicle_id,vehicle_plate,duration,end_time,carbon_emission,distance,engine_hours,fuel_consumed,mileage,raw_fuel_consumed,id,odo_distance_km,driver_ids,vehicle_device_type,active_driver,adblue_consumed
901025643674730496,1776431693000,1447671848144732160,RJ14GQ0817,7389000,1776439082000,57.19467166045127,83842.0,2.0,21.66464835623154,3.8699912697121617,21.66464835623154,1776431693000-901025643674730496-1447671848144732160,86.5,,,,
901025643674730496,1776418528000,1447671848144732160,RJ14GQ0817,10665000,1776429193000,106.50071682330449,116947.0,2.9500000000007276,40.34118061488806,2.8989483752699168,40.34118061488806,1776418528000-901025643674730496-1447671848144732160,120.60000000000582,,,,
901025643674730496,1776415364000,1447671848144732160,RJ14GQ0817,2687000,1776418051000,27.48524015595937,26950.0,0.75,10.411075816651277,2.5885893518224776,10.411075816651277,1776415364000-901025643674730496-1447671848144732160,27.699999999982538,,,,
901025643674730496,1776409200000,1447671848144732160,RJ14GQ0817,3646000,1776412846000,25.299134374600108,33710.0,1.0,9.583005444924282,3.5176855730427223,9.583005444924282,1776409200000-901025643674730496-1447671848144732160,34.39999999999418,,,,
901025643674730496,1776401620000,1447671848144732160,RJ14GQ0817,7014000,1776408634000,62.4859800765476,79479.0,1.949999999999818,23.66893184717712,3.3579462103812294,23.66893184717712,1776401620000-901025643674730496-1447671848144732160,82.0,,,,
901025643674730496,1776399349000,1447671848144732160,RJ14GQ0817,367000,1776399716000,0.8880051550243904,60.0,0.083135,0.3363655890243903,0.17837734286086357,0.3363655890243903,1776399349000-901025643674730496-1447671848144732160,,,,,
632578958264631296,1776413646000,1500848886552461312,NL01AK3124,9484000,1776423130000,,111976.0,,,,,1776413646000-632578958264631296-1500848886552461312,,,c,,
632578958264631296,1776408226000,1500848886552461312,NL01AK3124,1843000,1776410069000,,16980.0,,,,,1776408226000-632578958264631296-1500848886552461312,,,c,,
632578958264631296,1776400705000,1500848886552461312,NL01AK3124,7030000,1776407735000,,1024.0,,,,,1776400705000-632578958264631296-1500848886552461312,,,c,,
632578958264631296,1776398524000,1500848886552461312,NL01AK3124,296000,1776398820000,,597.0,,,,,1776398524000-632578958264631296-1500848886552461312,,,c,,
632578958264631296,1776397853000,1500848886552461312,NL01AK3124,193000,1776398046000,,579.0,,,,,1776397853000-632578958264631296-1500848886552461312,,,c,,
