account_id,start_time,vehicle_id,vehicle_plate,duration,end_time,carbon_emission,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,distance,load_estimation,driver_ids,vehicle_device_type,active_driver,adblue_consumed
902855557075959808,1790084253000,1152270135390633984,RJ47GA6196,8720000,1790092973000,71.77605111789876,2.3499999999994543,27.187898150719224,3.2812025227349206,91.59999999997672,27.187898150719224,1790084253000-902855557075959808-1152270135390633984,89209.0,"{'confidence': 59.1, 'count': 12, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 43456.478178731704, 'std': 12318.495236836035, 'timestamp': 1790094378273}",,,,
902855557075959808,1790075301000,1152270135390633984,RJ47GA6196,7002000,1790082303000,58.345376874467426,1.8999999999996362,22.100521543358873,3.4305072779055044,77.39999999996508,22.100521543358873,1790075301000-902855557075959808-1152270135390633984,75816.0,,,,,
902855557075959808,1790064559000,1152270135390633984,RJ47GA6196,8419000,1790072978000,66.66700747837841,2.300000000000182,25.25265434787061,3.593048031707249,92.89999999996508,25.25265434787061,1790064559000-902855557075959808-1152270135390633984,90734.0,"{'confidence': 19.7, 'count': 7, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 46916.71303955596, 'std': 19930.727444076823, 'timestamp': 1790077299427}",,,,
902855557075959808,1790063210000,1152270135390633984,RJ47GA6196,1273000,1790064483000,10.649944219951522,0.3000000000001819,4.034069780284667,2.16803389042587,8.700000000011642,4.034069780284667,1790063210000-902855557075959808-1152270135390633984,8746.0,,,,,
902855557075959808,1790055410000,1152270135390633984,RJ47GA6196,3134000,1790058544000,21.8224245557262,0.7999999999992724,8.266069907472046,3.834470353480638,32.600000000034925,8.266069907472046,1790055410000-902855557075959808-1152270135390633984,31696.0,,,,,
902855557075959808,1790051784000,1152270135390633984,RJ47GA6196,2124000,1790053908000,15.009050512342997,0.5500000000001819,5.685246406190529,3.220792678407323,18.600000000034925,5.685246406190529,1790051784000-902855557075959808-1152270135390633984,18311.0,,,,,
902855557075959808,1790048764000,1152270135390633984,RJ47GA6196,184000,1790048948000,0.3115946505434784,0.040578888888888894,0.11802827672101454,0.3304292927379171,0.09999999997671694,0.11802827672101454,1790048764000-902855557075959808-1152270135390633984,39.0,,,,,
902855557075959808,1790047386000,1152270135390633984,RJ47GA6196,290000,1790047676000,0.46679478661064433,0.0591675,0.17681620704948647,0.050900311403474015,,0.17681620704948647,1790047386000-902855557075959808-1152270135390633984,9.0,,,,,
901025643674730496,1790090514000,1291421127226163200,NL01AG9585,385000,1790090899000,0.5983249188888886,0.08479166666666667,0.22663822685185175,,0.0,0.22663822685185175,1790090514000-901025643674730496-1291421127226163200,,,,,,
901025643674730496,1790081639000,1291421127226163200,NL01AG9585,220000,1790081859000,0.1500217766666667,0.023147222222222222,0.05682643055555556,0.175974452420052,0.0,0.05682643055555556,1790081639000-901025643674730496-1291421127226163200,,,,,,
