trip_id,vehicle_id,start_time,end_time,distance,fuel_consumed
1790211666000-642689989225816064-579291634907242496,579291634907242496,1790211666000,1790224539000,0.0,33.698
1790211666000-642689989225816064-579291634907242496,579291634907242496,1790224540000,1790226310000,0.0,0.773
1790211666000-642689989225816064-579291634907242496,579291634907242496,1790226311000,1790234477000,0.0,19.999
1790211666000-642689989225816064-579291634907242496,579291634907242496,1790234478000,1790240664000,0.0,15.253
1790220159000-642689989225816064-1326602092428656640,1326602092428656640,1790220159000,1790228526000,99.92,35.491
1790220159000-642689989225816064-1326602092428656640,1326602092428656640,1790228527000,1790229026000,6.44,2.296
1790220159000-642689989225816064-1326602092428656640,1326602092428656640,1790229027000,1790234681000,0.0,28.616
1790239878000-642689989225816064-1537535790538555392,1537535790538555392,1790239878000,1790241667000,7.45,5.837
1790239878000-642689989225816064-1537535790538555392,1537535790538555392,1790241668000,1790246336000,70.68,22.313
1790256304000-642689989225816064-739919483375714304,739919483375714304,1790256304000,1790259555000,0.0,11.266
1790256304000-642689989225816064-739919483375714304,739919483375714304,1790259556000,1790271735000,0.0,38.759
1790256497000-642689989225816064-739915798490906624,739915798490906624,1790256497000,1790267192000,0.0,23.123
1790256497000-642689989225816064-739915798490906624,739915798490906624,1790267193000,1790295628000,0.0,101.48
1790256497000-642689989225816064-739915798490906624,739915798490906624,1790295629000,1790302947000,0.0,24.63
1790256635000-642689989225816064-739471116254314496,739471116254314496,1790256635000,1790278071000,0.0,67.5
1790256635000-642689989225816064-739471116254314496,739471116254314496,1790278072000,1790287911000,0.0,40.494
1790256635000-642689989225816064-739471116254314496,739471116254314496,1790287912000,1790292933000,0.0,21.023
1790256635000-642689989225816064-739471116254314496,739471116254314496,1790292934000,1790299697000,0.0,24.826
1790266473000-642689989225816064-739426360824430592,739426360824430592,1790266473000,1790283873000,0.0,54.424
1790266473000-642689989225816064-739426360824430592,739426360824430592,1790283874000,1790299585000,0.0,45.693
1790266754000-642689989225816064-739928272518774784,739928272518774784,1790266754000,1790284099000,185.5,45.858
1790266754000-642689989225816064-739928272518774784,739928272518774784,1790284100000,1790307021000,196.625,46.06
1790273142000-642689989225816064-1429476090367180800,1429476090367180800,1790273142000,1790289684000,254.2,69.646
1790273142000-642689989225816064-1429476090367180800,1429476090367180800,1790289685000,1790299528000,189.7,43.57
1790273501000-642689989225816064-739919483375714304,739919483375714304,1790273501000,1790288655000,0.0,63.718
1790273501000-642689989225816064-739919483375714304,739919483375714304,1790288656000,1790301712000,0.0,48.628
1790274414000-642689989225816064-739115416302911488,739115416302911488,1790274414000,1790283747000,0.0,35.038
1790274414000-642689989225816064-739115416302911488,739115416302911488,1790283748000,1790295088000,0.0,44.789
1790276305000-642689989225816064-740159491168796672,740159491168796672,1790276305000,1790284887000,107.5,26.28
1790276305000-642689989225816064-740159491168796672,740159491168796672,1790284888000,1790294457000,120.25,27.222
1790279534000-642689989225816064-1425525382987120640,1425525382987120640,1790279534000,1790289477000,156.1,38.46
1790279534000-642689989225816064-1425525382987120640,1425525382987120640,1790289478000,1790296750000,112.3,25.89
