alert_name,mismatch_count,total_joined_trips,mismatch_pct
unscheduled_driving,13,4556,0.29
idling,0,4556,0.0
over_speed,0,4556,0.0
freerun,0,4556,0.0
hard_brake,0,4556,0.0
continuous_driving,0,4556,0.0
