vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,id,carbon_emission,distance,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,driver_ids,vehicle_device_type,active_driver,adblue_consumed
1540361729291059200,1777427638000-632578958264631296-1540361729291059200,1777427638000,1777439828000,1,151.512,42.413,3.5723009454648342,632578958264631296,1777427638000,1540361729291059200,NL01AK8391,12190000,1777439828000,1777427638000-632578958264631296-1540361729291059200,111.96961487864921,151.512,3.3499999999999943,42.412732908579244,3.5723234417971725,156.81500000000005,42.412732908579244,,,,
1535700301011484672,1777434695000-632578958264631296-1535700301011484672,1777434695000,1777446412000,1,151.248,49.542,3.0529247910863506,632578958264631296,1777434695000,1535700301011484672,NL01AK7896,11717000,1777446412000,1777434695000-632578958264631296-1535700301011484672,130.79158137425972,151.248,3.25,49.542265672068076,3.052908419674347,154.55499999999938,49.542265672068076,,,,
1428367002015105024,1777462038000-632578958264631296-1428367002015105024,1777462038000,1777476393000,1,150.864,39.13,3.8554561717352414,632578958264631296,1777462038000,1428367002015105024,NL01AJ9499,14355000,1777476393000,1777462038000-632578958264631296-1428367002015105024,103.30291381333454,150.864,3.9500000000000455,39.12989159596005,3.8554668527519222,155.375,39.12989159596005,,,,
943818030159233024,1777430481000-632578958264631296-943818030159233024,1777430481000,1777443225000,1,149.856,48.442,3.0935138929028527,632578958264631296,1777430481000,943818030159233024,RJ47GA3457,12744000,1777443225000,1777430481000-632578958264631296-943818030159233024,127.8871022448496,149.856,3.5,48.44208418365515,3.0935085169304695,151.5,48.44208418365515,,,,
1067764977248501760,1777443132000-632578958264631296-1067764977248501760,1777443132000,1777455656000,1,148.997,47.31,3.1493764531811457,632578958264631296,1777443132000,1067764977248501760,RJ47GA5835,12524000,1777455656000,1777443132000-632578958264631296-1067764977248501760,124.89758750633587,148.997,3.449999999999818,47.309692237248434,3.1493969407539266,157.5,47.309692237248434,,,,
926866983197081600,1777470050000-632578958264631296-926866983197081600,1777470050000,1777483290000,1,148.879,47.436,3.138523484273547,632578958264631296,1777470050000,926866983197081600,RJ47GA3435,13240000,1777483290000,1777470050000-632578958264631296-926866983197081600,125.2309605255695,148.879,3.600000000000364,47.43596989604905,3.1385254760523016,151.375,47.43596989604905,,,,
1132636252537880576,1777440716000-632578958264631296-1132636252537880576,1777440716000,1777453373000,1,148.823,42.83,3.474737333644642,632578958264631296,1777440716000,1132636252537880576,RK47GA5327,12657000,1777453373000,1777440716000-632578958264631296-1132636252537880576,113.07103988430913,148.823,3.5,42.829939350117094,3.474742254090844,153.89999999999418,42.829939350117094,,,,
1536427445069021184,1777457912000-632578958264631296-1536427445069021184,1777457912000,1777470254000,1,147.954,58.275,2.5388931788931792,632578958264631296,1777457912000,1536427445069021184,NL01AK8053,12342000,1777470254000,1777457912000-632578958264631296-1536427445069021184,153.84619485848003,147.954,3.4000000000000057,58.275073810030314,2.5388899631824087,151.85000000000036,58.275073810030314,,,,
916722872880201728,1777474263000-632578958264631296-916722872880201728,1777474263000,1777486961000,1,147.525,36.909,3.996992603430058,632578958264631296,1777474263000,916722872880201728,RJ47GA2142,12698000,1777486961000,1777474263000-632578958264631296-916722872880201728,97.43899354257158,147.525,3.5,36.90870967521651,3.9970240438684375,160.875,36.90870967521651,,,,
1073201833905750016,1777452315000-632578958264631296-1073201833905750016,1777452315000,1777466346000,1,146.989,50.71,2.898619601656478,632578958264631296,1777452315000,1073201833905750016,RJ47GA5838,14031000,1777466346000,1777452315000-632578958264631296-1073201833905750016,133.8733017953975,146.989,3.8499999999994543,50.70958401340814,2.8986433799404585,151.70000000001164,50.70958401340814,,,,
952583803866447872,1777419649000-632578958264631296-952583803866447872,1777419649000,1777433739000,1,146.623,45.985,3.188496248776775,632578958264631296,1777419649000,952583803866447872,RJ47GA3767,14090000,1777433739000,1777419649000-632578958264631296-952583803866447872,121.4001098558033,146.623,3.850000000000364,45.984890096895185,3.1885038692285512,149.5,45.984890096895185,,,,
1385305035948163072,1777425364000-632578958264631296-1385305035948163072,1777425364000,1777440849000,1,146.262,57.616,2.5385656762010553,632578958264631296,1777425364000,1385305035948163072,NL01AJ5689,15485000,1777440849000,1777425364000-632578958264631296-1385305035948163072,152.10688430146197,146.262,4.25,57.61624405358408,2.5385549232257114,150.25,57.61624405358408,,,,
1045015172411817984,1777428518000-632578958264631296-1045015172411817984,1777428518000,1777440314000,1,144.898,42.519,3.407841200404525,632578958264631296,1777428518000,1045015172411817984,RJ47GA3393,11796000,1777440314000,1777428518000-632578958264631296-1045015172411817984,112.251377351317,144.898,3.1999999999989086,42.51946111792311,3.4078042428181563,150.125,42.51946111792311,,,,
1536427445069021184,1777445615000-632578958264631296-1536427445069021184,1777445615000,1777455860000,1,144.85,51.435,2.8161757558083016,632578958264631296,1777445615000,1536427445069021184,NL01AK8053,10245000,1777455860000,1777445615000-632578958264631296-1536427445069021184,135.78971736839753,144.85,2.8000000000000114,51.43549900318088,2.8161484345868244,148.63500000000022,51.43549900318088,,,,
866245373776101376,1777448418000-632578958264631296-866245373776101376,1777448418000,1777460458000,1,144.048,34.929,4.124023018122477,632578958264631296,1777448418000,866245373776101376,RJ47GA4404,12040000,1777460458000,1777448418000-632578958264631296-866245373776101376,92.21354578548625,144.048,3.2999999999992724,34.929373403593274,4.123978931302026,150.5,34.929373403593274,['900758004146634763'],,900758004146634763,2.145355569554728
1389243774684626944,1777452981000-632578958264631296-1389243774684626944,1777452981000,1777466904000,1,143.788,42.075,3.4174212715389185,632578958264631296,1777452981000,1389243774684626944,NL01AJ6143,13923000,1777466904000,1777452981000-632578958264631296-1389243774684626944,111.07779683537736,143.788,3.800000000000182,42.07492304370354,3.417427522104944,149.0,42.07492304370354,,,,
1536014535985463296,1777435458000-632578958264631296-1536014535985463296,1777435458000,1777446577000,1,142.804,50.164,2.8467426839964913,632578958264631296,1777435458000,1536014535985463296,NL01AK8375,11119000,1777446577000,1777435458000-632578958264631296-1536014535985463296,132.43302156591116,142.804,3.0500000000000114,50.16402332042089,2.846741360593121,146.53999999999996,50.16402332042089,,,,
