account_id,start_time,vehicle_id,vehicle_plate,duration,end_time,id,carbon_emission,distance,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,driver_ids,vehicle_device_type,active_driver,adblue_consumed
632578958264631296,1777460167000,848986467664396288,RJ47GA3067,492000,1777460659000,1777460167000-632578958264631296-848986467664396288,,,,,,,,['900758004201160714'],,900758004201160714,
632578958264631296,1777467962000,860146891080335360,RJ47GA3610,526000,1777468488000,1777467962000-632578958264631296-860146891080335360,,,,,,,,,,,
632578958264631296,1777484481000,860147487929794560,RJ47GA4003,3117000,1777487598000,1777484481000-632578958264631296-860147487929794560,,,,,,,,,,,
632578958264631296,1777478866000,860147487929794560,RJ47GA4003,560000,1777479426000,1777478866000-632578958264631296-860147487929794560,,,,,,,,,,,
632578958264631296,1777471237000,861290333428776960,RJ47GA3532,508000,1777471745000,1777471237000-632578958264631296-861290333428776960,,,,,,,,,,,
632578958264631296,1777467277000,862677666426257408,RJ47GA4393,3389000,1777470666000,1777467277000-632578958264631296-862677666426257408,,,,,,,,['900758004234715142'],,900758004234715142,
632578958264631296,1777483384000,862693652038680576,RJ47GA4378,628000,1777484012000,1777483384000-632578958264631296-862693652038680576,,,,,,,,['900758004234715138'],,900758004234715138,
632578958264631296,1777465236000,863411203819438080,RJ47GA4438,2058000,1777467294000,1777465236000-632578958264631296-863411203819438080,,,,,,,,['829378564599054336'],,829378564599054336,
632578958264631296,1777456889000,863411203819438080,RJ47GA4438,320000,1777457209000,1777456889000-632578958264631296-863411203819438080,,,,,,,,['829378564599054336'],,829378564599054336,
632578958264631296,1777447867000,863411203819438080,RJ47GA4438,425000,1777448292000,1777447867000-632578958264631296-863411203819438080,,,,,,,,['829378564599054336'],,829378564599054336,
632578958264631296,1777477683000,866245317551456256,RJ47GA4410,309000,1777477992000,1777477683000-632578958264631296-866245317551456256,,,,,,,,['900758004234715150'],,900758004234715150,
632578958264631296,1777468273000,866245317551456256,RJ47GA4410,9274000,1777477547000,1777468273000-632578958264631296-866245317551456256,,,,,,,,['900758004234715150'],,900758004234715150,
632578958264631296,1777465518000,866245373776101376,RJ47GA4404,7158000,1777472676000,1777465518000-632578958264631296-866245373776101376,,,,,,,,['900758004146634763'],,900758004146634763,
632578958264631296,1777460912000,866245373776101376,RJ47GA4404,849000,1777461761000,1777460912000-632578958264631296-866245373776101376,,,,,,,,['900758004146634763'],,900758004146634763,
632578958264631296,1777473481000,866648789010612224,RJ47GA4406,1516000,1777474997000,1777473481000-632578958264631296-866648789010612224,,,,,,,,,,,
632578958264631296,1777471118000,866648789010612224,RJ47GA4406,1301000,1777472419000,1777471118000-632578958264631296-866648789010612224,,,,,,,,,,,
632578958264631296,1777468724000,866648789010612224,RJ47GA4406,177000,1777468901000,1777468724000-632578958264631296-866648789010612224,,,,,,,,,,,
632578958264631296,1777444034000,866648852977942528,RJ47GA4405,7306000,1777451340000,1777444034000-632578958264631296-866648852977942528,,,,,,,,['900758004234715148'],,900758004234715148,
632578958264631296,1777449395000,866686265431425024,RJ47GA4451,1159000,1777450554000,1777449395000-632578958264631296-866686265431425024,,,,,,,,['900758004234715152'],,900758004234715152,
632578958264631296,1777482341000,866686329780436992,RJ47GA4408,743000,1777483084000,1777482341000-632578958264631296-866686329780436992,,,,,,,,,,,
632578958264631296,1777479040000,869216733288726528,RJ47GA4683,1202000,1777480242000,1777479040000-632578958264631296-869216733288726528,,,,,,,,,,,
632578958264631296,1777477029000,869216733288726528,RJ47GA4683,721000,1777477750000,1777477029000-632578958264631296-869216733288726528,,,,,,,,,,,
632578958264631296,1777476426000,869216733288726528,RJ47GA4683,491000,1777476917000,1777476426000-632578958264631296-869216733288726528,,,,,,,,,,,
632578958264631296,1777475580000,869216733288726528,RJ47GA4683,347000,1777475927000,1777475580000-632578958264631296-869216733288726528,,,,,,,,,,,
632578958264631296,1777468345000,869216733288726528,RJ47GA4683,211000,1777468556000,1777468345000-632578958264631296-869216733288726528,,,,,,,,,,,
632578958264631296,1777453591000,869903934959910912,RJ47GA4505,1043000,1777454634000,1777453591000-632578958264631296-869903934959910912,,,,,,,,,,,
632578958264631296,1777444084000,869903934959910912,RJ47GA4505,8655000,1777452739000,1777444084000-632578958264631296-869903934959910912,,,,,,,,,,,
632578958264631296,1777455175000,869905949161160704,RJ47GA4504,930000,1777456105000,1777455175000-632578958264631296-869905949161160704,,,,,,,,,,,
632578958264631296,1777451545000,869905949161160704,RJ47GA4504,3460000,1777455005000,1777451545000-632578958264631296-869905949161160704,,,,,,,,,,,
632578958264631296,1777484228000,870275474985582592,RJ47GA4502,1264000,1777485492000,1777484228000-632578958264631296-870275474985582592,,,,,,,,,,,
