tags,id,start_time,end_time,account_id,vehicle_id,driver_id,driver_type,trip_id,driver_session_id,distance,mileage,loss,idling_alert_fuel_consumed,ready,alert_breath_test_duration,alert_breath_test_count,alert_camera_tampered_duration,alert_camera_tampered_count,alert_distracted_driving_duration,alert_distracted_driving_count,alert_drowsiness_duration,alert_drowsiness_count,alert_emergency_recording_duration,alert_emergency_recording_count,alert_eyes_closed_duration,alert_eyes_closed_count,alert_fcw_duration,alert_fcw_count,alert_lane_departure_warning_duration,alert_lane_departure_warning_count,alert_mobile_phone_duration,alert_mobile_phone_count,alert_pcw_duration,alert_pcw_count,alert_sd_card_tampered_duration,alert_sd_card_tampered_count,alert_seatbelt_violation_duration,alert_seatbelt_violation_count,alert_tailgating_duration,alert_tailgating_count,alert_smoking_duration,alert_smoking_count,alert_idling_duration,alert_idling_count,alert_over_speed_duration,alert_over_speed_count,alert_speeding_duration,alert_speeding_count,alert_freerun_duration,alert_freerun_count,alert_over_acc_duration,alert_over_acc_count,alert_hard_brake_duration,alert_hard_brake_count,alert_unscheduled_driving_duration,alert_unscheduled_driving_count,alert_slow_running_duration,alert_slow_running_count,alert_continuous_driving_duration,alert_continuous_driving_count,alert_fuel_chori_amount,alert_fuel_chori_count,alert_def_chori_amount,alert_def_chori_count,accident_count,unresolved_alerts_count,day_driving_duration,night_driving_duration,driver_idle_duration_before_trip,vehicle_idle_duration_before_trip,total_alerts_count,gear_utilization,peak_torque_range,fuel_smart_mode,terrain,uphill_slope,engine_load,engine_hours,fuel_consumed,adblue_consumed,avg_speed,last_gear_utilization,last_two_gear_utilization,below_ptr_duration,between_ptr_duration,above_ptr_duration,alert_stoppage_duration,alert_stoppage_count
[],1084481853835968512-1775932097000,1775932097000,1775942711000,649034868264558592,1084481853835968512,1510631437122928640,verified_drivers,1775932097000-649034868264558592-1084481853835968512,,144.324,2.646,,0.0,True,0,0,0,0,0.0,0,0.0,0,0,0,6.283,1,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,10614,77737.0,1963.0,7,"{'fifth_gear_duration': 14.703859822762707, 'first_gear_duration': 0.8650678199439601, 'sixth_gear_duration': 70.04989656260496, 'third_gear_duration': 2.705053341729526, 'fourth_gear_duration': 9.691958961182621, 'second_gear_duration': 1.9841634917762259}",,,"{'up': 49.396204715353655, 'down': 14.269617518611193, 'plane': 36.334177766035154}",0.9217185,56.15,2.55,54.552,,56.59765,70.0499,84.75375,508000.0,1460000.0,3242166.0,1569,4
[],1146409880471470080-1775932001000,1775932001000,1775955412000,649034868264558592,1146409880471470080,1510625645921566720,verified_drivers,1775932001000-649034868264558592-1146409880471470080,,343.577,2.513,,0.0,True,0,0,0,0,0.0,0,7.508,2,0,0,0.0,0,14.996,7,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,3590,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,23411,66650.0,999.0,75,"{'fifth_gear_duration': 2.6180237830787574, 'first_gear_duration': 1.7511234294914253, 'ninth_gear_duration': 8.151105087785442, 'sixth_gear_duration': 2.6626043184527752, 'tenth_gear_duration': 11.466113698197418, 'third_gear_duration': 1.5330609250333718, 'eighth_gear_duration': 5.619694916290492, 'fourth_gear_duration': 1.981158992021358, 'second_gear_duration': 1.3814871047617105, 'seventh_gear_duration': 4.120515198141374, 'twelfth_gear_duration': 40.93410232633971, 'eleventh_gear_duration': 17.781010220406166}",,,"{'up': 43.28022987251532, 'down': 26.081619291832613, 'plane': 30.638150835652077}",0.7741701,53.39,6.4805555,136.711,,53.016598,40.9341,58.71511,3368550.0,10466300.0,912100.0,2380,7
[],1474013221449891840-1775931814000,1775931814000,1775950226000,649034868264558592,1474013221449891840,1533049357215989760,verified_drivers,1775926800000-649034868264558592-1474013221449891840,,269.344,2.735,,0.0,True,0,0,0,0,0.0,0,0.0,0,0,0,759.982,2,4.39,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,97,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,18412,66291.0,1.0,13,"{'fifth_gear_duration': 13.903195427534579, 'first_gear_duration': 1.0675501302214199, 'sixth_gear_duration': 60.14932036149382, 'third_gear_duration': 5.354056454983231, 'fourth_gear_duration': 16.572644531375396, 'second_gear_duration': 2.9532330943915537}",,"{'MODE_HEAVY': 0, 'MODE_LIGHT': 0, 'MODE_TURBO': 100}","{'up': 50.054040555778826, 'down': 29.799562212970525, 'plane': 20.146397231250663}",0.9572762,61.12,5.05,98.484,,53.335445,60.14932,74.05251,1171987.0,3735325.0,5634262.0,2500,5
[],1284476928488636416-1775931787000,1775931787000,1775956414000,649034868264558592,1284476928488636416,1534333050081509376,unverified_drivers,1775923937000-649034868264558592-1284476928488636416,,498.215,3.661,,0.0,True,0,0,0,0,0.0,0,0.0,0,0,0,239.998,1,2.225,1,0,0,181.719,4,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,73,14,0,0,0,0,0,0,0,0,0,0,0,25,0,24627,62863.0,1.0,25,"{'fifth_gear_duration': 7.930430065573849, 'first_gear_duration': 0.14370397682677513, 'sixth_gear_duration': 88.0892206419517, 'third_gear_duration': 1.2774129731324646, 'fourth_gear_duration': 1.9505084145054057, 'second_gear_duration': 0.6087239280097972}",,"{'MODE_HEAVY': 0, 'MODE_LIGHT': 0, 'MODE_TURBO': 100}","{'up': 11.188703390081054, 'down': 8.025204937937902, 'plane': 80.78609167198104}",0.55501837,51.63,6.85,136.105,,72.73212,88.08922,96.01965,207248.0,561828.0,14802300.0,1200,5
[],1140330395766620160-1775931657000,1775931657000,1775949658000,649034868264558592,1140330395766620160,1409860718357905408,verified_drivers,1775931657000-649034868264558592-1140330395766620160,,349.769,3.418,,0.0,True,0,0,0,0,0.0,0,0.0,0,0,0,7.261,1,4.193,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,2360,9,0,0,0,0,0,0,49,9,0,0,0,0,0,0,0,0,0,0,0,24,0,18001,0.0,0.0,24,"{'fifth_gear_duration': 0.7636809359047958, 'first_gear_duration': 0.43164574638097153, 'ninth_gear_duration': 4.264014522660626, 'sixth_gear_duration': 1.6828288156894384, 'tenth_gear_duration': 6.41479573629579, 'third_gear_duration': 0.782299731579029, 'eighth_gear_duration': 3.490403562396239, 'fourth_gear_duration': 0.8589471071046221, 'second_gear_duration': 0.43164574638097153, 'seventh_gear_duration': 2.1104404896743265, 'twelfth_gear_duration': 71.64853920032273, 'eleventh_gear_duration': 7.120758405610464}",,,"{'up': 19.74728861745813, 'down': 14.341370959250293, 'plane': 65.91134042329158}",0.52933484,50.72,4.9827776,102.336,,70.19559,71.64854,78.769295,1982400.0,10280300.0,334750.0,850,3
[],1186996301657538560-1775931233000,1775931233000,1775954070000,649034868264558592,1186996301657538560,1408875075985211392,verified_drivers,1775931233000-649034868264558592-1186996301657538560,,329.781,2.769,,0.0,True,0,0,0,0,24.694,2,0.0,0,0,0,3571.82,13,2.124,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,512,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,22837,52928.0,1866.0,36,"{'fifth_gear_duration': 1.7982087748240445, 'first_gear_duration': 0.6684689967611862, 'ninth_gear_duration': 8.400003152130228, 'sixth_gear_duration': 2.260582801705737, 'tenth_gear_duration': 12.720486754123788, 'third_gear_duration': 0.5103516228443573, 'eighth_gear_duration': 5.211422341701242, 'fourth_gear_duration': 1.1101150500359913, 'second_gear_duration': 0.6237630945875479, 'seventh_gear_duration': 3.7556381691449383, 'twelfth_gear_duration': 42.91733456954808, 'eleventh_gear_duration': 20.023624672592852}",,,"{'up': 30.803442684935373, 'down': 48.971744605584426, 'plane': 20.224812709480204}",0.81272775,47.5,6.3202777,119.086,,52.178246,42.917336,62.94096,2760577.0,8869637.0,892904.0,3140,7
[],1334833384924381184-1775931137000,1775931137000,1775948828000,649034868264558592,1334833384924381184,1533101848800526336,verified_drivers,1775925086000-649034868264558592-1334833384924381184,,263.397,3.431,,0.0,True,0,0,0,0,28.484,2,4.058,1,0,0,3794.822,7,56.252,27,0,0,2351.714,14,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,17691,61422.0,1.0,61,"{'fifth_gear_duration': 10.999678205890252, 'first_gear_duration': 1.6501375010802, 'sixth_gear_duration': 70.71672909398595, 'third_gear_duration': 5.418048325297244, 'fourth_gear_duration': 8.419638061538851, 'second_gear_duration': 2.795768812207503}",,"{'MODE_HEAVY': 0, 'MODE_LIGHT': 0, 'MODE_TURBO': 100}","{'up': 45.51212644020068, 'down': 33.59747754179309, 'plane': 20.890396018006225}",0.74627596,51.44,4.85,76.779,,54.30866,70.71673,81.71641,947924.0,3847491.0,4968002.0,2420,10
[],1151974728106246144-1775930711000,1775930711000,1775956768000,649034868264558592,1151974728106246144,1410612257598996480,verified_drivers,1775930711000-649034868264558592-1151974728106246144,,321.447,2.979,,0.0,True,0,0,0,0,49.058,3,0.0,0,0,0,613.223,5,20.436,10,0,0,0.0,0,0,0,0,0,0,0,9.79,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,35,0,26057,52938.0,1293.0,35,"{'fifth_gear_duration': 16.51428056302263, 'first_gear_duration': 2.1954189562586897, 'sixth_gear_duration': 59.80916278676875, 'third_gear_duration': 6.05587367162871, 'fourth_gear_duration': 10.84782819208539, 'second_gear_duration': 4.577435830235825}",,,"{'up': 39.645371183202926, 'down': 23.190278449049654, 'plane': 37.16435036774742}",0.71916914,47.39,6.45,107.916,,49.836742,59.809162,76.32344,1991160.0,3793929.0,7721660.0,3444,8
[],933044705925529600-1775930678000,1775930678000,1775947757000,649034868264558592,933044705925529600,,,1775930678000-649034868264558592-933044705925529600,,290.522,3.405,,0.0,True,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,1145,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,23,0,17079,,20.0,23,"{'fifth_gear_duration': 23.56661195216077, 'first_gear_duration': 0.9835637988436212, 'sixth_gear_duration': 62.65564274067782, 'third_gear_duration': 3.9605427387660015, 'fourth_gear_duration': 7.520285789978233, 'second_gear_duration': 1.3133529795735546}",,,"{'up': 13.785663085045579, 'down': 5.3171244664864385, 'plane': 80.89721244846798}",0.39442322,61.19,,85.316,,,62.655643,86.22225,1870700.0,7140355.0,2548850.0,1264,6
[],1186996414987632640-1775929784000,1775929784000,1775931930000,649034868264558592,1186996414987632640,1537274691335487488,unverified_drivers,1775909325000-649034868264558592-1186996414987632640,,37.806,3.845,,0.0,True,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,23.053,11,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,80,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2146,47411.0,1.0,14,"{'fifth_gear_duration': 0.835211576290035, 'first_gear_duration': 1.65868018821212, 'ninth_gear_duration': 3.3878181626319392, 'sixth_gear_duration': 0.5646363604386566, 'tenth_gear_duration': 10.445772668115145, 'third_gear_duration': 0.5646363604386566, 'eighth_gear_duration': 1.1292727208773132, 'fourth_gear_duration': 0.835211576290035, 'second_gear_duration': 0.835211576290035, 'seventh_gear_duration': 1.6939090813159696, 'twelfth_gear_duration': 54.660793380647924, 'eleventh_gear_duration': 23.388846348452176}",,,"{'up': 0, 'down': 100, 'plane': 0}",,41.34,0.51222223,9.833,,73.80781,54.660793,78.04964,333103.0,912170.0,55179.0,0,0
