vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,engine_hours,fuel_consumed,odo_distance_km,raw_fuel_consumed,id,mileage,distance,load_estimation,driver_ids,vehicle_device_type,active_driver,adblue_consumed
1477629723302428672,1786357257000-632578958264631296-1477629723302428672,1786357257000,1786373166000,1,165.058,58.589,2.8172182491593984,632578958264631296,1786357257000,1477629723302428672,NL01AK3043,15909000,1786373166000,154.67619923092877,3.849999999999909,58.58946940565484,163.375,58.589469405654846,1786357257000-632578958264631296-1477629723302428672,2.817195678240247,165.058,"{'confidence': None, 'count': None, 'error_code': 'RANSAC_NO_VALID_MODEL', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1786452997045}",,,,
1176180359524515840,1786344062000-632578958264631296-1176180359524515840,1786344062000,1786358093000,1,164.885,51.674,3.1908696830127337,632578958264631296,1786344062000,1176180359524515840,RJ47GA6337,14031000,1786358093000,136.42004365778152,3.899999999999636,51.67425896128088,176.20000000001164,51.67425896128088,1786344062000-632578958264631296-1176180359524515840,3.190853692232859,164.885,,,,,
1081533146517733376,1786352254000-632578958264631296-1081533146517733376,1786352254000,1786366149000,1,164.85,43.381,3.8000507134459784,632578958264631296,1786352254000,1081533146517733376,RJ47GA5872,13895000,1786366149000,114.52606956247409,3.7999999999992724,43.38108695548261,171.60000000000582,43.38108695548261,1786352254000-632578958264631296-1081533146517733376,3.8000430964113003,164.85,"{'confidence': 51.8, 'count': 16, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 39847.73308273514, 'std': 15361.586353201139, 'timestamp': 1786393736593}",,,,
1536014550107684864,1786327482000-632578958264631296-1536014550107684864,1786327482000,1786341650000,1,163.722,52.358,3.126972000458383,632578958264631296,1786327482000,1536014550107684864,NL01AK9195,14168000,1786341650000,138.22558608830045,3.8999999999999773,52.35817654859866,168.1999999999971,52.35817654859866,1786327482000-632578958264631296-1536014550107684864,3.1269614564982775,163.722,,,,,
938500415001985024,1786343881000-632578958264631296-938500415001985024,1786343881000,1786358011000,1,163.025,48.348,3.3719078348639036,632578958264631296,1786343881000,938500415001985024,RJ47GA1435,14130000,1786358011000,127.6397535450818,0.0,48.348391494349165,,0.001,1786343881000-632578958264631296-938500415001985024,3.371880531311035,163.025,,,,,
870575606247456768,1786358110000-632578958264631296-870575606247456768,1786358110000,1786372633000,1,161.524,50.195,3.217930072716406,632578958264631296,1786358110000,870575606247456768,RJ47GA4668,14523000,1786372633000,132.51353231067733,4.0,50.194519814650505,168.20000000001164,50.194519814650505,1786358110000-632578958264631296-870575606247456768,3.2179608570108336,161.524,,,,,3.1005889394674435
1536014758619119616,1786348448000-632578958264631296-1536014758619119616,1786348448000,1786361206000,1,160.13,54.385,2.944378045416935,632578958264631296,1786348448000,1536014758619119616,RJ47GA8942,12758000,1786361206000,143.57751002765633,3.5,54.38542046502133,,54.38542046502133,1786348448000-632578958264631296-1536014758619119616,2.94435528181656,160.13,"{'confidence': 83.2, 'count': 17, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 72376.90634793408, 'std': 10044.349063672516, 'timestamp': 1786485409158}",,,,
1152269303286857728,1786339711000-632578958264631296-1152269303286857728,1786339711000,1786353489000,1,160.0,47.341,3.3797342683931477,632578958264631296,1786339711000,1152269303286857728,RJ47GA4891,13778000,1786353489000,124.97911879172747,3.800000000000182,47.34057529989677,160.0,47.34057529989677,1786339711000-632578958264631296-1152269303286857728,3.3797645885462844,160.0,,,,,
1135566388677574656,1786352736000-632578958264631296-1135566388677574656,1786352736000,1786366566000,1,159.838,44.662,3.5788365948681204,632578958264631296,1786352736000,1135566388677574656,RJ47GA6238,13830000,1786366566000,117.90692623716998,3.850000000000364,44.66171448377651,169.10000000000582,44.66171448377651,1786352736000-632578958264631296-1135566388677574656,3.5788594738802875,159.838,"{'confidence': 43.7, 'count': 10, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'LOW', 'mean': 25810.450453113073, 'std': 9183.669893553493, 'timestamp': 1786375241967}",,,,
1136692610564358144,1786358408000-632578958264631296-1136692610564358144,1786358408000,1786371780000,1,159.012,40.091,3.966276720460951,632578958264631296,1786358408000,1136692610564358144,RJ47GA5938,13372000,1786371780000,105.83980215230825,3.449999999999818,40.09083414860161,147.69999999998254,40.09083414860161,1786358408000-632578958264631296-1136692610564358144,3.966293128514175,159.012,"{'confidence': 76.1, 'count': 17, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 34757.00036934462, 'std': 6862.093876150435, 'timestamp': 1786493305061}",,,,
