vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,distance,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,driver_ids,vehicle_device_type,active_driver,adblue_consumed
873570129613422592,1775015932000-632578958264631296-873570129613422592,1775015932000,1775037360000,1,284.363,77.86,3.652234780375032,632578958264631296,1775015932000,873570129613422592,RJ14GN1954,21428000,1775037360000,205.55106583212424,284.363,5.899999999999636,77.86025220913797,3.652222949858697,295.79999999998836,77.86025220913797,1775015932000-632578958264631296-873570129613422592,,,,3.655578589469951
947105297703370752,1775020195000-632578958264631296-947105297703370752,1775020195000,1775036737000,1,215.339,77.858,2.7657915692671273,632578958264631296,1775020195000,947105297703370752,RJ47GA3607,16542000,1775036737000,205.54604422305442,215.339,4.599999999998545,77.85835008449031,2.7657791330835866,134.25,77.85835008449031,1775020195000-632578958264631296-947105297703370752,,,,
1125482414773108736,1775025947000-632578958264631296-1125482414773108736,1775025947000,1775044194000,1,215.16,72.5,2.9677241379310346,632578958264631296,1775025947000,1125482414773108736,RJ47GA3886,18247000,1775044194000,191.4,215.16,5.0,72.5,2.9677241379310346,218.75,72.5,1775025947000-632578958264631296-1125482414773108736,,,,
1083728245179809792,1775061227000-632578958264631296-1083728245179809792,1775061227000,1775078880000,1,212.203,76.667,2.7678531832470292,632578958264631296,1775061227000,1083728245179809792,RJ47GA6241,17653000,1775078880000,202.40136194369592,212.203,4.900000000000546,76.66718255443027,2.767846592632322,223.30000000001746,76.66718255443027,1775061227000-632578958264631296-1083728245179809792,,,,
1176582767303983104,1775002411000-632578958264631296-1176582767303983104,1775002411000,1775020969000,1,200.15,103.066,1.9419595210835776,632578958264631296,1775002411000,1176582767303983104,RJ47GA6341,18558000,1775020969000,272.0940314071803,200.14999999999418,5.050000000000182,103.06592098756829,1.9419610098291953,200.14999999999418,99.61755999864909,1775002411000-632578958264631296-1176582767303983104,,,,
1504892206538817536,1775016249000-632578958264631296-1504892206538817536,1775016249000,1775038353000,1,199.571,62.766,3.179603607048402,632578958264631296,1775016249000,1504892206538817536,RJ47GA8528,22104000,1775038353000,165.70205600777848,199.571,6.100000000000023,62.765930305976696,3.179607137616129,210.54499999999825,62.765930305976696,1775016249000-632578958264631296-1504892206538817536,,,,
1067775063052255232,1775049589000-632578958264631296-1067775063052255232,1775049589000,1775066253000,1,198.081,54.297,3.648102105088679,632578958264631296,1775049589000,1067775063052255232,RJ47GA3725,16664000,1775066253000,143.3436476006581,198.081,4.599999999998545,54.296836212370486,3.648113109670855,195.75,54.296836212370486,1775049589000-632578958264631296-1067775063052255232,,,,
1049976646406242304,1775024011000-632578958264631296-1049976646406242304,1775024011000,1775038286000,1,197.826,78.057,2.5343787232407085,632578958264631296,1775024011000,1049976646406242304,RJ47GA5534,14275000,1775038286000,206.07025920306162,197.826,3.949999999999818,78.05691636479607,2.534381438737185,212.0,78.05691636479607,1775024011000-632578958264631296-1049976646406242304,,,,
1050036836505747456,1775033933000-632578958264631296-1050036836505747456,1775033933000,1775049713000,1,191.669,59.269,3.233882805513844,632578958264631296,1775033933000,1050036836505747456,RJ47GA6288,15780000,1775049713000,156.4702332706901,191.669,4.300000000000182,59.26902775404928,3.2338812911758135,200.89999999996508,59.26902775404928,1775033933000-632578958264631296-1050036836505747456,,,,
1385305128772304896,1774982492000-632578958264631296-1385305128772304896,1774982492000,1774999450000,1,188.602,49.391,3.818549938247859,632578958264631296,1774982492000,1385305128772304896,NL01AJ5687,16958000,1774999450000,130.39184363267262,188.602,4.650000000000091,49.39084986086083,3.8185615459404216,192.375,49.39084986086083,1774982492000-632578958264631296-1385305128772304896,,,,
946034884164452352,1774982473000-632578958264631296-946034884164452352,1774982473000,1774998811000,1,188.129,54.939,3.4243251606327014,632578958264631296,1774982473000,946034884164452352,RJ47GA3663,16338000,1774998811000,145.0398548369715,188.129,4.5,54.93933895339829,3.4243040339378386,200.625,54.93933895339829,1774982473000-632578958264631296-946034884164452352,,,,
1050036904705130496,1775039687000-632578958264631296-1050036904705130496,1775039687000,1775060143000,1,185.753,64.472,2.8811422012656656,632578958264631296,1775039687000,1050036904705130496,RJ47GA6244,20456000,1775060143000,170.20645885941966,185.753,5.649999999999636,64.47214350735592,2.881135788184343,191.60000000000582,64.47214350735592,1775039687000-632578958264631296-1050036904705130496,,,,
1385305291104452608,1775034405000-632578958264631296-1385305291104452608,1775034405000,1775049626000,1,183.121,57.21,3.200856493619997,632578958264631296,1775034405000,1385305291104452608,NL01AJ5692,15221000,1775049626000,151.03532255801792,183.121,4.199999999999818,57.21034945379467,3.2008369420623053,187.25,57.21034945379467,1775034405000-632578958264631296-1385305291104452608,,,,
866245373776101376,1775015547000-632578958264631296-866245373776101376,1775015547000,1775029193000,1,180.03,45.139,3.9883471056071245,632578958264631296,1775015547000,866245373776101376,RJ47GA4404,13646000,1775029193000,119.16752664297978,180.03,3.7000000000007276,45.13921463749234,3.988328140970097,187.69999999995343,45.13921463749234,1775015547000-632578958264631296-866245373776101376,['900758004146634763'],,900758004146634763,2.6886739116141114
1396880990281924608,1774997657000-632578958264631296-1396880990281924608,1774997657000,1775011970000,1,180.009,54.539,3.300555565741946,632578958264631296,1774997657000,1396880990281924608,NL01AJ6924,14313000,1775011970000,143.98411299782902,180.009,3.900000000000091,54.5394367416019,3.300529135510703,185.625,54.5394367416019,1774997657000-632578958264631296-1396880990281924608,,,,
862677666426257408,1775035198000-632578958264631296-862677666426257408,1775035198000,1775049791000,1,178.355,48.529,3.675225123122256,632578958264631296,1775035198000,862677666426257408,RJ47GA4393,14593000,1775049791000,128.11721221025857,178.355,4.0,48.52924704934036,3.6752064135399416,184.0,48.52924704934036,1775035198000-632578958264631296-862677666426257408,['900758004234715142'],,900758004234715142,1.9834386683040066
1136716787434389504,1775047588000-632578958264631296-1136716787434389504,1775047588000,1775062309000,1,177.133,44.972,3.938739660233034,632578958264631296,1775047588000,1136716787434389504,RJ47GA5299,14721000,1775062309000,118.72675446459905,177.133,4.050000000000182,44.97225547901479,3.938717284985958,182.20000000001164,44.97225547901479,1775047588000-632578958264631296-1136716787434389504,,,,
1536397466075660288,1775048100000-632578958264631296-1536397466075660288,1775048100000,1775062123000,1,176.805,42.99,4.112700628053036,632578958264631296,1775048100000,1536397466075660288,NL01AK8051,14023000,1775062123000,113.49343731931647,176.805,3.8499999999999943,42.98993837852896,4.112706523168781,179.02999999999975,42.98993837852896,1775048100000-632578958264631296-1536397466075660288,,,,
1067772524470730752,1774998292000-632578958264631296-1067772524470730752,1774998292000,1775012645000,1,176.791,59.171,2.9877980767605754,632578958264631296,1774998292000,1067772524470730752,RJ47GA6418,14353000,1775012645000,156.21044352552389,176.791,3.949999999999818,59.17062254754693,2.9878171360786085,183.10000000000582,59.17062254754693,1774998292000-632578958264631296-1067772524470730752,,,,
1175796809117728768,1774999756000-632578958264631296-1175796809117728768,1774999756000,1775012463000,1,172.005,54.682,3.1455506382356164,632578958264631296,1774999756000,1175796809117728768,RJ47GA6335,12707000,1775012463000,144.36178324370263,172.005,3.5,54.68249365291766,3.145522241391463,182.89999999999418,54.68249365291766,1774999756000-632578958264631296-1175796809117728768,,,,
876422423786815488,1775015574000-632578958264631296-876422423786815488,1775015574000,1775028718000,1,171.822,47.793,3.595128993785701,632578958264631296,1775015574000,876422423786815488,RJ14GN1576,13144000,1775028718000,126.17394105535301,171.822,3.599999999998545,47.79315949066402,3.59511699647235,179.89999999996508,47.79315949066402,1775015574000-632578958264631296-876422423786815488,,,,2.752587448528969
1083728919393206272,1775033245000-632578958264631296-1083728919393206272,1775033245000,1775048289000,1,169.184,63.111,2.6807371139737923,632578958264631296,1775033245000,1083728919393206272,RJ47GA6305,15044000,1775048289000,166.61203426074792,169.184,4.149999999999636,63.110619038162085,2.6807532960134153,179.39999999999418,63.110619038162085,1775033245000-632578958264631296-1083728919393206272,,,,
866245373776101376,1775031112000-632578958264631296-866245373776101376,1775031112000,1775044246000,1,165.77,47.41,3.4965197215777266,632578958264631296,1775031112000,866245373776101376,RJ47GA4404,13134000,1775044246000,125.16231164180219,165.77,3.600000000000364,47.40996653098568,3.4965221899420222,173.30000000004657,47.40996653098568,1775031112000-632578958264631296-866245373776101376,['900758004146634763'],,900758004146634763,3.1689575928961857
787000328028422144,1775001620000-632578958264631296-787000328028422144,1775001620000,1775014782000,1,163.258,55.979,2.916415084228014,632578958264631296,1775001620000,787000328028422144,RJ47GA2481,13162000,1775014782000,147.78498265302383,163.258,3.599999999999909,55.97916009584236,2.9164067435182077,183.9600000000064,55.97916009584235,1775001620000-632578958264631296-787000328028422144,['900758004192772099'],,900758004192772099,
