vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,distance,fuel_consumed,mileage,raw_fuel_consumed,id,odo_distance_km,load_estimation,engine_hours,active_driver,driver_ids
1429476090367180800,1786298117000-642689989225816064-1429476090367180800,1786298117000,1786324551000,3,441.70000000000005,106.0,4.166981132075472,642689989225816064,1786298117000,1429476090367180800,MP09AN1563,26434000,1786324551000,279.8747760890008,428.394,106.01317276098516,4.040950655876013,106.01480502663156,1786298117000-642689989225816064-1429476090367180800,444.20000000001164,"{'confidence': 78.8, 'count': 23, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 19948.382864965286, 'std': 4065.2914690496364, 'timestamp': 1786402014264}",7.304999999999272,,
1425525382987120640,1786305883000-642689989225816064-1425525382987120640,1786305883000,1786328043000,2,335.5,84.236,3.9828576855501208,642689989225816064,1786305883000,1425525382987120640,MP09AM6115,22160000,1786328043000,228.28610826368083,324.264,86.47201070593971,3.7499301491057673,86.47201070593971,1786305883000-642689989225816064-1425525382987120640,336.6000000000058,"{'confidence': 81.7, 'count': 32, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 15322.857238825392, 'std': 3163.848650011154, 'timestamp': 1786341996180}",5.299999999999727,,
739928272518774784,1786292319000-642689989225816064-739928272518774784,1786292319000,1786323264000,2,329.125,82.346,3.996854734899084,642689989225816064,1786292319000,739928272518774784,MP13P7218,30945000,1786323264000,215.72318548288135,362.322,81.71332783442475,4.43406246694751,81.71332783442475,1786292319000-642689989225816064-739928272518774784,331.0,,0.0,,
740159491168796672,1786302497000-642689989225816064-740159491168796672,1786302497000,1786320496000,2,226.0,56.69,3.986593755512436,642689989225816064,1786302497000,740159491168796672,MP13P9027,17999000,1786320496000,160.96007035989348,247.155,60.969723621171774,4.0537333174686605,53.64227667453574,1786302497000-642689989225816064-740159491168796672,228.0,"{'confidence': 63.6, 'count': 15, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 12654.531520312965, 'std': 3564.848605266564, 'timestamp': 1786331614049}",0.0,,
1531026470644744192,1786276685000-642689989225816064-1531026470644744192,1786276685000,1786291638000,2,189.05,68.59700000000001,2.7559514264472207,642689989225816064,1786276685000,1531026470644744192,MP09BM0987,14953000,1786291638000,181.13425701690556,281.939,68.6114609912521,4.109211433873227,68.61146099125209,1786276685000-642689989225816064-1531026470644744192,190.73000000001048,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1786398573248}",4.104444444444653,,
1326601836949405696,1786277272000-642689989225816064-1326601836949405696,1786277272000,1786292342000,3,183.68,64.757,2.836450113501243,642689989225816064,1786277272000,1326601836949405696,MP09DY9036,15070000,1786292342000,170.94782564403033,194.342,64.7529642591024,3.001283450474333,64.7529642591024,1786277272000-642689989225816064-1326601836949405696,,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1786398777520}",4.148611111111677,,
1537194706461523968,1786290580000-642689989225816064-1537194706461523968,1786290580000,1786307219000,3,179.13,61.620999999999995,2.906963535158469,642689989225816064,1786290580000,1537194706461523968,MP09BN3822,16639000,1786307219000,162.74985773800907,199.29,61.647673385609494,3.2327254064144544,61.647673385609494,1786290580000-642689989225816064-1537194706461523968,,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1786316076004}",4.585000000000036,,
642786876301770752,1786281087000-642689989225816064-642786876301770752,1786281087000,1786293091000,2,139.36925,61.43299999999999,2.2686381912001696,642689989225816064,1786281087000,642786876301770752,MP13P6381,12004000,1786293091000,159.37108391593296,148.253,60.36783481664127,2.455827684565753,60.36783481664126,1786281087000-642689989225816064-642786876301770752,144.35821959003806,"{'confidence': 0, 'count': 2, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 15596.915803714606, 'std': 2819.633112275613, 'timestamp': 1786301715807}",0.0,,
739471116254314496,1786295298000-642689989225816064-739471116254314496,1786295298000,1786337886000,4,0.0,117.312,0.0,642689989225816064,1786295298000,739471116254314496,MP13P5418,42588000,1786337886000,311.32503567173944,460.566,117.92614987565887,3.9055459750498085,117.92614987565887,1786295298000-642689989225816064-739471116254314496,,,11.799999999999272,,
739915798490906624,1786291326000-642689989225816064-739915798490906624,1786291326000,1786329590000,3,0.0,119.175,0.0,642689989225816064,1786291326000,739915798490906624,MP13P5481,38264000,1786329590000,317.54017726371103,489.099,120.28037017564812,4.066324366027123,120.28037017564812,1786291326000-642689989225816064-739915798490906624,,,10.600000000002183,,
