vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,distance,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,engine_hours
1262095009591590912,1783506312000-1205841794575630336-1262095009591590912,1783506312000,1783518449000,1,96.421,18.171,5.3063122557921965,1205841794575630336,1783506312000,1262095009591590912,OD26G4265,12137000,1783518449000,47.97185317968219,96.421,18.171156507455375,5.306266552733713,102.5,18.171156507455375,1783506312000-1205841794575630336-1262095009591590912,0.0
1262095009591590912,1783473324000-1205841794575630336-1262095009591590912,1783473324000,1783486541000,1,96.4,22.182,4.345866017491661,1205841794575630336,1783473324000,1262095009591590912,OD26G4265,13217000,1783486541000,58.56159523686156,96.4,22.182422438205133,4.34578325557306,102.69999999998254,22.182422438205133,1783473324000-1205841794575630336-1262095009591590912,0.0
1207301696301039616,1783501140000-1205841794575630336-1207301696301039616,1783501140000,1783512189000,1,95.13,19.331,4.921111168589312,1205841794575630336,1783501140000,1207301696301039616,OD10X1853,11049000,1783512189000,51.03444329149478,95.13,19.331228519505597,4.921052994847789,99.0,19.331228519505597,1783501140000-1205841794575630336-1207301696301039616,0.0
1207337867206983680,1783482821000-1205841794575630336-1207337867206983680,1783482821000,1783492490000,1,95.0,20.5,4.634146341463414,1205841794575630336,1783482821000,1207337867206983680,OD30F1920,9669000,1783492490000,54.120000000000005,95.0,20.5,4.634146341463414,95.0,20.5,1783482821000-1205841794575630336-1207337867206983680,0.0
1207353260512378880,1783485822000-1205841794575630336-1207353260512378880,1783485822000,1783498110000,1,94.791,30.645,3.093196279980421,1205841794575630336,1783485822000,1207353260512378880,OD18M7266,12288000,1783498110000,80.90330063079811,94.791,30.645189632878072,3.093177139236962,96.11000000000058,30.645189632878072,1783485822000-1205841794575630336-1207353260512378880,0.0
1262095273505587200,1783470519000-1205841794575630336-1262095273505587200,1783470519000,1783483264000,1,94.715,15.354,6.1687508141200995,1205841794575630336,1783470519000,1262095273505587200,OD23Q9989,12745000,1783483264000,40.535701305661284,94.715,15.354432312750486,6.168577129442138,99.0,15.354432312750486,1783470519000-1205841794575630336-1262095273505587200,0.0
1262211039764676608,1783471826000-1205841794575630336-1262211039764676608,1783471826000,1783487931000,1,94.525,18.356,5.149542383961648,1205841794575630336,1783471826000,1262211039764676608,OD34T6592,16105000,1783487931000,48.459687334220106,94.525,18.35594217205307,5.149558606907924,100.875,18.35594217205307,1783471826000-1205841794575630336-1262211039764676608,4.099999999999909
1207296121005670400,1783503187000-1205841794575630336-1207296121005670400,1783503187000,1783514162000,1,94.478,21.272,4.441425347875141,1205841794575630336,1783503187000,1207296121005670400,OD30F1977,10975000,1783514162000,56.15876923824495,94.478,21.272261075092782,4.441370838129765,95.0,21.272261075092782,1783503187000-1205841794575630336-1207296121005670400,0.0
1262053656635637760,1783484746000-1205841794575630336-1262053656635637760,1783484746000,1783497991000,1,94.114,16.267,5.785578164381878,1205841794575630336,1783484746000,1262053656635637760,OD17AB7301,13245000,1783497991000,42.94403057888803,94.114,16.2666782495788,5.7856926015264944,98.70000000001164,16.2666782495788,1783484746000-1205841794575630336-1262053656635637760,0.0
1207324587549786112,1783483644000-1205841794575630336-1207324587549786112,1783483644000,1783497209000,1,94.091,14.921,6.305944641780042,1205841794575630336,1783483644000,1207324587549786112,OD30F1904,13565000,1783497209000,39.39117717609204,94.091,14.920900445489409,6.305986715999015,96.0,14.920900445489409,1783483644000-1205841794575630336-1207324587549786112,0.0
1207324428367560704,1783502953000-1205841794575630336-1207324428367560704,1783502953000,1783514841000,1,93.152,12.7,7.3348031496063,1205841794575630336,1783502953000,1207324428367560704,OD30F1913,11888000,1783514841000,33.52756774733633,93.152,12.699836267930428,7.334897713226983,96.0,12.699836267930428,1783502953000-1205841794575630336-1207324428367560704,0.0
1207347610021527552,1783502833000-1205841794575630336-1207347610021527552,1783502833000,1783515059000,1,92.124,13.614,6.766857646540325,1205841794575630336,1783502833000,1207347610021527552,OD24J9524,12226000,1783515059000,35.93973658841662,92.124,13.613536586521448,6.767087994695702,96.0,13.613536586521448,1783502833000-1205841794575630336-1207347610021527552,0.0
1207347610021527552,1783486899000-1205841794575630336-1207347610021527552,1783486899000,1783498198000,1,91.444,15.359,5.953773032098444,1205841794575630336,1783486899000,1207347610021527552,OD24J9524,11299000,1783498198000,40.54900296493322,91.444,15.359470820050463,5.95359052869372,94.0,15.359470820050463,1783486899000-1205841794575630336-1207347610021527552,0.0
1207340613821792256,1783501252000-1205841794575630336-1207340613821792256,1783501252000,1783512396000,1,91.357,15.95,5.727711598746081,1205841794575630336,1783501252000,1207340613821792256,OD20C5878,11144000,1783512396000,42.10861365071947,91.357,15.950232443454343,5.727628128547499,95.0,15.950232443454341,1783501252000-1205841794575630336-1207340613821792256,0.0
1207347236648779776,1783485222000-1205841794575630336-1207347236648779776,1783485222000,1783498641000,1,91.246,18.801,4.853252486569864,1205841794575630336,1783485222000,1207347236648779776,OD24J9543,13419000,1783498641000,49.633884495632486,91.246,18.800713824103212,4.853326360567184,95.0,18.800713824103212,1783485222000-1205841794575630336-1207347236648779776,0.0
1207323947960369152,1783488429000-1205841794575630336-1207323947960369152,1783488429000,1783499144000,1,91.232,15.541,5.8704073096969305,1205841794575630336,1783488429000,1207323947960369152,OD10X5817,10715000,1783499144000,41.028622296035756,91.232,15.541144809104454,5.870352610481671,95.0,15.541144809104454,1783488429000-1205841794575630336-1207323947960369152,0.0
1207340356891312128,1783502514000-1205841794575630336-1207340356891312128,1783502514000,1783513901000,1,90.979,16.243,5.601120482669458,1205841794575630336,1783502514000,1207340356891312128,OD20C5882,11387000,1783513901000,42.88088520475534,90.979,16.242759547255808,5.6012033999093935,95.0,16.242759547255808,1783502514000-1205841794575630336-1207340356891312128,0.0
1262093093448974336,1783500503000-1205841794575630336-1262093093448974336,1783500503000,1783513284000,1,90.676,15.036,6.030593242883746,1205841794575630336,1783500503000,1262093093448974336,OD26G4263,12781000,1783513284000,39.694988656605226,90.676,15.035980551744403,6.030601043141161,95.0,15.035980551744403,1783500503000-1205841794575630336-1262093093448974336,0.0
1207345779841171456,1783481066000-1205841794575630336-1207345779841171456,1783481066000,1783496139000,1,90.389,17.691,5.109321123735232,1205841794575630336,1783481066000,1207345779841171456,OD24J9791,15073000,1783496139000,46.70439693024111,90.389,17.691059443273147,5.109303956036931,93.0,17.691059443273147,1783481066000-1205841794575630336-1207345779841171456,0.0
1262446489297223680,1783501178000-1205841794575630336-1262446489297223680,1783501178000,1783513811000,1,90.318,19.202,4.703572544526612,1205841794575630336,1783501178000,1262446489297223680,OD05BS0557,12633000,1783513811000,50.69311801210799,90.318,19.201938640949994,4.703587574610207,90.0,19.201938640949994,1783501178000-1205841794575630336-1262446489297223680,3.449999999999818
1207353084078981120,1783487820000-1205841794575630336-1207353084078981120,1783487820000,1783499436000,1,90.131,19.5,4.622102564102564,1205841794575630336,1783487820000,1207353084078981120,OD24K6251,11616000,1783499436000,51.480000000000004,90.131,19.5,4.622102564102564,92.0,19.5,1783487820000-1205841794575630336-1207353084078981120,0.0
1262446489297223680,1783483921000-1205841794575630336-1262446489297223680,1783483921000,1783495889000,1,88.772,16.887,5.256824776455262,1205841794575630336,1783483921000,1262446489297223680,OD05BS0557,11968000,1783495889000,44.58106590161079,88.772,16.886767386973784,5.256897188533401,87.125,16.87952901458927,1783483921000-1205841794575630336-1262446489297223680,3.2245833333331513
1262213954373943296,1783484846000-1205841794575630336-1262213954373943296,1783484846000,1783497500000,1,88.695,17.974,4.934627795704906,1205841794575630336,1783484846000,1262213954373943296,OD04U4703,12654000,1783497500000,47.45243138896281,88.695,17.974405829152577,4.934516380850049,94.75,17.974405829152577,1783484846000-1205841794575630336-1262213954373943296,3.4500000000007276
