vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,distance,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,engine_hours
1207344194574614528,1783504192000-1205841794575630336-1207344194574614528,1783504192000,1783508977000,2,45.08,8.99,5.014460511679644,1205841794575630336,1783504192000,1207344194574614528,OD08V3354,4785000,1783508977000,17.98380268235516,33.097,6.812046470589076,4.858598681452905,34.0,6.812046470589076,1783504192000-1205841794575630336-1207344194574614528,0.0
1262459364938088448,1783477141000-1205841794575630336-1262459364938088448,1783477141000,1783483893000,3,38.836,12.224,3.177028795811518,1205841794575630336,1783477141000,1262459364938088448,OD05BR6980,6752000,1783483893000,28.69182209801539,37.835,10.868114431066434,3.4812846552157106,38.625,10.868114431066434,1783477141000-1205841794575630336-1262459364938088448,1.8499999999994543
1207338913971044352,1783476724000-1205841794575630336-1207338913971044352,1783476724000,1783484128000,3,26.747,4.959,5.393627747529744,1205841794575630336,1783476724000,1207338913971044352,OD20C5898,7404000,1783484128000,27.09846253178687,50.83,10.264569140828359,4.9519857387699355,53.0,10.264569140828359,1783476724000-1205841794575630336-1207338913971044352,0.0
1207299646611783680,1783510082000-1205841794575630336-1207299646611783680,1783510082000,1783514339000,2,26.222,3.894,6.733949666153056,1205841794575630336,1783510082000,1207299646611783680,OD18M3385,4257000,1783514339000,14.377805427627813,33.121,5.446138419555989,6.081556774442078,34.0,5.446138419555989,1783510082000-1205841794575630336-1207299646611783680,0.0
1207341421116260352,1783493346000-1205841794575630336-1207341421116260352,1783493346000,1783495915000,2,12.902000000000001,3.4539999999999997,3.735379270411118,1205841794575630336,1783493346000,1207341421116260352,OD08V3389,2569000,1783495915000,9.133693962357908,12.042,3.4597325614992074,3.4806158527992794,12.0,3.4597325614992074,1783493346000-1205841794575630336-1207341421116260352,0.0
