vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,distance,driver_ids,vehicle_device_type,active_driver,adblue_consumed
780451558935494656,1778927068000-632578958264631296-780451558935494656,1778927068000,1778947533000,1,228.218,46.493,4.908652915492654,632578958264631296,1778927068000,780451558935494656,RJ47GA3178,20465000,1778947533000,122.74089678830613,5.650000000001455,46.492763934964444,4.908677838969492,258.3999999999651,46.492763934964444,1778927068000-632578958264631296-780451558935494656,228.218,['900758004217937921'],,900758004217937921,
1362128357327634432,1778932700000-632578958264631296-1362128357327634432,1778932700000,1778952422000,1,225.3,69.529,3.240374519984467,632578958264631296,1778932700000,1362128357327634432,NL01AJ4203,19722000,1778952422000,183.5568863013642,5.449999999999818,69.52912359900158,3.2403687597068354,236.875,69.52912359900158,1778932700000-632578958264631296-1362128357327634432,225.3,,,,
1536014563953082368,1778921850000-632578958264631296-1536014563953082368,1778921850000,1778938613000,1,219.893,77.082,2.8527152902104254,632578958264631296,1778921850000,1536014563953082368,NL01AK9204,16763000,1778938613000,203.49727546672744,4.599999999999994,77.08230131315433,2.8527041390041448,224.66499999999996,77.08230131315433,1778921850000-632578958264631296-1536014563953082368,219.893,,,,
1094226778622263296,1778928837000-632578958264631296-1094226778622263296,1778928837000,1778948024000,1,203.045,70.855,2.865641098017077,632578958264631296,1778928837000,1094226778622263296,RJ47GA6284,19187000,1778948024000,187.05595900160097,5.300000000000182,70.85452992484885,2.865660109739739,216.80000000001746,70.85452992484885,1778928837000-632578958264631296-1094226778622263296,203.045,,,,
1536014543027699712,1778918032000-632578958264631296-1536014543027699712,1778918032000,1778933840000,1,198.383,61.995,3.1999838696669087,632578958264631296,1778918032000,1536014543027699712,NL01AK8409,15808000,1778933840000,163.66774421686463,4.349999999999966,61.99535765790326,3.199965408614912,203.88999999999942,61.995357657903256,1778918032000-632578958264631296-1536014543027699712,198.383,,,,
1536393085787832320,1778927733000-632578958264631296-1536393085787832320,1778927733000,1778941883000,1,189.274,68.704,2.754919655333023,632578958264631296,1778927733000,1536393085787832320,NL01AK8055,14150000,1778941883000,181.37858797221037,3.900000000000034,68.70401059553423,2.7549192304692447,194.02000000000044,68.70401059553423,1778927733000-632578958264631296-1536393085787832320,189.274,,,,
873897783357079552,1778938862000-632578958264631296-873897783357079552,1778938862000,1778955027000,1,182.208,61.864,2.945299366351998,632578958264631296,1778938862000,873897783357079552,RJ14GN1588,16165000,1778955027000,163.3219092640716,4.399999999999636,61.86435956972409,2.9452822476024,191.20000000001164,61.86435956972408,1778938862000-632578958264631296-873897783357079552,182.208,,,,0.0
873570129613422592,1778942138000-632578958264631296-873570129613422592,1778942138000,1778957131000,1,177.46,46.241,3.83771977249627,632578958264631296,1778942138000,873570129613422592,RJ14GN1954,14993000,1778957131000,122.07629624561321,4.099999999998545,46.241021305156515,3.8377180042995884,184.29999999998836,46.241021305156515,1778942138000-632578958264631296-873570129613422592,177.46,,,,2.946916050252039
948575900767617024,1778942046000-632578958264631296-948575900767617024,1778942046000,1778956971000,1,177.422,48.465,3.660827401217373,632578958264631296,1778942046000,948575900767617024,RJ47GA4678,14925000,1778956971000,127.94708378285411,4.099999999999454,48.46480446320231,3.6608421712443002,182.60000000000582,48.46480446320231,1778942046000-632578958264631296-948575900767617024,177.422,,,,
1363836271826305024,1778929029000-632578958264631296-1363836271826305024,1778929029000,1778944365000,1,176.421,61.075,2.8885959885386816,632578958264631296,1778929029000,1363836271826305024,NL01AJ4205,15336000,1778944365000,161.23885025311463,4.25,61.07532206557372,2.8885807562436594,181.375,61.075322065573715,1778929029000-632578958264631296-1363836271826305024,176.421,,,,
