alert_name,mismatch_count,total_joined_trips,mismatch_pct
unscheduled_driving,14,4417,0.32
idling,0,4417,0.0
over_speed,0,4417,0.0
freerun,0,4417,0.0
hard_brake,0,4417,0.0
continuous_driving,0,4417,0.0
