account_id,start_time,vehicle_id,vehicle_plate,duration,end_time,carbon_emission,distance,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,driver_ids,active_driver,adblue_consumed
901025643674730496,1777726727000,1447671848144732160,RJ14GQ0817,283000,1777727010000,0.39329207936507926,,0.06796361111111111,0.14897427248677245,0.06712568440894993,0.0,0.14897427248677245,1777726727000-901025643674730496-1447671848144732160,,,
901025643674730496,1777691061000,1447671848144732160,RJ14GQ0817,1156000,1777692217000,2.1415797392401235,3338.0,0.25,0.8112044466818649,4.114868962631666,3.400000000023283,0.8112044466818649,1777691061000-901025643674730496-1447671848144732160,,,
901025643674730496,1777688081000,1447671848144732160,RJ14GQ0817,152000,1777688233000,0.1497286404166667,142.0,0.024536944444444445,0.05671539409722223,2.5037294064567694,,0.05671539409722223,1777688081000-901025643674730496-1447671848144732160,,,
901025643674730496,1777686051000,1447671848144732160,RJ14GQ0817,1439000,1777687490000,4.670696659577556,4379.0,0.3500000000003638,1.7692032801430133,2.4751254133137395,4.5,1.7692032801430133,1777686051000-901025643674730496-1447671848144732160,,,
632578958264631296,1777724433000,1505944797024616448,RJ47GA8532,3163000,1777727596000,,,,,,,,1777724433000-632578958264631296-1505944797024616448,,,
632578958264631296,1777722482000,1505944797024616448,RJ47GA8532,840000,1777723322000,,,,,,,,1777722482000-632578958264631296-1505944797024616448,,,
632578958264631296,1777710448000,1505944797024616448,RJ47GA8532,379000,1777710827000,,,,,,,,1777710448000-632578958264631296-1505944797024616448,,,
632578958264631296,1777709712000,1505944797024616448,RJ47GA8532,350000,1777710062000,,,,,,,,1777709712000-632578958264631296-1505944797024616448,,,
632578958264631296,1777706756000,1505944797024616448,RJ47GA8532,1135000,1777707891000,,,,,,,,1777706756000-632578958264631296-1505944797024616448,,,
632578958264631296,1777704789000,1505944797024616448,RJ47GA8532,198000,1777704987000,,,,,,,,1777704789000-632578958264631296-1505944797024616448,,,
632578958264631296,1777702250000,1505944797024616448,RJ47GA8532,1120000,1777703370000,,,,,,,,1777702250000-632578958264631296-1505944797024616448,,,
632578958264631296,1777699741000,1505944797024616448,RJ47GA8532,128000,1777699869000,,,,,,,,1777699741000-632578958264631296-1505944797024616448,,,
632578958264631296,1777697583000,1505944797024616448,RJ47GA8532,273000,1777697856000,,,,,,,,1777697583000-632578958264631296-1505944797024616448,,,
632578958264631296,1777696614000,1505944797024616448,RJ47GA8532,852000,1777697466000,,,,,,,,1777696614000-632578958264631296-1505944797024616448,,,
1194637793272266752,1777725912000,874238000127541248,RJ47GA4754,6772000,1777732684000,89.41241549215455,65951.0,1.800000000000182,33.86833920157369,1.9472758793243568,67.90000000002328,33.86833920157369,1777725912000-1194637793272266752-874238000127541248,,,0.0
1194637793272266752,1777713198000,874238000127541248,RJ47GA4754,226000,1777713424000,1.3312821559782608,586.0,0.0525,0.5042735439311594,1.1620677052215085,0.5,0.5042735439311594,1777713198000-1194637793272266752-874238000127541248,,,
1194637793272266752,1777700439000,874238000127541248,RJ47GA4754,12352000,1777712791000,188.31537385337364,177580.0,3.4000000000005457,71.33158100506577,2.489500407784159,182.30000000001746,71.33158100506577,1777700439000-1194637793272266752-874238000127541248,,,0.0
1194637793272266752,1777690914000,874238000127541248,RJ47GA4754,8315000,1777699229000,126.23793100210291,119102.0,2.199999999999818,47.81739810685716,2.4907670579198746,122.40000000002328,47.81739810685716,1777690914000-1194637793272266752-874238000127541248,,,0.0
