vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,distance,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,load_estimation,id,driver_ids,engine_hours
1262213149625417728,1785111080000-1205841794575630336-1262213149625417728,1785111080000,1785154360000,1,256.822,44.52,5.768688230008984,1205841794575630336,1785111080000,1262213149625417728,OD34T6580,43280000,1785154360000,117.53196061736448,256.822,44.519682052031996,5.768729428477084,275.125,44.519682052031996,"{'confidence': 59.4, 'count': 16, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 6719.409594863425, 'std': 2183.427259518173, 'timestamp': 1785384095435}",1785111080000-1205841794575630336-1262213149625417728,,11.949999999999818
1262017082736771072,1785119937000-1205841794575630336-1262017082736771072,1785119937000,1785147933000,1,213.118,38.211,5.577399178247101,1205841794575630336,1785119937000,1262017082736771072,OD31L8596,27996000,1785147933000,100.87737969289874,213.118,38.21112867155255,5.577380397000998,223.0,38.21112867155255,"{'confidence': 80.7, 'count': 74, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 6645.299535311939, 'std': 2202.960103063423, 'timestamp': 1785382269448}",1785119937000-1205841794575630336-1262017082736771072,,0.0
1207352230378733568,1785140475000-1205841794575630336-1207352230378733568,1785140475000,1785163421000,1,210.092,66.112,3.177819457889642,1205841794575630336,1785140475000,1207352230378733568,OD08X4578,22946000,1785163421000,174.53631570831683,210.092,66.11224079860486,3.177807883414436,217.56999999999243,66.11224079860486,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1785352604830}",1785140475000-1205841794575630336-1207352230378733568,,0.0
1207350809923158016,1785170720000-1205841794575630336-1207350809923158016,1785170720000,1785188968000,1,196.701,47.672,4.126132740392683,1205841794575630336,1785170720000,1207350809923158016,OD18M8045,18248000,1785188968000,125.85426185481623,196.701,47.67206888440008,4.126126778281427,201.7050000000163,47.67206888440009,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1785358532831}",1785170720000-1205841794575630336-1207350809923158016,,0.0
1262195380511047680,1785112012000-1205841794575630336-1262195380511047680,1785112012000,1785154308000,1,193.069,37.496,5.1490558992959246,1205841794575630336,1785112012000,1262195380511047680,OD11AE3285,42296000,1785154308000,98.9899184398047,193.069,37.49618122719875,5.149031012788918,207.5,37.49618122719875,,1785112012000-1205841794575630336-1262195380511047680,,11.75
1050813038380187648,1785192132000-1205841794575630336-1050813038380187648,1785192132000,1785200938000,1,161.354,10.945,14.74225673823664,1205841794575630336,1785192132000,1050813038380187648,GJ18BN4776,8806000,1785200938000,28.89363555770363,161.354,10.944558923372586,14.742850865869201,,8.06713390361019,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1785388399495}",1785192132000-1205841794575630336-1050813038380187648,,0.0
1050813038380187648,1785133860000-1205841794575630336-1050813038380187648,1785133860000,1785144529000,1,155.182,11.097,13.984139857619176,1205841794575630336,1785133860000,1050813038380187648,GJ18BN4776,10669000,1785144529000,29.296556752669286,155.182,11.097180588132305,13.983912289032837,,9.146835383184712,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1785367665228}",1785133860000-1205841794575630336-1050813038380187648,,0.0
1262220397747634176,1785111099000-1205841794575630336-1262220397747634176,1785111099000,1785130566000,1,146.952,37.203,3.950004031932908,1205841794575630336,1785111099000,1262220397747634176,OD21R1629,19467000,1785130566000,98.21615248089489,146.952,37.203088060945035,3.9499946821421767,155.5,37.094686649586066,"{'confidence': 39.3, 'count': 6, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 12481.992926721145, 'std': 3710.8617307742993, 'timestamp': 1785410509037}",1785111099000-1205841794575630336-1262220397747634176,,4.799999999999272
1262391263752093696,1785111543000-1205841794575630336-1262391263752093696,1785111543000,1785139095000,1,143.551,28.234,5.084330948501806,1205841794575630336,1785111543000,1262391263752093696,OD11AE5095,27552000,1785139095000,74.53790310723178,143.551,28.234054207284768,5.0843211869644245,159.375,28.23670777054035,"{'confidence': 41.8, 'count': 11, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 11696.52132482929, 'std': 4518.9245324256135, 'timestamp': 1785379812809}",1785111543000-1205841794575630336-1262391263752093696,,7.6188888888883435
1305231238159663104,1785120458000-1205841794575630336-1305231238159663104,1785120458000,1785139179000,2,142.125,24.864,5.716095559845559,1205841794575630336,1785120458000,1305231238159663104,OD34T6505,18721000,1785139179000,77.69050791380899,156.75,29.428222694624612,5.326519430907804,156.75,27.538696506579903,,1785120458000-1205841794575630336-1305231238159663104,,4.649999999999636
1262222597332926464,1785114732000-1205841794575630336-1262222597332926464,1785114732000,1785131975000,1,141.891,36.198,3.919857450687883,1205841794575630336,1785114732000,1262222597332926464,OD21R1668,17243000,1785131975000,95.56209748238076,141.891,36.1977641978715,3.919882985710578,152.0,36.1977641978715,"{'confidence': 84.9, 'count': 29, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 12254.515802397695, 'std': 1990.2895666493544, 'timestamp': 1785364856250}",1785114732000-1205841794575630336-1262222597332926464,,4.75
1207324802503671808,1785142420000-1205841794575630336-1207324802503671808,1785142420000,1785157520000,1,141.208,22.539,6.265051688184924,1205841794575630336,1785142420000,1207324802503671808,OD30F1965,15100000,1785157520000,59.502557728678205,141.208,22.53884762449932,6.265094043517534,145.0,22.53884762449932,"{'confidence': 15.5, 'count': 3, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 7689.4127988508535, 'std': 2250.589552884268, 'timestamp': 1785381937948}",1785142420000-1205841794575630336-1207324802503671808,,0.0
1262074593548435456,1785134653000-1205841794575630336-1262074593548435456,1785134653000,1785152253000,1,131.778,22.689,5.808012693375645,1205841794575630336,1785134653000,1262074593548435456,OD23R2063,17600000,1785152253000,59.89808134471866,131.778,22.688667176029796,5.8080978921151125,139.39999999999418,22.688667176029796,,1785134653000-1205841794575630336-1262074593548435456,,0.0
1262074593548435456,1785112208000-1205841794575630336-1262074593548435456,1785112208000,1785131323000,1,130.928,23.986,5.458517468523305,1205841794575630336,1785112208000,1262074593548435456,OD23R2063,19115000,1785131323000,63.323481343672654,130.928,23.98616717563358,5.458479424466098,139.3000000000029,23.98616717563358,"{'confidence': 64.8, 'count': 10, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'LOW', 'mean': 5486.677241545831, 'std': 1220.1723905978295, 'timestamp': 1785410536560}",1785112208000-1205841794575630336-1262074593548435456,,0.0
1262075530765664256,1785142308000-1205841794575630336-1262075530765664256,1785142308000,1785161592000,1,129.868,22.541,5.761412537154518,1205841794575630336,1785142308000,1262075530765664256,OD15Y8031,19284000,1785161592000,59.50894507890012,129.868,22.541267075340954,5.761344274300766,136.5,22.541267075340954,"{'confidence': 64.9, 'count': 14, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 7501.230888141409, 'std': 1970.6697189667223, 'timestamp': 1785373276708}",1785142308000-1205841794575630336-1262075530765664256,,0.0
1207350892068601856,1785127705000-1205841794575630336-1207350892068601856,1785127705000,1785144626000,1,127.493,39.421,3.234139164404759,1205841794575630336,1785127705000,1207350892068601856,OD08W4631,16921000,1785144626000,104.07186259752801,127.493,39.421160074821216,3.23412603175601,132.14500000000407,39.421160074821216,,1785127705000-1205841794575630336-1207350892068601856,,0.0
1262144362431643648,1785112235000-1205841794575630336-1262144362431643648,1785112235000,1785130504000,1,126.875,26.194,4.843666488508819,1205841794575630336,1785112235000,1262144362431643648,OD01AW2544,18269000,1785130504000,69.1523709413346,126.875,26.19407990202068,4.843651713462649,126.875,26.194079902020675,"{'confidence': 66.2, 'count': 12, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 7641.353410316599, 'std': 1791.8558961311664, 'timestamp': 1785362542999}",1785112235000-1205841794575630336-1262144362431643648,,5.0
1207299646611783680,1785126408000-1205841794575630336-1207299646611783680,1785126408000,1785145839000,2,126.0,23.305999999999997,5.406333133098774,1205841794575630336,1785126408000,1207299646611783680,OD18M3385,19431000,1785145839000,61.3941109100003,120.538,23.25534504166678,5.183238510717908,126.0,23.25534504166678,"{'confidence': 72.4, 'count': 12, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 8430.047957178213, 'std': 1610.4601482141766, 'timestamp': 1785346248634}",1785126408000-1205841794575630336-1207299646611783680,,0.0
1262052085155758080,1785148417000-1205841794575630336-1262052085155758080,1785148417000,1785162447000,1,124.386,15.651,7.947479394287905,1205841794575630336,1785148417000,1262052085155758080,OD26G3676,14030000,1785162447000,41.318379000900165,124.386,15.650901136704608,7.947529596764817,130.39999999999418,15.650901136704608,"{'confidence': 62, 'count': 34, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'LOW', 'mean': 4204.693472136857, 'std': 1862.4521667569413, 'timestamp': 1785389371287}",1785148417000-1205841794575630336-1262052085155758080,,0.0
1262018877387177984,1785112828000-1205841794575630336-1262018877387177984,1785112828000,1785127749000,1,124.194,20.092,6.181266175592276,1205841794575630336,1785112828000,1262018877387177984,OD27D5776,14921000,1785127749000,53.0419194630906,124.194,20.09163616026159,6.181378112233494,128.0,20.09163616026159,"{'confidence': 39.1, 'count': 18, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'LOW', 'mean': 4178.141651376873, 'std': 2157.6979716114683, 'timestamp': 1785338797588}",1785112828000-1205841794575630336-1262018877387177984,,0.0
1262095089597939712,1785140434000-1205841794575630336-1262095089597939712,1785140434000,1785157504000,2,123.5,20.581999999999997,6.000388689145856,1205841794575630336,1785140434000,1262095089597939712,OD26G3621,17070000,1785157504000,54.34969485221933,118.603,20.587005625840654,5.761061232291617,124.10000000000582,20.587005625840654,"{'confidence': 46.9, 'count': 12, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 6558.85336993683, 'std': 2411.2635729003405, 'timestamp': 1785387183554}",1785140434000-1205841794575630336-1262095089597939712,,0.0
1207322272113623040,1785127084000-1205841794575630336-1207322272113623040,1785127084000,1785145045000,1,123.356,29.013,4.251749215868748,1205841794575630336,1785127084000,1207322272113623040,OD10X1817,17961000,1785145045000,76.5941172851984,123.356,29.0129232140903,4.251760468593231,,29.0129232140903,"{'confidence': 37.1, 'count': 3, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 8227.208323783521, 'std': 1793.371854641598, 'timestamp': 1785345738297}",1785127084000-1205841794575630336-1207322272113623040,,0.0
1207341868648497152,1785136613000-1205841794575630336-1207341868648497152,1785136613000,1785156203000,1,120.863,27.109,4.458408646574938,1205841794575630336,1785136613000,1207341868648497152,OD08V3215,19590000,1785156203000,71.56863745114947,120.863,27.109332367859647,4.458353985260555,124.0,27.109332367859647,"{'confidence': 27.1, 'count': 6, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 12922.510817683391, 'std': 4613.398505357715, 'timestamp': 1785350589136}",1785136613000-1205841794575630336-1207341868648497152,,0.0
1262144362431643648,1785140929000-1205841794575630336-1262144362431643648,1785140929000,1785158185000,1,120.783,24.108,5.010079641612743,1205841794575630336,1785140929000,1262144362431643648,OD01AW2544,17256000,1785158185000,63.64482038499071,120.783,24.107886509466177,5.010103227115056,129.25,24.107886509466177,"{'confidence': 66.4, 'count': 22, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 8130.063657845652, 'std': 2558.9462381538424, 'timestamp': 1785371988726}",1785140929000-1205841794575630336-1262144362431643648,,4.75
1207345153560281088,1785142773000-1205841794575630336-1207345153560281088,1785142773000,1785158694000,1,118.704,21.643,5.48463706510188,1205841794575630336,1785142773000,1207345153560281088,OD24J9538,15921000,1785158694000,57.13697409448788,118.704,21.642793217609047,5.484689467134946,120.0,21.642793217609047,,1785142773000-1205841794575630336-1207345153560281088,,0.0
1207345153560281088,1785128256000-1205841794575630336-1207345153560281088,1785128256000,1785142477000,1,117.761,24.283,4.849524358604785,1205841794575630336,1785128256000,1207345153560281088,OD24J9538,14221000,1785142477000,64.10688817582106,117.761,24.282912187811004,4.8495418955190654,120.0,24.282912187811004,,1785128256000-1205841794575630336-1207345153560281088,,0.0
1207352518380617728,1785141684000-1205841794575630336-1207352518380617728,1785141684000,1785159367000,1,117.476,41.601,2.8238744260955264,1205841794575630336,1785141684000,1207352518380617728,OD08X4596,17683000,1785159367000,109.82670922946754,117.476,41.60102622328316,2.8238726460611043,121.07499999999709,41.60102622328316,,1785141684000-1205841794575630336-1207352518380617728,,0.0
1207355284746403840,1785141785000-1205841794575630336-1207355284746403840,1785141785000,1785153595000,1,114.891,29.396,3.9083888964484963,1205841794575630336,1785141785000,1207355284746403840,OD10AA3909,11810000,1785153595000,77.60445027918341,114.891,29.39562510575129,3.908438741706549,117.78500000000349,29.39562510575129,,1785141785000-1205841794575630336-1207355284746403840,,0.0
1262066251048419328,1785151148000-1205841794575630336-1262066251048419328,1785151148000,1785165421000,1,114.06,20.639,5.5264305441155095,1205841794575630336,1785151148000,1262066251048419328,OD15Y9032,14273000,1785165421000,54.48810665643831,114.06,20.639434339559966,5.526314245026532,115.0,20.639434339559966,,1785151148000-1205841794575630336-1262066251048419328,,0.0
1262076027933294592,1785140241000-1205841794575630336-1262076027933294592,1785140241000,1785156525000,1,111.552,19.525,5.713290653008964,1205841794575630336,1785140241000,1262076027933294592,OD15Y6343,16284000,1785156525000,51.54497853655521,111.552,19.524613082028488,5.713403872913544,114.89999999996508,19.52406302800737,"{'confidence': 63.5, 'count': 9, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 6802.848886627641, 'std': 1488.9386497971318, 'timestamp': 1785350708034}",1785140241000-1205841794575630336-1262076027933294592,,0.0
1262099826342887424,1785115083000-1205841794575630336-1262099826342887424,1785115083000,1785130611000,1,110.912,24.561,4.515777044908595,1205841794575630336,1785115083000,1262099826342887424,OD17AB5424,15528000,1785130611000,64.84175769162391,110.912,24.561271852887845,4.5157270626830055,118.0,24.561271852887845,"{'confidence': 60.8, 'count': 7, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 6250.495343756057, 'std': 1297.9863724601066, 'timestamp': 1785378188140}",1785115083000-1205841794575630336-1262099826342887424,,0.0
1262094066884018176,1785144383000-1205841794575630336-1262094066884018176,1785144383000,1785161324000,1,110.664,23.541,4.700904804383841,1205841794575630336,1785144383000,1262094066884018176,OD03AA8059,16941000,1785161324000,62.148183615513666,110.664,23.540978642240024,4.7009090693210815,116.59999999997672,23.540978642240024,"{'confidence': 64.5, 'count': 12, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 7842.72262200468, 'std': 1927.2015704638657, 'timestamp': 1785389581242}",1785144383000-1205841794575630336-1262094066884018176,,0.0
1262076027933294592,1785111703000-1205841794575630336-1262076027933294592,1785111703000,1785127902000,1,109.277,19.717,5.5422731652888375,1205841794575630336,1785111703000,1262076027933294592,OD15Y6343,16199000,1785127902000,52.05371259730577,109.277,19.717315377767335,5.542184516824108,115.20000000001164,19.717315377767335,"{'confidence': 60.2, 'count': 17, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 6264.784308491019, 'std': 2058.2087981967566, 'timestamp': 1785338807545}",1785111703000-1205841794575630336-1262076027933294592,,0.0
1262136222998855680,1785137680000-1205841794575630336-1262136222998855680,1785137680000,1785154007000,1,108.727,18.265,5.95275116342732,1205841794575630336,1785137680000,1262136222998855680,OD11AE3463,16327000,1785154007000,48.21994220890942,108.727,18.2651296245869,5.952708917742436,116.625,18.2651296245869,"{'confidence': 81.5, 'count': 24, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 6683.394448715507, 'std': 1212.7037228522177, 'timestamp': 1785349880246}",1785137680000-1205841794575630336-1262136222998855680,,4.449999999999818
1207340533945466880,1785117583000-1205841794575630336-1207340533945466880,1785117583000,1785127971000,1,106.513,18.678,5.702591283863368,1205841794575630336,1785117583000,1207340533945466880,OD20C5811,10388000,1785127971000,49.3097379096055,106.513,18.67793102636572,5.7026123423224195,108.0,18.67793102636572,"{'confidence': 73.5, 'count': 35, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 10989.079312232796, 'std': 3443.748321073246, 'timestamp': 1785408744386}",1785117583000-1205841794575630336-1207340533945466880,,0.0
1207354165982920704,1785113253000-1205841794575630336-1207354165982920704,1785113253000,1785128029000,1,106.315,33.377,3.1852772867543515,1205841794575630336,1785113253000,1207354165982920704,OD18M8085,14776000,1785128029000,88.11589135540015,106.31500000000233,33.377231574015205,3.1852551870350605,106.31500000000233,33.377231574015205,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1785363007743}",1785113253000-1205841794575630336-1207354165982920704,,0.0
1207337394370510848,1785112923000-1205841794575630336-1207337394370510848,1785112923000,1785124560000,1,105.53,17.75,5.945352112676057,1205841794575630336,1785112923000,1207337394370510848,OD30F1994,11637000,1785124560000,46.85980152200286,105.53,17.749924818940478,5.945377294634607,109.0,17.749924818940478,"{'confidence': 49.2, 'count': 6, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 8423.437526275622, 'std': 2094.522976759424, 'timestamp': 1785369022313}",1785112923000-1205841794575630336-1207337394370510848,,0.0
1207353807600615424,1785127042000-1205841794575630336-1207353807600615424,1785127042000,1785138326000,1,105.271,28.778,3.658037389672667,1205841794575630336,1785127042000,1207353807600615424,OD10Y5209,11284000,1785138326000,75.9728960944376,105.271,28.77761215698394,3.6580866899497826,108.06999999999971,28.77761215698394,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1785367693584}",1785127042000-1205841794575630336-1207353807600615424,,0.0
1262054166499426304,1785144487000-1205841794575630336-1262054166499426304,1785144487000,1785159511000,1,104.567,19.736,5.2982873935954595,1205841794575630336,1785144487000,1262054166499426304,OD17AB5611,15024000,1785159511000,52.10338705593544,104.567,19.736131460581607,5.298252102183682,109.30000000001746,19.736131460581607,,1785144487000-1205841794575630336-1262054166499426304,,0.0
1262213665130545152,1785111372000-1205841794575630336-1262213665130545152,1785111372000,1785127711000,1,104.25,19.349,5.387875342394956,1205841794575630336,1785111372000,1262213665130545152,OD34T6510,16339000,1785127711000,51.08125378859935,104.25,19.348959768408843,5.387886545208987,104.25,19.348959768408843,"{'confidence': 31.6, 'count': 7, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'LOW', 'mean': 3728.330541573915, 'std': 1348.464580961709, 'timestamp': 1785362317271}",1785111372000-1205841794575630336-1262213665130545152,,4.200000000000728
1263540421879922688,1785121224000-1205841794575630336-1263540421879922688,1785121224000,1785130470000,1,104.2,15.103,6.8992915314838115,1205841794575630336,1785121224000,1263540421879922688,OD11AF3976,9246000,1785130470000,39.87266015331246,104.20000000001164,15.103280361103202,6.899163460433868,104.20000000001164,14.911652817179693,"{'confidence': 74.4, 'count': 23, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 8972.86896320687, 'std': 2201.993350603222, 'timestamp': 1785410505719}",1785121224000-1205841794575630336-1263540421879922688,,2.050000000000182
1207339563534516224,1785112167000-1205841794575630336-1207339563534516224,1785112167000,1785122985000,1,104.053,13.735,7.575755369493994,1205841794575630336,1785112167000,1207339563534516224,OD20C5868,10818000,1785122985000,36.259832197065336,104.053,13.734784923130809,7.575874000383064,80.0,13.734784923130809,"{'confidence': 50.9, 'count': 5, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 9833.995177340454, 'std': 2161.511206715196, 'timestamp': 1785361235685}",1785112167000-1205841794575630336-1207339563534516224,,0.0
1262053293035618304,1785140929000-1205841794575630336-1262053293035618304,1785140929000,1785154924000,1,103.968,17.186,6.04957523565693,1205841794575630336,1785140929000,1262053293035618304,OD26G3691,13995000,1785154924000,45.37117013490328,103.968,17.18604929352397,6.049557884090158,109.10000000000582,17.18604929352397,"{'confidence': 57.5, 'count': 8, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 8287.36978920621, 'std': 1992.263140384822, 'timestamp': 1785384156825}",1785140929000-1205841794575630336-1262053293035618304,,0.0
