vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,distance,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,driver_ids,load_estimation,vehicle_device_type,active_driver,adblue_consumed
1500848886552461312,1784982837000-632578958264631296-1500848886552461312,1784982837000,1784983367000,1,0.0,0.0,0.0,632578958264631296,1784982837000,1500848886552461312,NL01AK3124,530000,1784983367000,,3.33,0.0,0.0,0.0,,,1784982837000-632578958264631296-1500848886552461312,,,c,,
1500848886552461312,1784983591000-632578958264631296-1500848886552461312,1784983591000,1784987485000,1,0.0,0.0,0.0,632578958264631296,1784983591000,1500848886552461312,NL01AK3124,3894000,1784987485000,,41.311,0.0,0.0,0.0,,,1784983591000-632578958264631296-1500848886552461312,,,c,,
1500848886552461312,1784992042000-632578958264631296-1500848886552461312,1784992042000,1784996403000,1,0.0,0.0,0.0,632578958264631296,1784992042000,1500848886552461312,NL01AK3124,4361000,1784996403000,,44.665,0.0,0.0,0.0,,,1784992042000-632578958264631296-1500848886552461312,,,c,,
