vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,distance,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,load_estimation
1518565483060658176,1787041604000-649034868264558592-1518565483060658176,1787041604000,1787099237000,3,825.03,263.04400000000004,3.1364714648499863,649034868264558592,1787041604000,1518565483060658176,MP09BK9000,57633000,1787099237000,693.0039042557115,851.715,15.951111111111004,262.5014788847392,3.2446102917918282,828.5100000000093,262.5014788847392,1787041604000-649034868264558592-1518565483060658176,
1284476928488636416,1787075177000-649034868264558592-1284476928488636416,1787075177000,1787129978000,2,824.77,256.032,3.221355143107112,649034868264558592,1787075177000,1284476928488636416,MP09DJ9990,54801000,1787129978000,676.0608618586197,774.233,15.149999999999636,256.0836597949317,3.0233596341914013,826.6750000000466,256.0836597949317,1787075177000-649034868264558592-1284476928488636416,
1334833501215653888,1787063838000-649034868264558592-1334833501215653888,1787063838000,1787104446000,2,718.025,206.45600000000002,3.4778596892316034,649034868264558592,1787063838000,1334833501215653888,MP09DS9990,40608000,1787104446000,543.290879999965,688.714,11.25,205.79199999998673,3.346650987404974,719.0350000000326,205.79199999998673,1787063838000-649034868264558592-1334833501215653888,
1474013563159838720,1787063167000-649034868264558592-1474013563159838720,1787063167000,1787120815000,4,606.4599999999999,214.933,2.8216234826666913,649034868264558592,1787063167000,1474013563159838720,MP09AM9990,57648000,1787120815000,565.2214622964199,876.383,16.0,214.09903874864386,4.093353268292295,611.015000000014,214.09903874864386,1787063167000-649034868264558592-1474013563159838720,
1284477133422329856,1787077960000-649034868264558592-1284477133422329856,1787077960000,1787109955000,2,557.57,154.08100000000002,3.6186810833263023,649034868264558592,1787077960000,1284477133422329856,MP09DH9990,31995000,1787109955000,405.0442537157512,526.085,8.849999999998545,153.42585368020877,3.4289201420807385,558.3499999999767,153.42585368020877,1787077960000-649034868264558592-1284477133422329856,
1334833384924381184,1787068521000-649034868264558592-1334833384924381184,1787068521000,1787106557000,2,539.54,155.489,3.469956074063117,649034868264558592,1787068521000,1334833384924381184,MP09DT9990,38036000,1787106557000,410.563936384437,519.749,10.5,155.51664256986248,3.342079609045791,541.2399999999907,155.51664256986248,1787068521000-649034868264558592-1334833384924381184,
1192134718468915200,1787079772000-649034868264558592-1192134718468915200,1787079772000,1787107788000,2,435.755,131.027,3.325688598533127,649034868264558592,1787079772000,1192134718468915200,MP09ZT0099,28016000,1787107788000,345.89085292225235,411.732,7.75,131.01926247055013,3.1425302832287514,436.75,131.01926247055013,1787079772000-649034868264558592-1192134718468915200,
1147228695027515392,1787079016000-649034868264558592-1147228695027515392,1787079016000,1787108229000,2,434.18499999999995,156.829,2.7685249539307137,649034868264558592,1787079016000,1147228695027515392,MP09ZF9990,29213000,1787108229000,414.79679999998774,407.199,8.100000000000364,157.11999999999534,2.591643329938977,435.90500000002794,157.11999999999534,1787079016000-649034868264558592-1147228695027515392,
1334833282986016768,1787074652000-649034868264558592-1334833282986016768,1787074652000,1787100708000,2,375.78000000000003,94.782,3.9646768373741854,649034868264558592,1787074652000,1334833282986016768,MP09DU9990,26056000,1787100708000,250.28107119097413,352.082,7.199999999998909,94.80343605718717,3.71381053939456,377.6350000000093,94.80343605718717,1787074652000-649034868264558592-1334833282986016768,
1474013287929610240,1787082558000-649034868264558592-1474013287929610240,1787082558000,1787110087000,2,375.015,135.068,2.776490360411052,649034868264558592,1787082558000,1474013287929610240,MP09AM9909,27529000,1787110087000,356.45424407382234,387.037,7.600000000000364,135.02054699765998,2.866504458811796,377.16500000000815,135.02054699765998,1787082558000-649034868264558592-1474013287929610240,
