vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,distance,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,load_estimation
1406272050288394240,1787044311000-649034868264558592-1406272050288394240,1787044311000,1787101930000,6,978.22,297.856,3.28420444778685,649034868264558592,1787044311000,1406272050288394240,MP09AT9000,57619000,1787101930000,787.0109985821945,1003.802,15.977222222221826,298.1102267356797,3.3672175926055163,991.8399999999965,298.1102267356797,1787044311000-649034868264558592-1406272050288394240,
1474016264899788800,1787050678000-649034868264558592-1474016264899788800,1787050678000,1787108333000,4,893.0999999999999,286.536,3.116885836334701,649034868264558592,1787050678000,1474016264899788800,MP09BK9990,57655000,1787108333000,756.4352490010139,903.117,15.986944444444362,286.5285034094749,3.151927257684953,895.4700000000012,286.5285034094749,1787050678000-649034868264558592-1474016264899788800,
1536322320262496256,1787066399000-649034868264558592-1536322320262496256,1787066399000,1787108180000,2,846.61,205.558,4.118594265365493,649034868264558592,1787066399000,1536322320262496256,MP09BL9000,41781000,1787108180000,542.7628225745426,851.2,11.581111111111113,205.5919782479328,4.140239357848383,849.1999999999971,205.5919782479328,1787066399000-649034868264558592-1536322320262496256,
1518565483060658176,1787041604000-649034868264558592-1518565483060658176,1787041604000,1787099237000,3,825.03,263.04400000000004,3.1364714648499863,649034868264558592,1787041604000,1518565483060658176,MP09BK9000,57633000,1787099237000,693.0039042557115,851.715,15.951111111111004,262.5014788847392,3.2446102917918282,828.5100000000093,262.5014788847392,1787041604000-649034868264558592-1518565483060658176,
1284476928488636416,1787075177000-649034868264558592-1284476928488636416,1787075177000,1787129978000,2,824.77,256.032,3.221355143107112,649034868264558592,1787075177000,1284476928488636416,MP09DJ9990,54801000,1787129978000,676.0608618586197,774.233,15.149999999999636,256.0836597949317,3.0233596341914013,826.6750000000466,256.0836597949317,1787075177000-649034868264558592-1284476928488636416,
1494312366358134784,1787062263000-649034868264558592-1494312366358134784,1787062263000,1787110359000,3,781.9,261.196,2.993537420174887,649034868264558592,1787062263000,1494312366358134784,MP09AX9990,48096000,1787110359000,689.3469821313176,798.884,13.266666666667334,261.1162811103476,3.059495166685497,785.8800000000047,261.0925478161022,1787062263000-649034868264558592-1494312366358134784,
1334833501215653888,1787063838000-649034868264558592-1334833501215653888,1787063838000,1787104446000,2,718.025,206.45600000000002,3.4778596892316034,649034868264558592,1787063838000,1334833501215653888,MP09DS9990,40608000,1787104446000,543.290879999965,688.714,11.25,205.79199999998673,3.346650987404974,719.0350000000326,205.79199999998673,1787063838000-649034868264558592-1334833501215653888,
1561408916011614208,1787073256000-649034868264558592-1561408916011614208,1787073256000,1787108996000,3,658.9250000000001,168.97000000000003,3.8996567438006746,649034868264558592,1787073256000,1561408916011614208,MP09BP0999,35740000,1787108996000,445.1855612502274,670.639,9.883611111111122,168.63089441296492,3.9769640215372006,664.0699999999997,168.63089441296492,1787073256000-649034868264558592-1561408916011614208,
1334832234422599680,1787067426000-649034868264558592-1334832234422599680,1787067426000,1787120202000,3,652.52,251.887,2.590526704434925,649034868264558592,1787067426000,1334832234422599680,MP09DR0666,52776000,1787120202000,665.2254983109881,669.98,14.61166666666577,251.9793554208288,2.658868615966858,655.2800000000279,251.9793554208288,1787067426000-649034868264558592-1334832234422599680,
1146410747421523968,1787063438000-649034868264558592-1146410747421523968,1787063438000,1787115813000,2,645.44,242.639,2.660083498530739,649034868264558592,1787063438000,1146410747421523968,MP09ZM9990,52375000,1787115813000,640.6933720143136,643.214,14.514166666666824,242.68688333875514,2.6503863379471073,648.0,242.68688333875514,1787063438000-649034868264558592-1146410747421523968,
1268893955106275328,1787058664000-649034868264558592-1268893955106275328,1787058664000,1787116269000,5,644.24,267.56100000000004,2.4078247577188003,649034868264558592,1787058664000,1268893955106275328,MP09DE0999,57605000,1787116269000,706.327208628522,662.143,15.973888888887814,267.5481850865614,2.4748551360412825,648.0,267.5481850865614,1787058664000-649034868264558592-1268893955106275328,
1220369221305761792,1787053745000-649034868264558592-1220369221305761792,1787053745000,1787111399000,3,630.08,256.596,2.4555332117414146,649034868264558592,1787053745000,1220369221305761792,MP09ZY9990,57654000,1787111399000,678.5512025051399,630.481,15.987499999999272,257.0269706458863,2.4529760375561223,633.5200000000186,257.0269706458863,1787053745000-649034868264558592-1220369221305761792,
