vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,distance,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,load_estimation,id
1146410298802962432,1790249051000-649034868264558592-1146410298802962432,1790249051000,1790306773000,3,870.155,263.43399999999997,3.303123362967575,649034868264558592,1790249051000,1146410298802962432,MP09ZD9990,57722000,1790306773000,695.8195199999982,815.487,16.0,263.5679999999993,3.0940288654161434,872.9349999999395,263.5679999999993,"{'confidence': 55.2, 'count': 16, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 16238.737783307923, 'std': 5820.228898647472, 'timestamp': 1790307103869}",1790249051000-649034868264558592-1146410298802962432
1284477133422329856,1790261496000-649034868264558592-1284477133422329856,1790261496000,1790319146000,9,862.795,284.865,3.0287855650922366,649034868264558592,1790261496000,1284477133422329856,MP09DH9990,57650000,1790319146000,752.2468456838945,822.69,15.949999999998909,284.9419870014752,2.887219285081145,874.9300000000512,284.9419870014752,"{'confidence': 92.8, 'count': 194, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 25004.445725078367, 'std': 5029.137300242006, 'timestamp': 1790321787180}",1790261496000-649034868264558592-1284477133422329856
1406272050288394240,1790242618000-649034868264558592-1406272050288394240,1790242618000,1790300267000,4,862.58,244.049,3.534454146503366,649034868264558592,1790242618000,1406272050288394240,MP09AT9000,57649000,1790300267000,644.145119112524,887.33,15.985833333333176,243.99436330019847,3.636682372486915,867.9000000000233,243.99436330019847,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1790300280415}",1790242618000-649034868264558592-1406272050288394240
930508235230674944,1790247539000-649034868264558592-930508235230674944,1790247539000,1790305187000,2,853.4449999999999,261.74199999999996,3.2606345179604346,649034868264558592,1790247539000,930508235230674944,MP07P7770,57648000,1790305187000,691.7003502360333,834.505,0.0,262.0077084227399,3.1850398792601804,856.7700000000186,262.0077084227399,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1790305374727}",1790247539000-649034868264558592-930508235230674944
1474016264899788800,1790237758000-649034868264558592-1474016264899788800,1790237758000,1790295408000,3,824.36,268.682,3.0681623629420653,649034868264558592,1790237758000,1474016264899788800,MP09BK9990,57650000,1790295408000,708.9976188212601,843.289,15.986388888888541,268.55970409896213,3.140042929483027,829.7399999999907,268.55970409896213,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1790295413387}",1790237758000-649034868264558592-1474016264899788800
1151974728106246144,1790267363000-649034868264558592-1151974728106246144,1790267363000,1790324964000,1,812.595,252.512,3.2180450830059564,649034868264558592,1790267363000,1151974728106246144,MP09ZG9990,57601000,1790324964000,666.6316800000449,812.595,15.5,252.512000000017,3.2180450830057397,866.9949999999953,252.512000000017,"{'confidence': 64.3, 'count': 15, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 22498.3770797259, 'std': 6222.484749213008, 'timestamp': 1790325304299}",1790267363000-649034868264558592-1151974728106246144
1220369221305761792,1790246928000-649034868264558592-1220369221305761792,1790246928000,1790304585000,5,798.64,279.844,2.853875730764283,649034868264558592,1790246928000,1220369221305761792,MP09ZY9990,57657000,1790304585000,738.8196625331857,805.049,15.987222222222044,279.8559327777218,2.8766551132557825,803.5999999999767,279.8559327777218,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1790304590251}",1790246928000-649034868264558592-1220369221305761792
1406646524208742400,1790262407000-649034868264558592-1406646524208742400,1790262407000,1790308254000,2,793.775,231.56199999999998,3.42791563382593,649034868264558592,1790262407000,1406646524208742400,MP09BW9990,45847000,1790308254000,613.660519826077,806.702,12.706388888888853,232.44716660078674,3.4704746536466047,795.2399999999998,232.44716660078674,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1790310005157}",1790262407000-649034868264558592-1406646524208742400
1518565483060658176,1790233214000-649034868264558592-1518565483060658176,1790233214000,1790290865000,2,782.0999999999999,263.971,2.9628254618878587,649034868264558592,1790233214000,1518565483060658176,MP09BK9000,57651000,1790290865000,696.9038493262884,800.882,15.987222222222044,263.9787308054123,3.0338883650075483,784.5,263.9787308054123,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1790291158547}",1790233214000-649034868264558592-1518565483060658176
1146409880471470080,1790263699000-649034868264558592-1146409880471470080,1790263699000,1790321397000,3,781.0,306.571,2.547533850233714,649034868264558592,1790263699000,1146409880471470080,MP09DC0666,57698000,1790321397000,809.13907821509,788.512,16.00055555555582,306.49207508147344,2.5726994728669355,782.5599999999395,306.49207508147344,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1790321415055}",1790263699000-649034868264558592-1146409880471470080
1334832578175172608,1790271803000-649034868264558592-1334832578175172608,1790271803000,1790329424000,2,746.44,298.006,2.504781782917123,649034868264558592,1790271803000,1334832578175172608,MP09AH0009,57621000,1790329424000,786.4295018776556,763.766,15.97805555555533,297.8899628324453,2.5639198875243636,747.1199999999953,297.8899628324453,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1790329437153}",1790271803000-649034868264558592-1334832578175172608
1494312366358134784,1790252094000-649034868264558592-1494312366358134784,1790252094000,1790299662000,3,691.26,227.784,3.0347171004109157,649034868264558592,1790252094000,1494312366358134784,MP09AX9990,47568000,1790299662000,600.7637364833399,702.694,13.185555555555766,227.5620213952045,3.0879230009107665,694.4200000000128,227.5620213952045,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1790301163121}",1790252094000-649034868264558592-1494312366358134784
1476550907393998848,1790265979000-649034868264558592-1476550907393998848,1790265979000,1790302720000,2,657.38,167.192,3.9318866931432126,649034868264558592,1790265979000,1476550907393998848,MP09DP0666,36741000,1790302720000,440.8897901450503,669.367,10.157499999999345,167.00370838827664,4.008096625278222,659.9400000000023,167.00370838827664,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1790302827989}",1790265979000-649034868264558592-1476550907393998848
