tags,id,start_time,end_time,account_id,vehicle_id,driver_id,driver_type,trip_id,driver_session_id,distance,mileage,loss,idling_alert_fuel_consumed,ready,alert_breath_test_duration,alert_breath_test_count,alert_camera_tampered_duration,alert_camera_tampered_count,alert_distracted_driving_duration,alert_distracted_driving_count,alert_drowsiness_duration,alert_drowsiness_count,alert_emergency_recording_duration,alert_emergency_recording_count,alert_eyes_closed_duration,alert_eyes_closed_count,alert_fcw_duration,alert_fcw_count,alert_lane_departure_warning_duration,alert_lane_departure_warning_count,alert_mobile_phone_duration,alert_mobile_phone_count,alert_pcw_duration,alert_pcw_count,alert_sd_card_tampered_duration,alert_sd_card_tampered_count,alert_seatbelt_violation_duration,alert_seatbelt_violation_count,alert_tailgating_duration,alert_tailgating_count,alert_smoking_duration,alert_smoking_count,alert_idling_duration,alert_idling_count,alert_over_speed_duration,alert_over_speed_count,alert_speeding_duration,alert_speeding_count,alert_freerun_duration,alert_freerun_count,alert_over_acc_duration,alert_over_acc_count,alert_hard_brake_duration,alert_hard_brake_count,alert_unscheduled_driving_duration,alert_unscheduled_driving_count,alert_slow_running_duration,alert_slow_running_count,alert_continuous_driving_duration,alert_continuous_driving_count,alert_fuel_chori_amount,alert_fuel_chori_count,alert_def_chori_amount,alert_def_chori_count,accident_count,unresolved_alerts_count,day_driving_duration,night_driving_duration,driver_idle_duration_before_trip,vehicle_idle_duration_before_trip,total_alerts_count,gear_utilization,peak_torque_range,fuel_smart_mode,terrain,uphill_slope,engine_load,engine_hours,fuel_consumed,adblue_consumed,avg_speed,last_gear_utilization,last_two_gear_utilization,below_ptr_duration,between_ptr_duration,above_ptr_duration,alert_stoppage_duration,alert_stoppage_count,last_gear_utilization_duration,last_two_gear_utilization_duration,total_gear_utilization_duration,first_gear_pickup_count,second_gear_pickup_count,third_and_higher_gear_pickup_count
[],947583099720433664-1787097595000,1787097595000,1787097878000,632578958264631296,947583099720433664,,,1787097595000-632578958264631296-947583099720433664,,0.0,,,0.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,,0,0,,,,,,,0.0743175,0.178,,0.0,,,,,,0,0,,,,,,
[],944573988506435584-1787097586000,1787097586000,1787105073000,632578958264631296,944573988506435584,,,1787097586000-632578958264631296-944573988506435584,,66.81,4.254,,0.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2073,5414,,0,1,"{'fifth_gear_duration': 5.94665960160518, 'first_gear_duration': 0.5965581688192771, 'sixth_gear_duration': 12.791896513165765, 'third_gear_duration': 2.136436657512068, 'eighth_gear_duration': 58.680862871623205, 'fourth_gear_duration': 2.8044000811339913, 'second_gear_duration': 0.5927492766929149, 'seventh_gear_duration': 16.4504368294476}",,,"{'up': 27.169285400637662, 'down': 26.35025487313617, 'plane': 46.48045972622617}",0.7509375,26.76,2.05,15.706,,32.12448,58.680862,75.1313,1170996.0,2776755.0,113666.0,379,1,3836.164,4911.584,6537.334,1.0,0.0,1.0
[],1479440816106635264-1787097578000,1787097578000,1787097833000,632578958264631296,1479440816106635264,,,1787097578000-632578958264631296-1479440816106635264,,0.004,0.034,,0.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,,0,0,,,,,,,0.05930472,0.116,,0.056470588,,,,,,0,0,,,,,,
[],873916972050415616-1787097565000,1787097565000,1787097774000,632578958264631296,873916972050415616,,,1787097565000-632578958264631296-873916972050415616,,0.0,,,0.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,,0,0,,,"{'MODE_HEAVY': 100, 'MODE_LIGHT': 0, 'MODE_TURBO': 0}",,,,0.0460425,0.213,,0.0,,,,,,0,0,,,,,,
[],1083727448777949184-1787097557000,1787097557000,1787097705000,632578958264631296,1083727448777949184,,,1787097557000-632578958264631296-1083727448777949184,,0.003,0.023,,0.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,,0,0,,,,,,,0.024698056,0.13,,0.072972976,,,,,,0,0,,,,,,
[],1083726930487803904-1787097534000,1787097534000,1787099523000,632578958264631296,1083726930487803904,,,1787097534000-632578958264631296-1083726930487803904,,5.063,1.771,,0.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1989,,0,2,"{'fifth_gear_duration': 9.189331465729154, 'first_gear_duration': 6.985774978432882, 'sixth_gear_duration': 16.45594278452362, 'third_gear_duration': 14.725935270818066, 'eighth_gear_duration': 20.74605994267321, 'fourth_gear_duration': 5.932928582692504, 'second_gear_duration': 12.204205819875142, 'seventh_gear_duration': 13.75982115525542}",,,"{'up': 0, 'down': 0, 'plane': 100}",,24.29,0.45,2.859,,9.163801,20.74606,34.505882,360672.0,386086.0,0.0,1406,2,178.919,297.587,862.424,3.0,0.0,0.0
[],1536014625517076480-1787097530000,1787097530000,1787097692000,632578958264631296,1536014625517076480,,,1787097530000-632578958264631296-1536014625517076480,,0.032,0.414,,0.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,,0,0,,,"{'MODE_HEAVY': 0, 'MODE_LIGHT': 0, 'MODE_TURBO': 100}",,,,0.024884166,0.077,,0.7111111,,,,,,0,0,,,,,,
[],1090633180173565952-1787097528000,1787097528000,1787097919000,632578958264631296,1090633180173565952,,,1787097528000-632578958264631296-1090633180173565952,,0.0,,,0.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,,0,0,,,,,,,0.08222222,0.373,,0.0,,,,,,0,0,,,,,,
[],1060872975626010624-1787097518000,1787097518000,1787097638000,632578958264631296,1060872975626010624,,,1787097518000-632578958264631296-1060872975626010624,,0.038,1.248,,0.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,,7,0,,,,,,,0.0242825,0.03,,1.14,,,,,,0,0,,,,,,
[],866648852977942528-1787097504000,1787097504000,1787101085000,632578958264631296,866648852977942528,900758004234715148,verified_drivers,1787097504000-632578958264631296-866648852977942528,,26.444,4.033,,0.51,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355.917,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3581,0.0,0,2,"{'fifth_gear_duration': 11.764107219350297, 'first_gear_duration': 0, 'sixth_gear_duration': 61.1944254734149, 'third_gear_duration': 6.441329014156224, 'fourth_gear_duration': 16.515060234064144, 'second_gear_duration': 4.085078059014427}",,"{'MODE_HEAVY': 0, 'MODE_LIGHT': 100, 'MODE_TURBO': 0}","{'up': 80.20676462208475, 'down': 0, 'plane': 19.793235377915256}",0.5585815,44.06,0.9,6.557,,26.584307,61.194424,72.958534,1955505.0,92999.0,0.0,268,1,1869.997,2229.488,3055.829,0.0,2.0,0.0
