alert_name,mismatch_count,total_joined_trips,mismatch_pct
unscheduled_driving,14,4485,0.31
fuel_chori,3,4485,0.07
slow_running,2,4485,0.04
idling,0,4485,0.0
over_speed,0,4485,0.0
freerun,0,4485,0.0
over_acc,0,4485,0.0
hard_brake,0,4485,0.0
continuous_driving,0,4485,0.0
