vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,distance,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,carbon_emission
1192134718468915200,1773240453000-649034868264558592-1192134718468915200,1773240453000,1773290794000,2,640.679,162.291,3.9477173718813736,649034868264558592,1773240453000,1192134718468915200,MP09ZT0099,50341000.0,1773290794000.0,615.627,13.949999999998909,162.31044233850315,3.792898294960542,653.7950000000419,162.31044233850315,1773240453000-649034868264558592-1192134718468915200,
1494312254978392064,1773243985000-649034868264558592-1494312254978392064,1773243985000,1773256878000,2,49.454,13.638,3.6261915236838247,649034868264558592,1773243985000,1494312254978392064,MP09AY9990,12893000.0,1773256878000.0,173.131,3.56277777777791,54.65030806494606,3.1679784822850823,170.625,54.65030806494606,1773243985000-649034868264558592-1494312254978392064,
