tags,id,start_time,end_time,account_id,vehicle_id,driver_id,driver_type,trip_id,driver_session_id,distance,mileage,loss,idling_alert_fuel_consumed,ready,alert_breath_test_duration,alert_breath_test_count,alert_camera_tampered_duration,alert_camera_tampered_count,alert_distracted_driving_duration,alert_distracted_driving_count,alert_drowsiness_duration,alert_drowsiness_count,alert_emergency_recording_duration,alert_emergency_recording_count,alert_eyes_closed_duration,alert_eyes_closed_count,alert_fcw_duration,alert_fcw_count,alert_lane_departure_warning_duration,alert_lane_departure_warning_count,alert_mobile_phone_duration,alert_mobile_phone_count,alert_pcw_duration,alert_pcw_count,alert_sd_card_tampered_duration,alert_sd_card_tampered_count,alert_seatbelt_violation_duration,alert_seatbelt_violation_count,alert_tailgating_duration,alert_tailgating_count,alert_smoking_duration,alert_smoking_count,alert_idling_duration,alert_idling_count,alert_over_speed_duration,alert_over_speed_count,alert_speeding_duration,alert_speeding_count,alert_freerun_duration,alert_freerun_count,alert_over_acc_duration,alert_over_acc_count,alert_hard_brake_duration,alert_hard_brake_count,alert_unscheduled_driving_duration,alert_unscheduled_driving_count,alert_slow_running_duration,alert_slow_running_count,alert_continuous_driving_duration,alert_continuous_driving_count,alert_fuel_chori_amount,alert_fuel_chori_count,alert_def_chori_amount,alert_def_chori_count,accident_count,unresolved_alerts_count,day_driving_duration,night_driving_duration,driver_idle_duration_before_trip,vehicle_idle_duration_before_trip,total_alerts_count,gear_utilization,peak_torque_range,fuel_smart_mode,terrain,uphill_slope,engine_load,engine_hours,fuel_consumed,adblue_consumed,avg_speed,last_gear_utilization,last_two_gear_utilization,below_ptr_duration,between_ptr_duration,above_ptr_duration,alert_stoppage_duration,alert_stoppage_count
[],1268894095296692224-1778351266000,1778351266000,1778356501000,649034868264558592,1268894095296692224,1410616788265205760,verified_drivers,1778351266000-649034868264558592-1268894095296692224,,75.251,2.633,,0.0,True,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,31.196,15,0,0,6.247,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,100,3,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,21,0,5235,0.0,0,21,"{'fifth_gear_duration': 0.5971677188193142, 'first_gear_duration': 1.313768981402491, 'ninth_gear_duration': 6.329977819484729, 'sixth_gear_duration': 1.4787010180287778, 'tenth_gear_duration': 16.777569243018824, 'third_gear_duration': 0.8360348063470397, 'eighth_gear_duration': 5.078769265768072, 'fourth_gear_duration': 0.7166012625831769, 'second_gear_duration': 0.5971677188193142, 'seventh_gear_duration': 2.3602343172382416, 'twelfth_gear_duration': 39.117329238468976, 'eleventh_gear_duration': 24.796678610021043}",,,"{'up': 39.68995687682858, 'down': 46.977911507369754, 'plane': 13.332131615801663}",0.9037388,49.88,1.425,28.577,,52.80772,39.11733,63.91401,676750.0,2064750.0,350500.0,0,0
[],1192134642870779904-1778351229000,1778351229000,1778356285000,649034868264558592,1192134642870779904,,,1778351229000-649034868264558592-1192134642870779904,,80.995,2.715,,0.0,True,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5056,,579,1,"{'fifth_gear_duration': 9.072526730940158, 'first_gear_duration': 0.20613925395549637, 'sixth_gear_duration': 81.76213068778475, 'third_gear_duration': 4.793077797840053, 'fourth_gear_duration': 3.0530279810598273, 'second_gear_duration': 1.1130975484197185}",,"{'MODE_HEAVY': 0, 'MODE_LIGHT': 0, 'MODE_TURBO': 100}","{'up': 18.77711672858591, 'down': 24.51871866150528, 'plane': 56.7041646099088}",0.50064844,60.5,1.3,29.836,,62.303844,81.76213,90.834656,102663.0,333665.0,2327837.0,0,0
[],1284477133422329856-1778351164000,1778351164000,1778373989000,649034868264558592,1284477133422329856,1553086976335282176,unverified_drivers,1778339766000-649034868264558592-1284477133422329856,,333.02,2.905,,0.0,True,0,0,0,0,41.985,3,0.0,0,0,0,63.467,4,10.465,5,0,0,494.793,4,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,81,16,0,0,0,0,0,0,0,0,0,0,0,40,0,22825,14070.0,1,40,"{'fifth_gear_duration': 22.371042562198237, 'first_gear_duration': 1.2731056763475506, 'sixth_gear_duration': 58.766794266512036, 'third_gear_duration': 5.344848523361198, 'fourth_gear_duration': 8.913146205125495, 'second_gear_duration': 3.331062766455491}",,"{'MODE_HEAVY': 0, 'MODE_LIGHT': 0, 'MODE_TURBO': 100}","{'up': 45.4103875812711, 'down': 25.70403457487024, 'plane': 28.885577843858666}",0.78825223,51.61,6.3,114.656,,52.860317,58.766796,81.13784,762835.0,1828916.0,10335021.0,2680,8
[],1140330395766620160-1778350815000,1778350815000,1778370649000,649034868264558592,1140330395766620160,1409860718357905408,verified_drivers,1778350815000-649034868264558592-1140330395766620160,,396.726,3.483,,0.0,True,0,0,0,0,36.06,2,0.0,0,0,0,605.674,4,1.826,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,1738,15,0,0,0,0,0,0,98,19,0,0,0,0,0,0,0,0,0,0,0,43,0,19834,747834.0,1166,43,"{'fifth_gear_duration': 0.8267623621438944, 'first_gear_duration': 0.2699803847896135, 'ninth_gear_duration': 4.334825243631365, 'sixth_gear_duration': 1.143561775240741, 'tenth_gear_duration': 5.729303368183325, 'third_gear_duration': 0.5099629490470478, 'eighth_gear_duration': 2.7443800485000276, 'fourth_gear_duration': 0.6411683696924674, 'second_gear_duration': 0.34679723362902587, 'seventh_gear_duration': 1.71592579806398, 'twelfth_gear_duration': 73.70352363371282, 'eleventh_gear_duration': 8.033808833365695}",,,"{'up': 17.489346165019175, 'down': 12.793396887667663, 'plane': 69.71725694731316}",0.5585884,52.0,5.4819446,113.914,,72.369576,73.70352,81.737335,2145850.0,11395950.0,161250.0,290,2
[],1192134868188790784-1778350417000,1778350417000,1778375468000,649034868264558592,1192134868188790784,1532724467057295360,verified_drivers,1778350417000-649034868264558592-1192134868188790784,,349.684,2.932,,0.0,True,0,0,0,0,33.071,2,0.0,0,0,0,26.366,1,0.0,0,0,0,7.365,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,27,6,0,0,0,0,0,0,0,0,0,0,0,20,0,25051,58294.0,1563,20,"{'fifth_gear_duration': 21.93776741163036, 'first_gear_duration': 1.1161299719074627, 'sixth_gear_duration': 55.12765081393156, 'third_gear_duration': 5.900972336375595, 'fourth_gear_duration': 12.962505433721288, 'second_gear_duration': 2.9549740324337295}",,"{'MODE_HEAVY': 0, 'MODE_LIGHT': 0, 'MODE_TURBO': 100}","{'up': 34.2253491821454, 'down': 37.21320100229171, 'plane': 28.561449815562902}",0.99023736,50.35,6.95,119.248,,50.314243,55.12765,77.065414,687751.0,2705261.0,10356236.0,2830,10
[],1151974728106246144-1778349818000,1778349818000,1778376934000,649034868264558592,1151974728106246144,,,1778349818000-649034868264558592-1151974728106246144,,357.222,2.659,,0.0,True,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,14,334,26782,,1325,14,"{'fifth_gear_duration': 21.1019735928997, 'first_gear_duration': 0.941693378990977, 'sixth_gear_duration': 56.739340784189906, 'third_gear_duration': 6.4460544170296, 'fourth_gear_duration': 10.709404952866977, 'second_gear_duration': 4.061532874022833}",,,"{'up': 44.94938554223923, 'down': 25.342650218675516, 'plane': 29.707964239085243}",0.6488422,54.93,7.25,134.357,,49.272,56.73934,77.84132,1323579.0,3937012.0,9964923.0,2753,6
[],1186996414987632640-1778349551000,1778349551000,1778394775000,649034868264558592,1186996414987632640,,,1778349551000-649034868264558592-1186996414987632640,,571.456,2.567,,1.64,True,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,74.201,35,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,1423.83,1,421,14,0,0,0,0,0,0,28,5,0,0,0,0,0,0,0,0,0,0,0,73,18175,27049,,958,73,"{'fifth_gear_duration': 2.7365917175379337, 'first_gear_duration': 1.4803836627775253, 'ninth_gear_duration': 9.07840920069226, 'sixth_gear_duration': 3.0800243828905898, 'tenth_gear_duration': 13.610723145638623, 'third_gear_duration': 1.6024981347511598, 'eighth_gear_duration': 6.157774263729256, 'fourth_gear_duration': 1.957411892119682, 'second_gear_duration': 1.2843021554821599, 'seventh_gear_duration': 4.116645837542662, 'twelfth_gear_duration': 38.700989588409705, 'eleventh_gear_duration': 16.194246018428437}",,,"{'up': 36.73057149066813, 'down': 32.33960327505377, 'plane': 30.9298252342781}",0.9157571,46.07,12.498333,222.598,,45.722576,38.70099,54.895237,7906921.0,16374085.0,1574327.0,7251,18
[],1334832669606805504-1778349532000,1778349532000,1778370945000,649034868264558592,1334832669606805504,1505189573133598720,verified_drivers,1778338078000-649034868264558592-1334832669606805504,,332.173,2.493,,0.0,True,0,0,0,0,46.653,3,0.0,0,0,0,101.883,8,6.113,3,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,2690,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,21413,11746.0,1,69,"{'fifth_gear_duration': 1.731343454008781, 'first_gear_duration': 0.6756949638316215, 'ninth_gear_duration': 7.5302735322832035, 'sixth_gear_duration': 2.4261645532762786, 'tenth_gear_duration': 13.533596341484303, 'third_gear_duration': 1.2865894389476629, 'eighth_gear_duration': 4.588845181070264, 'fourth_gear_duration': 1.2588993622718423, 'second_gear_duration': 0.7502012526191387, 'seventh_gear_duration': 3.5057920789252823, 'twelfth_gear_duration': 42.0826363236713, 'eleventh_gear_duration': 20.629963517610317}",,,"{'up': 48.54731062339261, 'down': 28.728758737121158, 'plane': 22.72393063948624}",0.75150734,55.74,5.891389,133.231,,56.3828,42.082638,62.7126,2648550.0,9434100.0,1071450.0,2130,7
[],1140330395766620160-1778349514000,1778349514000,1778349649000,649034868264558592,1140330395766620160,,,1778349514000-649034868264558592-1140330395766620160,,61.0,0.698,,0.0,True,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,,259,0,,,,,,,0.027708333,0.087,,2201.5037,,,,,,0,0
[],1192134793974775808-1778349179000,1778349179000,1778374956000,649034868264558592,1192134793974775808,1546673586427658240,unverified_drivers,1778340794000-649034868264558592-1192134793974775808,,524.484,3.28,,0.0,True,0,0,0,0,25.48,2,0.0,0,0,0,6.213,1,2.513,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,13,0,25777,35560.0,1,13,"{'fifth_gear_duration': 5.7375032466696405, 'first_gear_duration': 0.35076424387432253, 'sixth_gear_duration': 90.81644179458046, 'third_gear_duration': 1.0505452115576777, 'fourth_gear_duration': 1.3743699213485747, 'second_gear_duration': 0.67037558196934}",,"{'MODE_HEAVY': 0, 'MODE_LIGHT': 0, 'MODE_TURBO': 100}","{'up': 16.16723373461223, 'down': 20.001439326395253, 'plane': 63.83132693899252}",0.4522816,57.29,7.15,159.904,,73.35441,90.816444,96.55395,1019007.0,715747.0,13955557.0,1491,8
