vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,distance,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,load_estimation,driver_ids,engine_hours
1262136061614620672,1787435337000-1205841794575630336-1262136061614620672,1787435337000,1787451729000,2,193.75,32.489000000000004,5.963556896180245,1205841794575630336,1787435337000,1262136061614620672,OD11AE4855,16392000,1787451729000,86.12846651587031,182.915,32.62441913479936,5.60668986148755,194.75,32.59043104669499,1787435337000-1205841794575630336-1262136061614620672,"{'confidence': 4.8, 'count': 11, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'LOW', 'mean': 4477.356396354153, 'std': 2828.4505060057068, 'timestamp': 1787451735948}",,4.482083333333152
1262123986532171776,1787435355000-1205841794575630336-1262123986532171776,1787435355000,1787448725000,2,158.375,23.074,6.863786079570079,1205841794575630336,1787435355000,1262123986532171776,OD11AE5079,13370000,1787448725000,60.75266481567551,148.568,23.01237303624072,6.456005200594903,159.0,23.01237303624072,1787435355000-1205841794575630336-1262123986532171776,"{'confidence': 40.9, 'count': 7, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 2}, 'load_class': 'MEDIUM', 'mean': 5911.203791005184, 'std': 1848.481805653615, 'timestamp': 1787528497343}",,3.699999999999818
1262052610576220160,1787372286000-1205841794575630336-1262052610576220160,1787372286000,1787391594000,2,134.89999999999998,21.471,6.282893204787852,1205841794575630336,1787372286000,1262052610576220160,OD26G3613,19308000,1787391594000,56.69996892270992,128.872,21.47726095557194,6.000392706806786,135.19999999998254,21.47726095557194,1787372286000-1205841794575630336-1262052610576220160,"{'confidence': 57.9, 'count': 14, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'LOW', 'mean': 5544.778536532942, 'std': 1746.7338525581097, 'timestamp': 1787409959789}",,0.0
1207348366917238784,1787369543000-1205841794575630336-1207348366917238784,1787369543000,1787379681000,3,60.0,12.019,4.992095848240286,1205841794575630336,1787369543000,1207348366917238784,OD24J9505,10138000,1787379681000,31.759557250461537,57.635,12.03013532214452,4.790885427024926,60.0,12.03013532214452,1787369543000-1205841794575630336-1207348366917238784,"{'confidence': None, 'count': None, 'error_code': 'RANSAC_TOO_FEW_POCKETS', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1787501854005}",,0.0
1262456454338576384,1787391506000-1205841794575630336-1262456454338576384,1787391506000,1787402271000,3,56.5,11.575,4.881209503239741,1205841794575630336,1787391506000,1262456454338576384,OD11AE3308,10765000,1787402271000,30.585212000791394,54.315,11.585307576057346,4.688265688538949,58.25,11.585307576057348,1787391506000-1205841794575630336-1262456454338576384,"{'confidence': 0, 'count': 3, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 8572.256855335267, 'std': 3479.47845978691, 'timestamp': 1787519613120}",,2.949999999999818
1262132219737014272,1787374121000-1205841794575630336-1262132219737014272,1787374121000,1787385068000,2,48.625,8.469,5.741527925374897,1205841794575630336,1787374121000,1262132219737014272,OD22Y4931,10947000,1787385068000,22.371769541586353,46.417,8.47415512938877,5.4774782018119605,49.375,8.47415512938877,1787374121000-1205841794575630336-1262132219737014272,"{'confidence': 76.6, 'count': 14, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 7696.977696217298, 'std': 1349.1789709793316, 'timestamp': 1787433718019}",,3.0
1262218053974753280,1787380245000-1205841794575630336-1262218053974753280,1787380245000,1787386348000,2,35.25,5.939,5.935342650277825,1205841794575630336,1787380245000,1262218053974753280,OD22Y2784,6103000,1787386348000,15.687455742880873,34.162,5.942218084424573,5.749031677168434,36.5,5.942218084424573,1787380245000-1205841794575630336-1262218053974753280,,,1.6499999999996362
1262446617798115328,1787371842000-1205841794575630336-1262446617798115328,1787371842000,1787377177000,2,34.25,6.672000000000001,5.133393285371702,1205841794575630336,1787371842000,1262446617798115328,OD05BR6996,5335000,1787377177000,17.64089472684429,33.216,6.682157093501625,4.970849911969661,35.0,6.682157093501626,1787371842000-1205841794575630336-1262446617798115328,,,1.449999999999818
1207342631755972608,1787383284000-1205841794575630336-1207342631755972608,1787383284000,1787387287000,2,33.0,5.325,6.197183098591549,1205841794575630336,1787383284000,1207342631755972608,OD08V3250,4003000,1787387287000,14.067845179887902,31.564,5.328729234806024,5.92336345292819,33.0,5.328729234806024,1787383284000-1205841794575630336-1207342631755972608,,,0.0
1262055530491281408,1787400090000-1205841794575630336-1262055530491281408,1787400090000,1787404698000,2,28.799999999999997,4.083,7.053637031594415,1205841794575630336,1787400090000,1262055530491281408,OD17AB7134,4608000,1787404698000,10.784110442206632,27.789,4.0848903190176635,6.802875433552085,29.20000000001164,4.0848903190176635,1787400090000-1205841794575630336-1262055530491281408,,,0.0
1207298707230294016,1787395311000-1205841794575630336-1207298707230294016,1787395311000,1787399149000,2,26.0,5.211,4.989445403953176,1205841794575630336,1787395311000,1207298707230294016,OD18M3380,3838000,1787399149000,13.789285079329854,24.858,5.223214045200702,4.759138680682735,26.0,5.223214045200701,1787395311000-1205841794575630336-1207298707230294016,,,0.0
1262198426167148544,1787379930000-1205841794575630336-1262198426167148544,1787379930000,1787386179000,4,24.875,5.518000000000001,4.5079739035882564,1205841794575630336,1787379930000,1262198426167148544,OD29N3021,6249000,1787386179000,14.543336460635436,26.041,5.5088395684225135,4.727129856761645,27.875,5.5088395684225135,1787379930000-1205841794575630336-1262198426167148544,,,1.5999999999994543
1262093991835336704,1787378851000-1205841794575630336-1262093991835336704,1787378851000,1787382067000,3,19.3,3.66,5.273224043715847,1205841794575630336,1787378851000,1262093991835336704,OD15Y6331,3216000,1787382067000,9.691461220216102,20.708,3.6710080379606445,5.640957411660672,20.60000000000582,3.6710080379606445,1787378851000-1205841794575630336-1262093991835336704,,,0.0
1262456755372163072,1787377761000-1205841794575630336-1262456755372163072,1787377761000,1787380416000,2,14.875,2.774,5.362292718096612,1205841794575630336,1787377761000,1262456755372163072,OD05BS0576,2655000,1787380416000,7.343443348731529,15.439,2.7816073290649728,5.5503880215867,16.125,2.7816073290649728,1787377761000-1205841794575630336-1262456755372163072,,,0.6999999999998181
1207299178141581312,1787369377000-1205841794575630336-1207299178141581312,1787369377000,1787370808000,2,12.0,1.467,8.1799591002045,1205841794575630336,1787369377000,1207299178141581312,OD18M3373,1431000,1787370808000,3.7952884811248158,11.067,1.4376092731533392,7.698197421699272,12.0,1.4376092731533392,1787369377000-1205841794575630336-1207299178141581312,,,0.0
1207299646611783680,1787374962000-1205841794575630336-1207299646611783680,1787374962000,1787388735000,2,0.0,19.599,0.0,1205841794575630336,1787374962000,1207299646611783680,OD18M3385,13773000,1787388735000,51.759990471221,91.724,19.60605699667462,4.67835016574507,,19.60605699667462,1787374962000-1205841794575630336-1207299646611783680,"{'confidence': 66.3, 'count': 12, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 7309.178512020303, 'std': 1704.2426110565011, 'timestamp': 1787392940835}",,0.0
