vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,distance,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,engine_hours,active_driver,driver_ids,vehicle_device_type
1429476090367180800,1783787191000-642689989225816064-1429476090367180800,1783787191000,1783829127000,4,953.2360000000001,260.953,3.6529030131862834,642689989225816064,1783787191000,1429476090367180800,MP09AN1563,41936000,1783829127000,451.20911939857956,629.486,170.91254522673466,3.6830883254644426,651.7999999999884,170.91254522673466,1783787191000-642689989225816064-1429476090367180800,11.5,,,
739919483375714304,1783775863000-642689989225816064-739919483375714304,1783775863000,1783828120000,2,596.389,174.05200000000002,3.4264989773171233,642689989225816064,1783775863000,739919483375714304,MP13P8163,52257000,1783828120000,460.1900454663972,596.398,174.31441116151407,3.4213923910593773,,174.31441116151407,1783775863000-642689989225816064-739919483375714304,0.0,,,
1326602059092328448,1783748732000-642689989225816064-1326602059092328448,1783748732000,1783795380000,4,580.164,203.091,2.8566701626364535,642689989225816064,1783748732000,1326602059092328448,MP09DT9045,46648000,1783795380000,536.2629408205376,580.249,203.12990182596118,2.856541527289021,568.8800000000047,203.12990182596118,1783748732000-642689989225816064-1326602059092328448,12.930555555554747,,,
739497118649024512,1783787582000-642689989225816064-739497118649024512,1783787582000,1783826798000,3,510.113,134.764,3.785231961057849,642689989225816064,1783787582000,739497118649024512,MP13P8127,39216000,1783826798000,356.09172780879635,510.115,134.88323023060468,3.781900827314678,,134.88323023060468,1783787582000-642689989225816064-739497118649024512,0.0,,,
739451124913799168,1783796235000-642689989225816064-739451124913799168,1783796235000,1783829638000,1,466.516,109.663,4.25408752268313,642689989225816064,1783796235000,739451124913799168,MP13P2781,33403000,1783829638000,289.51007453395846,466.516,109.66290702043881,4.2540911295836015,,93.1507632626724,1783796235000-642689989225816064-739451124913799168,0.0,,,
739421717067202560,1783794588000-642689989225816064-739421717067202560,1783794588000,1783825685000,1,425.955,115.121,3.7000634115409006,642689989225816064,1783794588000,739421717067202560,Mp13p8136,31097000,1783825685000,303.91954842392767,425.955,115.12104106966957,3.700062091535623,,115.12104106966957,1783794588000-642689989225816064-739421717067202560,0.0,,,
1430193762327330816,1783794025000-642689989225816064-1430193762327330816,1783794025000,1783822445000,2,422.236,112.657,3.7479783768429837,642689989225816064,1783794025000,1430193762327330816,MP09AN2545,28420000,1783822445000,297.27695461422536,422.247,112.60490705084293,3.7498099422021522,433.6000000000058,112.60490705084293,1783794025000-642689989225816064-1430193762327330816,7.800000000000182,,,
1439682401377714176,1783789504000-642689989225816064-1439682401377714176,1783789504000,1783819117000,5,414.26,126.16499999999999,3.28347798517814,642689989225816064,1783789504000,1439682401377714176,mp09an6583,29613000,1783819117000,332.96999999999997,414.375,126.12499999999999,3.285431119920714,427.79999999998836,126.125,1783789504000-642689989225816064-1439682401377714176,7.949999999999818,,,
739508566909517824,1783786536000-642689989225816064-739508566909517824,1783786536000,1783822505000,3,411.184,98.72,4.16515397082658,642689989225816064,1783786536000,739508566909517824,MP13P8154,35969000,1783822505000,247.22670262892643,409.244,93.64647826853273,4.37009493113544,413.75,93.64647826853273,1783786536000-642689989225816064-739508566909517824,0.0,,,
1425525382987120640,1783794241000-642689989225816064-1425525382987120640,1783794241000,1783821508000,2,402.27,103.267,3.895436102530334,642689989225816064,1783794241000,1425525382987120640,MP09AM6115,27267000,1783821508000,272.44393464300003,402.3,103.19846009204547,3.898313982991392,416.20000000001164,103.19846009204547,1783794241000-642689989225816064-1425525382987120640,7.5,,,
1326603043004743680,1783748959000-642689989225816064-1326603043004743680,1783748959000,1783779950000,2,391.467,130.13,3.00827633904557,642689989225816064,1783748959000,1326603043004743680,MP09AE6372,30991000,1783779950000,343.57023236135814,391.483,130.14023953081747,3.008162589921283,388.1599999999744,130.14023953081747,1783748959000-642689989225816064-1326603043004743680,8.559444444445035,,,
566305356972593152,1783736192000-642689989225816064-566305356972593152,1783736192000,1783766790000,1,391.463,80.242,4.878529946910596,642689989225816064,1783736192000,566305356972593152,MP09AF2736,30598000,1783766790000,211.83792497648813,391.463,80.24163824866974,4.878551940662674,,61.99688989077428,1783736192000-642689989225816064-566305356972593152,5.070937499999994,,,
566305825849643008,1783730524000-642689989225816064-566305825849643008,1783730524000,1783759207000,1,391.231,81.644,4.791913673999313,642689989225816064,1783730524000,566305825849643008,MP09AF2745,28683000,1783759207000,215.5395382922642,391.231,81.64376450464553,4.7919274959172045,,64.13468635652336,1783730524000-642689989225816064-566305825849643008,4.875305555555554,,,
1326601875818020864,1783754052000-642689989225816064-1326601875818020864,1783754052000,1783784414000,2,390.557,122.394,3.1909815840645783,642689989225816064,1783754052000,1326601875818020864,MP09BN1094,30362000,1783784414000,323.153074850078,390.568,122.40646774624165,3.1907464302432005,386.7300000000105,122.40646774624165,1783754052000-642689989225816064-1326601875818020864,8.403888888888787,,,
739928272518774784,1783782806000-642689989225816064-739928272518774784,1783782806000,1783814345000,1,389.918,101.109,3.8564123866322486,642689989225816064,1783782806000,739928272518774784,MP13P7218,31539000,1783814345000,266.9275997335706,389.918,101.10893929301918,3.8564147020670108,356.25,101.10893929301918,1783782806000-642689989225816064-739928272518774784,0.0,,,
1530989903863611392,1783756374000-642689989225816064-1530989903863611392,1783756374000,1783783754000,3,387.697,106.636,3.6357046400840245,642689989225816064,1783756374000,1530989903863611392,MP09BL8795,27380000,1783783754000,281.58433502773977,389.914,106.66073296505294,3.6556471079919737,347.8500000000058,106.66073296505294,1783756374000-642689989225816064-1530989903863611392,7.55027777777741,,,
1537213879656906752,1783769137000-642689989225816064-1537213879656906752,1783769137000,1783798365000,2,386.33399999999995,121.155,3.188758202302835,642689989225816064,1783769137000,1537213879656906752,MP09BN1073,29228000,1783798365000,320.0900448609984,386.351,121.24622911401453,3.1864991004107255,382.1450000000041,121.24622911401453,1783769137000-642689989225816064-1537213879656906752,7.802500000000009,,,
739467157439512576,1783786184000-642689989225816064-739467157439512576,1783786184000,1783818191000,2,381.391,89.384,4.266882216056565,642689989225816064,1783786184000,739467157439512576,MP13P6336,32007000,1783818191000,235.49629051087388,381.408,89.20314034502798,4.275723909772186,,89.20314034502798,1783786184000-642689989225816064-739467157439512576,0.0,,,
718907611667234816,1783739787000-642689989225816064-718907611667234816,1783739787000,1783771830000,1,380.298,142.373,2.671138488336974,642689989225816064,1783739787000,718907611667234816,MP09DK6372,32043000,1783771830000,375.8647200000566,380.298,142.37300000002142,2.671138488336572,377.55226662009954,142.37300000002142,1783739787000-642689989225816064-718907611667234816,0.0,,,
1531026470644744192,1783774025000-642689989225816064-1531026470644744192,1783774025000,1783794690000,3,344.822,75.324,4.5778503531410975,642689989225816064,1783774025000,1531026470644744192,MP09BM0987,20665000,1783794690000,198.92883595622007,343.688,75.35183180159851,4.561110085617176,211.58000000000175,75.35183180159851,1783774025000-642689989225816064-1531026470644744192,5.712222222221953,,,
739922158402142208,1783800583000-642689989225816064-739922158402142208,1783800583000,1783825979000,1,337.272,80.785,4.174933465371047,642689989225816064,1783800583000,739922158402142208,MP13P8145,25396000,1783825979000,213.27319206065906,337.272,80.78530002297691,4.17491796037241,,80.78530002297691,1783800583000-642689989225816064-739922158402142208,7.050000000000182,,,
1515667522240643072,1783737863000-642689989225816064-1515667522240643072,1783737863000,1783768465000,2,335.353,76.60300000000001,4.377805046799733,642689989225816064,1783737863000,1515667522240643072,MP09BJ5830,30602000,1783768465000,201.83463126829548,335.387,76.45251184405132,4.386866983312807,,66.14636200141324,1783737863000-642689989225816064-1515667522240643072,5.306756944444117,,,
1527036626096619520,1783732974000-642689989225816064-1527036626096619520,1783732974000,1783760384000,1,334.946,79.87,4.193639664454739,642689989225816064,1783732974000,1527036626096619520,MP09BJ9703,27410000,1783760384000,210.85600549850076,334.946,79.86969905246241,4.193655466010843,,79.69371632059773,1783732974000-642689989225816064-1527036626096619520,7.524999999999864,,,
1527036626096619520,1783761681000-642689989225816064-1527036626096619520,1783761681000,1783790445000,1,333.509,87.055,3.8310148756533224,642689989225816064,1783761681000,1527036626096619520,MP09BJ9703,28764000,1783790445000,229.82464522329596,333.509,87.05478985730907,3.831024123390021,,87.05478985730907,1783761681000-642689989225816064-1527036626096619520,7.950277777777728,,,
1514683047356661760,1783737658000-642689989225816064-1514683047356661760,1783737658000,1783767489000,1,332.453,72.285,4.599197620529847,642689989225816064,1783737658000,1514683047356661760,MP09BJ5826,29831000,1783767489000,190.83353121385295,332.453,72.28542849009581,4.599170357626794,,55.91218679621792,1783737658000-642689989225816064-1514683047356661760,5.1158055555555535,,,
1515667522240643072,1783771967000-642689989225816064-1515667522240643072,1783771967000,1783803047000,1,332.387,72.905,4.559179754475002,642689989225816064,1783771967000,1515667522240643072,MP09BJ5830,31080000,1783803047000,192.46814131510095,332.387,72.90459898299278,4.559204832572214,,55.93381414989099,1783771967000-642689989225816064-1515667522240643072,5.342680555555547,,,
1514683047356661760,1783771403000-642689989225816064-1514683047356661760,1783771403000,1783801002000,1,330.438,69.362,4.763962976846112,642689989225816064,1783771403000,1514683047356661760,MP09BJ5826,29599000,1783801002000,183.11643267972184,330.438,69.36228510595524,4.763943395106364,,53.07676600286996,1783771403000-642689989225816064-1514683047356661760,5.0462361111111065,,,
589014414737289216,1783746288000-642689989225816064-589014414737289216,1783746288000,1783774719000,2,328.82399999999996,72.11699999999999,4.5595906651691,642689989225816064,1783746288000,589014414737289216,MP09BP1574,28431000,1783774719000,190.2005545377876,328.842,72.04566459764682,4.564355146648765,,57.22693229166664,1783746288000-642689989225816064-589014414737289216,4.838104166666666,,,
588522082246086656,1783760444000-642689989225816064-588522082246086656,1783760444000,1783789181000,1,319.835,78.58,4.070183252736065,642689989225816064,1783760444000,588522082246086656,MP09BP1475,28737000,1783789181000,207.45120576050354,319.835,78.58000218200891,4.070183139715247,,72.5792821722434,1783760444000-642689989225816064-588522082246086656,6.348604166666187,,,
1425523015684194304,1783800798000-642689989225816064-1425523015684194304,1783800798000,1783821464000,1,318.379,88.294,3.605896210388022,642689989225816064,1783800798000,1425523015684194304,MP09AM6184,20666000,1783821464000,233.0974612771849,318.379,88.29449290802458,3.605876080308338,328.69999999998254,88.29449290802458,1783800798000-642689989225816064-1425523015684194304,5.650000000000546,,,
1557834733679804416,1783752621000-642689989225816064-1557834733679804416,1783752621000,1783776547000,2,312.539,99.256,3.14881719996776,642689989225816064,1783752621000,1557834733679804416,MP09BQ8967,23926000,1783776547000,262.0654287371024,312.573,99.26720785496303,3.148804189765194,308.8550000000032,99.26720785496303,1783752621000-642689989225816064-1557834733679804416,6.605277777777815,,,
1530989903863611392,1783729770000-642689989225816064-1530989903863611392,1783729770000,1783744824000,1,308.175,61.944,4.975058117008912,642689989225816064,1783729770000,1530989903863611392,MP09BL8795,15054000,1783744824000,163.53193553774472,308.175,61.94391497641845,4.975064945722591,197.38999999999942,61.94391497641845,1783729770000-642689989225816064-1530989903863611392,4.126388888888869,,,
566306421637943296,1783746731000-642689989225816064-566306421637943296,1783746731000,1783775135000,1,303.977,68.657,4.427472799568871,642689989225816064,1783746731000,566306421637943296,MP09AF3618,28404000,1783775135000,181.2544253866909,303.977,68.6569793131405,4.42747413359942,,57.93631431697252,1783746731000-642689989225816064-566306421637943296,4.789486111111111,,,
1531014613364113408,1783779820000-642689989225816064-1531014613364113408,1783779820000,1783796569000,1,301.804,60.825,4.96184134812988,642689989225816064,1783779820000,1531014613364113408,MP09BM0929,16749000,1783796569000,160.57896074817927,301.804,60.82536391976487,4.961811661301551,,60.82536391976487,1783779820000-642689989225816064-1531014613364113408,4.615555555555602,,,
589016215549128704,1783768605000-642689989225816064-589016215549128704,1783768605000,1783792300000,1,296.195,67.178,4.40910714817351,642689989225816064,1783768605000,589016215549128704,MP09BP1580,23695000,1783792300000,177.34921839513694,296.195,67.17773424058217,4.409124590883688,,58.88339674312891,1783768605000-642689989225816064-589016215549128704,4.008034722222234,,,
