vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,distance,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,load_estimation
1474013287929610240,1786046221000-649034868264558592-1474013287929610240,1786046221000,1786073363000,2,375.435,140.897,2.664606059745772,649034868264558592,1786046221000,1474013287929610240,MP09AM9909,27142000,1786073363000,372.00869878894446,387.248,7.450000000000728,140.9123859049032,2.74814735066185,377.2949999999837,140.9123859049032,1786046221000-649034868264558592-1474013287929610240,"{'confidence': 80.9, 'count': 20, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 23219.161994978134, 'std': 3964.1682854888872, 'timestamp': 1786142348964}"
1474013221449891840,1786035931000-649034868264558592-1474013221449891840,1786035931000,1786065367000,1,369.139,120.516,3.062987487138637,649034868264558592,1786035931000,1474013221449891840,MP09AS9990,29436000,1786065367000,318.16224000000864,369.139,8.149999999999636,120.51600000000326,3.0629874871385545,363.38999999998487,120.51600000000326,1786035931000-649034868264558592-1474013221449891840,"{'confidence': 91, 'count': 112, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 21392.722307281947, 'std': 4066.0162265369536, 'timestamp': 1786149221918}"
1146410747421523968,1786030830000-649034868264558592-1146410747421523968,1786030830000,1786054764000,5,337.92,135.14,2.500517981352672,649034868264558592,1786030830000,1146410747421523968,MP09ZM9990,23934000,1786054764000,356.93824997708475,342.458,6.591666666667152,135.20388256707756,2.532900634936273,345.28000000002794,135.20388256707756,1786030830000-649034868264558592-1146410747421523968,
1268894231850647552,1786048439000-649034868264558592-1268894231850647552,1786048439000,1786067700000,2,305.425,90.127,3.3888290967190744,649034868264558592,1786048439000,1268894231850647552,MP09DA9990,19261000,1786067700000,237.783641391571,288.067,5.300000000000182,90.06956113317082,3.1982724949007295,307.33499999996275,90.06956113317082,1786048439000-649034868264558592-1268894231850647552,"{'confidence': 81.2, 'count': 39, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 30892.164666822086, 'std': 7250.96123754376, 'timestamp': 1786136116459}"
1334832669606805504,1786041427000-649034868264558592-1334832669606805504,1786041427000,1786059273000,1,283.108,88.972,3.181989839500068,649034868264558592,1786041427000,1334832669606805504,MP09AH9990,17846000,1786059273000,234.8869092128078,283.108,4.907777777776573,88.97231409576052,3.181978606235779,279.5199999999604,88.97231409576052,1786041427000-649034868264558592-1334832669606805504,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1786148747561}"
1334832578175172608,1786012014000-649034868264558592-1334832578175172608,1786012014000,1786037627000,1,282.55,104.479,2.70437121335388,649034868264558592,1786012014000,1334832578175172608,MP09AH0009,25613000,1786037627000,275.82393145973236,282.55,7.086388888888905,104.47876191656529,2.7043773760033543,277.320000000007,104.47876191656529,1786012014000-649034868264558592-1334832578175172608,
1268893773056704512,1786054778000-649034868264558592-1268893773056704512,1786054778000,1786085116000,2,269.68,104.95,2.569604573606479,649034868264558592,1786054778000,1268893773056704512,MP09DG0009,30338000,1786085116000,277.0890357163962,274.602,8.373333333332994,104.9579680743925,2.6163044601374765,272.0,104.9579680743925,1786054778000-649034868264558592-1268893773056704512,
930508235230674944,1785978374000-649034868264558592-930508235230674944,1785978374000,1785993909000,1,263.109,84.066,3.129790878595389,649034868264558592,1785978374000,930508235230674944,MP07P7770,15535000,1785993909000,221.9349149376214,263.109,0.0,84.06625565818992,3.129781360428265,,84.06625565818992,1785978374000-649034868264558592-930508235230674944,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1786062605835}"
1334833185816576000,1785978770000-649034868264558592-1334833185816576000,1785978770000,1785995070000,1,263.056,76.258,3.449552833801044,649034868264558592,1785978770000,1334833185816576000,MP09DS0999,16300000,1785995070000,201.32179193055188,263.056,0.8500000000003638,76.25825451914844,3.449541320591683,273.4200000000419,76.25825451914844,1785978770000-649034868264558592-1334833185816576000,
1289228109731594240,1785982909000-649034868264558592-1289228109731594240,1785982909000,1786000740000,6,259.285,90.212,2.8741741675165167,649034868264558592,1785982909000,1289228109731594240,MP09DK9990,17831000,1786000740000,238.38506454324812,262.92,0.0,90.29737293304852,2.911712616433963,271.70999999996275,90.29737293304852,1785982909000-649034868264558592-1289228109731594240,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1786073721981}"
