account_id,start_time,vehicle_id,vehicle_plate,duration,end_time,carbon_emission,distance,engine_hours,fuel_consumed,mileage,raw_fuel_consumed,id,odo_distance_km,driver_ids,vehicle_device_type,active_driver,adblue_consumed
902855557075959808,1775899182000,1152270135390633984,RJ47GA6196,292000,1775899474000,0.47906215156862747,77.0,0.0632875,0.18146293620023768,0.42432907574598777,0.18146293620023768,1775899182000-902855557075959808-1152270135390633984,0.20000000001164153,,,,
902855557075959808,1775897509000,1152270135390633984,RJ47GA6196,438000,1775897947000,0.22901132062801938,60.0,0.0443761111111111,0.08674671235909824,0.6916688640789397,0.08674671235909824,1775897509000-902855557075959808-1152270135390633984,,,,,
902855557075959808,1775889624000,1152270135390633984,RJ47GA6196,198000,1775889822000,0.14855269603174603,,0.03520888888888889,0.05626996061808561,,0.05626996061808561,1775889624000-902855557075959808-1152270135390633984,0.0,,,,
902855557075959808,1775886245000,1152270135390633984,RJ47GA6196,169000,1775886414000,0.2310387992647059,37.0,0.02351861111111111,0.08751469669117648,0.4227861307748834,0.08751469669117648,1775886245000-902855557075959808-1152270135390633984,,,,,
902855557075959808,1775885702000,1152270135390633984,RJ47GA6196,478000,1775886180000,0.5158216484765245,46.0,0.0999999999994543,0.19538698805928956,0.23543021189333982,0.19538698805928956,1775885702000-902855557075959808-1152270135390633984,0.10000000000582077,,,,
902855557075959808,1775878085000,1152270135390633984,RJ47GA6196,7423000,1775885508000,62.437920402056164,68940.0,2.0,23.650727425021273,2.914920913893962,23.650727425021273,1775878085000-902855557075959808-1152270135390633984,71.39999999999418,,,,
902855557075959808,1775867679000,1152270135390633984,RJ47GA6196,8664000,1775876343000,72.63581289538413,95351.0,2.350000000000364,27.513565490675806,3.465599543334866,27.513565490675806,1775867679000-902855557075959808-1152270135390633984,98.90000000002328,,,,
902855557075959808,1775864798000,1152270135390633984,RJ47GA6196,2263000,1775867061000,13.489706577600415,13665.0,0.5999999999994543,5.109737340000157,2.674305759912031,5.109737340000157,1775864798000-902855557075959808-1152270135390633984,14.199999999982538,,,,
632578958264631296,1775875615000,1181865650805538816,RJ47GA6367,62000,1775875677000,,,,,,,1775875615000-632578958264631296-1181865650805538816,,,,,
901025643674730496,1775918585000,1291421127226163200,NL01AG9585,1250000,1775919835000,0.4164866992217811,,0.3050863888888889,0.15776011334158374,0.00475405337961499,0.631040453366335,1775918585000-901025643674730496-1291421127226163200,0.0,,,,
901025643674730496,1775911981000,1291421127226163200,NL01AG9585,220000,1775912201000,0.29133826333333335,31.0,0.024698055555555553,0.11035540277777778,0.28091057818369414,0.11035540277777778,1775911981000-901025643674730496-1291421127226163200,,,,,
901025643674730496,1775908052000,1291421127226163200,NL01AG9585,168000,1775908220000,0.12641168571428574,,,0.04788321428571429,0.14618901643134707,0.04788321428571429,1775908052000-901025643674730496-1291421127226163200,0.0,,,,
901025643674730496,1775906429000,1291421127226163200,NL01AG9585,308000,1775906737000,0.4819409161693121,,0.06916749999999999,0.18255337733686064,0.2793703449588398,0.18255337733686064,1775906429000-901025643674730496-1291421127226163200,0.0,,,,
901025643674730496,1775915556000,1447671848144732160,RJ14GQ0817,962000,1775916518000,7.835633188644256,9627.0,0.25,2.9680428744864606,3.2435515277607614,2.9680428744864606,1775915556000-901025643674730496-1447671848144732160,9.800000000017462,,,,
901025643674730496,1775911138000,1447671848144732160,RJ14GQ0817,1916000,1775913054000,11.98798031602368,15080.0,0.5,4.5409016348574545,3.3209263737934687,4.5409016348574545,1775911138000-901025643674730496-1447671848144732160,15.5,,,,
901025643674730496,1775899205000,1447671848144732160,RJ14GQ0817,286000,1775899491000,0.23432291555555557,,0.06377777777777778,0.08875868013468013,,0.08875868013468013,1775899205000-901025643674730496-1447671848144732160,0.0,,,,
901025643674730496,1775895268000,1447671848144732160,RJ14GQ0817,1247000,1775896515000,3.739771227422662,2960.0,0.2999999999992724,1.416580010387372,2.0895395800414907,1.416580010387372,1775895268000-901025643674730496-1447671848144732160,3.099999999976717,,,,
632578958264631296,1775909462000,1500848886552461312,NL01AK3124,1978000,1775911440000,,6330.0,,,,,1775909462000-632578958264631296-1500848886552461312,,,c,,
632578958264631296,1775898808000,1500848886552461312,NL01AK3124,227000,1775899035000,,396.0,,,,,1775898808000-632578958264631296-1500848886552461312,,,c,,
632578958264631296,1775897823000,1500848886552461312,NL01AK3124,254000,1775898077000,,1741.0,,,,,1775897823000-632578958264631296-1500848886552461312,,,c,,
632578958264631296,1775895522000,1500848886552461312,NL01AK3124,1759000,1775897281000,,9733.0,,,,,1775895522000-632578958264631296-1500848886552461312,,,c,,
632578958264631296,1775894406000,1500848886552461312,NL01AK3124,759000,1775895165000,,5245.0,,,,,1775894406000-632578958264631296-1500848886552461312,,,c,,
632578958264631296,1775889352000,1500848886552461312,NL01AK3124,4644000,1775893996000,,43000.0,,,,,1775889352000-632578958264631296-1500848886552461312,,,c,,
632578958264631296,1775884972000,1500848886552461312,NL01AK3124,2955000,1775887927000,,18517.0,,,,,1775884972000-632578958264631296-1500848886552461312,,,c,,
632578958264631296,1775881766000,1500848886552461312,NL01AK3124,2665000,1775884431000,,30946.0,,,,,1775881766000-632578958264631296-1500848886552461312,,,c,,
632578958264631296,1775881756000,1500848886552461312,NL01AK3124,9000,1775881765000,,,,,,,1775881756000-632578958264631296-1500848886552461312,,,c,,
632578958264631296,1775875860000,1500848886552461312,NL01AK3124,377000,1775876237000,,1985.0,,,,,1775875860000-632578958264631296-1500848886552461312,,,c,,
