vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,distance,engine_hours,active_driver,driver_ids,vehicle_device_type
739497118649024512,1783427908000-642689989225816064-739497118649024512,1783427908000,1783484020000,2,671.995,180.414,3.724738656645272,642689989225816064,1783427908000,739497118649024512,MP13P8127,56112000,1783484020000,476.44306645264294,180.470858504789,3.723692598171839,,180.470858504789,1783427908000-642689989225816064-739497118649024512,672.018,0.0,,,
588522082246086656,1783385209000-642689989225816064-588522082246086656,1783385209000,1783442838000,2,647.842,147.619,4.388608512454359,642689989225816064,1783385209000,588522082246086656,MP09BP1475,57629000,1783442838000,389.67590466098784,147.60450934128326,4.389201948444805,,123.293633140706,1783385209000-642689989225816064-588522082246086656,647.866,9.772027777777769,,,
1439682401377714176,1783442443000-642689989225816064-1439682401377714176,1783442443000,1783477129000,4,633.836,170.631,3.714659118214158,642689989225816064,1783442443000,1439682401377714176,mp09an6583,34686000,1783477129000,309.0909306287869,117.07989796544958,3.6454251106876687,440.6000000000058,117.07989796544958,1783442443000-642689989225816064-1439682401377714176,426.806,9.349999999999909,,,
1429476090367180800,1783441692000-642689989225816064-1429476090367180800,1783441692000,1783484943000,3,620.452,162.757,3.812137112382263,642689989225816064,1783441692000,1429476090367180800,MP09AN1563,43251000,1783484943000,428.1677456629658,162.1847521450628,3.8258282100712813,643.6000000000058,162.1847521450628,1783441692000-642689989225816064-1429476090367180800,620.491,11.899999999999636,,,
739919483375714304,1783431840000-642689989225816064-739919483375714304,1783431840000,1783485950000,5,582.248,170.151,3.4219487396489003,642689989225816064,1783431840000,739919483375714304,MP13P8163,54110000,1783485950000,449.4339041357811,170.24011520294738,3.421279404714102,,170.24011520294738,1783431840000-642689989225816064-739919483375714304,582.439,0.0,,,
718906843354628096,1783393772000-642689989225816064-718906843354628096,1783393772000,1783435448000,4,579.764,245.463,2.361920126454904,642689989225816064,1783393772000,718906843354628096,MP09DK7263,41676000,1783435448000,624.36,236.5,2.4423044397463003,565.0409241699381,236.5,1783393772000-642689989225816064-718906843354628096,577.605,0.0,,,
739508566909517824,1783440910000-642689989225816064-739508566909517824,1783440910000,1783477292000,3,522.399,122.127,4.277506202559631,642689989225816064,1783440910000,739508566909517824,MP13P8154,36382000,1783477292000,257.11085320806603,97.39047470002501,4.219581034652196,416.0,97.39047470002501,1783440910000-642689989225816064-739508566909517824,410.947,0.0,,,
1430193762327330816,1783448154000-642689989225816064-1430193762327330816,1783448154000,1783480620000,1,497.143,128.091,3.8811704179060196,642689989225816064,1783448154000,1430193762327330816,MP09AN2545,32466000,1783480620000,338.1614959146915,128.09147572526192,3.881156003435399,511.8999999999942,128.09147572526192,1783448154000-642689989225816064-1430193762327330816,497.143,8.800000000000182,,,
1531026470644744192,1783454066000-642689989225816064-1531026470644744192,1783454066000,1783467417000,1,425.82,78.492,5.425011466136676,642689989225816064,1783454066000,1531026470644744192,MP09BM0987,13351000,1783467417000,207.21869424971712,78.49192964004436,5.425016329102434,,54.41743714356278,1783454066000-642689989225816064-1531026470644744192,425.82,3.6658333333334667,,,
1440684104986132480,1783441328000-642689989225816064-1440684104986132480,1783441328000,1783472165000,7,413.131,103.154,4.00499253543246,642689989225816064,1783441328000,1440684104986132480,MP09AN6571,30837000,1783472165000,273.6518399999879,103.6559999999954,3.9875839314657937,425.0,103.6559999999954,1783441328000-642689989225816064-1440684104986132480,413.337,8.199999999999818,,,
