vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,driver_ids,distance,load_estimation,vehicle_device_type,active_driver,adblue_consumed
1500848886552461312,1789363425000-632578958264631296-1500848886552461312,1789363425000,1789365941000,1,0.0,0.0,0.0,632578958264631296,1789363425000,1500848886552461312,NL01AK3124,2516000,1789365941000,,0.0,0.0,0.0,,,1789363425000-632578958264631296-1500848886552461312,,19.002,,c,,
